,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
85575,12/24/2014,Completed,01/27/2015,14-02188033,Abandoned Vehicle Complaint,49502W,Ford,Yellow,FVI - Outcome,Need Vehicle Tow Report,35.0,223 E 76TH ST,60619.0,,,6.0,6.0,69.0,,41.756406505661396,-87.61886505140463,"(41.7564065056614, -87.61886505140463)",2014-12-24
87025,12/01/2014,Completed - Dup,12/01/2014,14-02057168,Abandoned Vehicle Complaint,E361824,Chevrolet,Gray,FVI - Outcome,Create Work Order,30.0,7933 S ALBANY AVE,60652.0,1157090.49000681,1851821.87001542,18.0,8.0,70.0,,41.748767802769905,-87.69977780540455,"(41.74876780276991, -87.69977780540454)",2014-12-01
87026,12/01/2014,Completed - Dup,12/01/2014,14-02059041,Abandoned Vehicle Complaint,778 5454,Saturn,Blue,FVI - Outcome,Create Work Order,45.0,3843 N MONTICELLO AVE,60618.0,1151374.23112445,1925305.10729387,35.0,17.0,16.0,,41.951411657876186,-87.71882367759031,"(41.951411657876186, -87.71882367759032)",2014-12-01
87027,12/01/2014,Completed - Dup,12/01/2014,14-02059157,Abandoned Vehicle Complaint,7785445,Saturn,Blue,FVI - Outcome,Create Work Order,45.0,3843 N MONTICELLO AVE,60618.0,1151374.23112445,1925305.10729387,35.0,17.0,16.0,,41.951411657876186,-87.71882367759031,"(41.951411657876186, -87.71882367759032)",2014-12-01
87028,12/01/2014,Completed - Dup,12/01/2014,14-02059941,Abandoned Vehicle Complaint,YELLOW TAG,(Unlisted Make),Green,FVI - Outcome,Create Work Order,30.0,2641 W WARREN BLVD,60612.0,1158774.86440692,1900252.66951153,2.0,12.0,27.0,,41.88191729009775,-87.69260385656376,"(41.881917290097746, -87.69260385656376)",2014-12-01
87029,12/01/2014,Completed,12/01/2014,14-02056760,Abandoned Vehicle Complaint,NONE,Nissan,Maroon,FVI - Outcome,Vehicle was moved from original address requested,7.0,1021 W 115TH ST,60643.0,,,34.0,5.0,53.0,,41.68489526898817,-87.64798498348922,"(41.68489526898817, -87.64798498348922)",2014-12-01
87030,12/01/2014,Completed,12/01/2014,14-02057646,Abandoned Vehicle Complaint,NONE,Chevrolet,Blue,FVI - Outcome,Return to Owner - Vehicle,60.0,647 N LOREL AVE,60644.0,,,37.0,15.0,25.0,,41.89254748331678,-87.75910578374202,"(41.89254748331678, -87.759105783742)",2014-12-01
87116,12/02/2014,Completed - Dup,12/02/2014,14-02065727,Abandoned Vehicle Complaint,S922957,Ford,White,FVI - Outcome,Create Work Order,30.0,2941 W BYRON ST,60618.0,1155970.18556927,1925779.40901021,33.0,17.0,16.0,,41.95202014646351,-87.70230708395306,"(41.952020146463504, -87.70230708395304)",2014-12-02
87117,12/02/2014,Completed - Dup,12/02/2014,14-02067846,Abandoned Vehicle Complaint,XHS529,Chevrolet,Blue,FVI - Outcome,Create Work Order,60.0,5123 W CULLOM AVE,60641.0,1141431.37002854,1928106.24142883,45.0,16.0,15.0,,41.95868404680799,-87.75582532826124,"(41.95868404680799, -87.75582532826124)",2014-12-02
87118,12/02/2014,Completed - Dup,12/02/2014,14-02068351,Abandoned Vehicle Complaint,395PRR,Toyota,Green,FVI - Outcome,Create Work Order,15.0,6556 N OLIPHANT AVE,60631.0,1123962.65156719,1942874.89058438,41.0,16.0,9.0,,41.99974080294183,-87.81940781477144,"(41.99974080294183, -87.81940781477144)",2014-12-02
87119,12/02/2014,Completed - Dup,12/02/2014,14-02068525,Abandoned Vehicle Complaint,N460196,Nissan,Silver,FVI - Outcome,Create Work Order,30.0,3049 N MENARD AVE,60634.0,1137181.93120715,1919683.79420537,30.0,25.0,19.0,,41.93631476104607,-87.77113405684263,"(41.93631476104607, -87.77113405684263)",2014-12-02
87120,12/02/2014,Completed - Dup,12/02/2014,14-02068691,Abandoned Vehicle Complaint,N762037,Land Rover,Gray,FVI - Outcome,Create Work Order,90.0,1233 E 71ST ST,60619.0,1185801.63009063,1858186.11118224,5.0,3.0,69.0,,41.76588931913216,-87.59451813651108,"(41.76588931913216, -87.59451813651108)",2014-12-02
87121,12/02/2014,Completed,12/02/2014,14-02065367,Abandoned Vehicle Complaint,,,,FVI - Outcome,Vehicle was moved from original address requested,,7606 S PAXTON AVE,60649.0,,,8.0,4.0,43.0,,41.75685424392756,-87.57136923298044,"(41.756854243927556, -87.57136923298044)",2014-12-02
87122,12/02/2014,Completed,12/02/2014,14-02066343,Abandoned Vehicle Complaint,R128127,Chevrolet,Blue,FVI - Outcome,Return to Owner - Vehicle,300.0,1808 S LAWNDALE AVE,60623.0,,,24.0,10.0,29.0,,41.856792136727115,-87.71776318956783,"(41.85679213672712, -87.71776318956783)",2014-12-02
