,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
73095,12/01/2014,Completed,12/02/2014,14-02057285,Sanitation Code Violation,Dumpster not being emptied,3506 S STATE ST,60609.0,1176889.54400645,1881779.19137468,3.0,2.0,35.0,41.83094516764779,-87.62648165933567,"(41.83094516764779, -87.62648165933567)",2014-12-01
73096,12/01/2014,Completed,12/02/2014,14-02057749,Sanitation Code Violation,Garbage in yard,5733 N CALIFORNIA AVE,60659.0,1156642.08142743,1938042.47773235,40.0,20.0,2.0,41.9857695119589,-87.69924493071292,"(41.9857695119589, -87.69924493071294)",2014-12-01
73097,12/01/2014,Completed,12/02/2014,14-02057750,Sanitation Code Violation,Garbage in yard,5805 N MOZART ST,60659.0,1156206.9519965,1938304.43236709,40.0,20.0,2.0,41.98649715662019,-87.70083820387562,"(41.98649715662019, -87.70083820387563)",2014-12-01
73098,12/01/2014,Completed,12/02/2014,14-02057940,Sanitation Code Violation,Garbage in alley,5805 N LINCOLN AVE,60659.0,1156014.58000041,1938455.56997569,40.0,20.0,2.0,41.98691578159008,-87.7015416477426,"(41.98691578159008, -87.7015416477426)",2014-12-01
73099,12/01/2014,Completed,12/02/2014,14-02057941,Sanitation Code Violation,Garbage in yard,5830 N LINCOLN AVE,60659.0,1155772.81997818,1938645.36007741,40.0,20.0,2.0,41.98744146504712,-87.70242570522792,"(41.98744146504712, -87.70242570522792)",2014-12-01
73100,12/01/2014,Completed,12/02/2014,14-02059213,Sanitation Code Violation,Garbage in alley,5515 S WINCHESTER AVE,60636.0,1164299.59989404,1867976.35200762,15.0,7.0,67.0,41.79334356330285,-87.67306394264564,"(41.793343563302855, -87.67306394264564)",2014-12-01
73101,12/01/2014,Completed,12/02/2014,14-02059544,Sanitation Code Violation,Garbage in alley,1817 N WINCHESTER AVE,60622.0,1163070.48258108,1912113.16010019,32.0,14.0,22.0,41.91448510360912,-87.67633266949488,"(41.91448510360912, -87.67633266949488)",2014-12-01
73102,12/01/2014,Completed,12/02/2014,14-02060321,Sanitation Code Violation,Garbage in alley,4901 S DREXEL BLVD,60615.0,1183013.60122568,1872703.6648194,4.0,2.0,39.0,41.805900788972814,-87.6042949235422,"(41.80590078897281, -87.60429492354221)",2014-12-01
73103,12/01/2014,Completed,12/02/2014,14-02062584,Sanitation Code Violation,Other,3405 N PAGE AVE,60634.0,1121820.37521992,1921578.92540825,36.0,16.0,17.0,41.941227556858,-87.82767720468306,"(41.941227556857996, -87.82767720468306)",2014-12-01
73104,12/01/2014,Completed,12/02/2014,14-02062613,Sanitation Code Violation,Garbage in yard,3203 W BRYN MAWR AVE,60659.0,1153999.23927197,1937038.05998421,40.0,17.0,13.0,41.983066616088394,-87.7089921359022,"(41.98306661608839, -87.7089921359022)",2014-12-01
