SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,13-01074273,08/02/2013,Front,,Open,,Vacant,False,False,300,W,51ST,ST,60609.0,1175149.56997042,1871147.44157844,3.0,9.0,37.0,41.80180978886792,-87.63318351713444,"(41.80180978886792, -87.63318351713444)",2013-08-02
Vacant/Abandoned Building,13-01074278,08/02/2013,Front,,Open,,Vacant,False,False,316,W,51ST,ST,60609.0,1175149.56997042,1871147.44157844,3.0,9.0,37.0,41.80180978886792,-87.63318351713444,"(41.80180978886792, -87.63318351713444)",2013-08-02
Vacant/Abandoned Building,13-01074282,08/02/2013,Front,,Open,,Vacant,False,False,6542,S,SANGAMON,ST,60621.0,1171100.88859239,1861449.21852288,17.0,7.0,68.0,41.77528630682022,-87.64831494775049,"(41.77528630682022, -87.6483149477505)",2013-08-02
Vacant/Abandoned Building,13-01068731,08/01/2013,,,,,,,,4700,W,DEMING,PL,60639.0,1144626.91752396,1916631.77770113,31.0,25.0,19.0,41.92725235191744,-87.74397804364203,"(41.92725235191744, -87.74397804364202)",2013-08-01
Vacant/Abandoned Building,13-01088234,08/05/2013,Front,,Open,,Vacant,False,False,112,W,115TH,ST,60628.0,1177462.21993013,1828702.73157251,34.0,5.0,49.0,41.68528434680713,-87.62598172546575,"(41.685284346807144, -87.62598172546575)",2013-08-05
Vacant/Abandoned Building,13-01074741,08/02/2013,Front,,Open,,Vacant,False,False,7145,S,YALE,AVE,60621.0,1175860.63187162,1857588.34673249,6.0,7.0,69.0,41.76458627764308,-87.6309819700148,"(41.76458627764308, -87.6309819700148)",2013-08-02
Vacant/Abandoned Building,13-01098408,08/06/2013,Front,,Open,,Vacant,False,False,7025,S,SANGAMON,ST,60621.0,1171187.87708467,1858250.98040382,17.0,7.0,68.0,41.76650805100467,-87.64808947185787,"(41.76650805100467, -87.64808947185787)",2013-08-06
Vacant/Abandoned Building,13-01091389,08/05/2013,Front,,Open,,Vacant,False,False,4948,W,WRIGHTWOOD,AVE,60639.0,1142958.89117448,1916843.21133367,31.0,25.0,19.0,41.92786384432055,-87.75010213668352,"(41.92786384432055, -87.75010213668352)",2013-08-05
Vacant/Abandoned Building,13-01091406,08/05/2013,Front,,Open,,Vacant,False,False,5721,S,ELIZABETH,ST,60636.0,1168965.79111559,1866838.79517203,16.0,7.0,67.0,41.79012235692453,-87.65598630983378,"(41.79012235692453, -87.65598630983376)",2013-08-05
Vacant/Abandoned Building,13-01091419,08/05/2013,Front,,Open,,Vacant,False,False,5916,S,PAULINA,ST,60636.0,1166023.55828159,1865468.14152695,15.0,7.0,67.0,41.78642421728365,-87.6668136377499,"(41.78642421728366, -87.66681363774991)",2013-08-05
Vacant/Abandoned Building,13-01097120,08/06/2013,Front,,Open,,Vacant,False,False,5258,S,WOOD,ST,60609.0,1165239.21888866,1869822.47238217,16.0,9.0,61.0,41.798389687289074,-87.669566167702,"(41.79838968728907, -87.66956616770202)",2013-08-06
Vacant/Abandoned Building,13-01069659,08/01/2013,Front,,Boarded,,Occupied,False,False,1109,N,KEYSTONE,AVE,60651.0,1149183.54998946,1907093.61591121,27.0,11.0,23.0,41.9009915588713,-87.72748174445046,"(41.9009915588713, -87.72748174445046)",2013-08-01
Vacant/Abandoned Building,13-01100259,08/06/2013,Front,,Open,,Vacant,False,False,726,N,LOTUS,AVE,60644.0,1139783.80369485,1904283.42907368,37.0,15.0,25.0,41.893457036167575,-87.76207692161233,"(41.89345703616758, -87.76207692161235)",2013-08-06
Vacant/Abandoned Building,13-01091396,08/05/2013,Front,,Open,,Vacant,False,False,6540,S,SANGAMON,ST,60621.0,1171100.58859239,1861462.51852288,17.0,7.0,68.0,41.77532281016752,-87.64831565914622,"(41.775322810167516, -87.64831565914622)",2013-08-05
Vacant/Abandoned Building,13-01094066,08/05/2013,Rear,,Boarded,,Vacant,False,True,68,S,PAULINA,ST,60612.0,1165088.27087262,1899686.01232585,27.0,12.0,28.0,41.88034145145081,-87.66927301320943,"(41.88034145145081, -87.66927301320943)",2013-08-05
Vacant/Abandoned Building,13-01114496,08/08/2013,Front,,Open,,Vacant,False,True,5018,W,HURON,ST,60644.0,1142776.6488835,1904179.42122795,28.0,15.0,25.0,41.89311642109577,-87.75108770650347,"(41.89311642109577, -87.75108770650347)",2013-08-08
Vacant/Abandoned Building,13-01104490,08/07/2013,Front,,Boarded,,Vacant,False,False,2240,N,MILWAUKEE,AVE,60647.0,1157943.06999933,1914639.45000205,1.0,14.0,22.0,41.92152367457572,-87.69510097407759,"(41.92152367457572, -87.69510097407758)",2013-08-07
Vacant/Abandoned Building,13-01093045,08/05/2013,,,,,,,,4422,S,LOWE,AVE,60609.0,1172701.30993066,1875573.73257597,11.0,9.0,61.0,41.81401034928287,-87.64203163343497,"(41.81401034928287, -87.64203163343497)",2013-08-05
Vacant/Abandoned Building,13-01094961,08/06/2013,Rear,,Boarded,FRONT  AND REAR DOOR OPENED,Vacant,False,False,1433,S,KEDVALE,AVE,60623.0,1148948.89419031,1892832.21998898,24.0,10.0,29.0,41.86186123548613,-87.72871270910862,"(41.86186123548613, -87.72871270910862)",2013-08-06
Vacant/Abandoned Building,13-01099004,08/06/2013,,,,,,,,1220,S,KILDARE,AVE,60623.0,1147910.80940392,1894223.05396758,24.0,10.0,29.0,41.86569785227674,-87.73248765234915,"(41.865697852276746, -87.73248765234914)",2013-08-06
Vacant/Abandoned Building,13-01099346,08/06/2013,Front,,Open,OPEN,Vacant,False,True,3717,W,GRENSHAW,ST,60624.0,1151769.17459274,1894785.54046888,24.0,11.0,29.0,41.86716640214614,-87.71830847396507,"(41.86716640214614, -87.71830847396508)",2013-08-06
Vacant/Abandoned Building,13-01099630,08/06/2013,Front,,Open,,Vacant,False,False,1703,S,NEWBERRY,AVE,60608.0,1171039.12432597,1891952.12073212,25.0,12.0,31.0,41.85899065096847,-87.6476490751808,"(41.85899065096848, -87.6476490751808)",2013-08-06
Vacant/Abandoned Building,13-01088668,08/05/2013,,,,,,,,4834,S,SEELEY,AVE,60609.0,1163507.61017487,1872600.91333367,12.0,9.0,61.0,41.80605058523871,-87.67583839331904,"(41.80605058523871, -87.67583839331903)",2013-08-05
Vacant/Abandoned Building,13-01088671,08/05/2013,,,,,,,,2040,W,49TH,ST,60609.0,1163478.97700338,1872165.73472817,12.0,9.0,61.0,41.8048570036879,-87.67595561731571,"(41.8048570036879, -87.67595561731572)",2013-08-05
Vacant/Abandoned Building,13-01089044,08/05/2013,,,,,,,,3058,N,MILWAUKEE,AVE,60618.0,1151138.28780483,1920129.47729449,30.0,25.0,21.0,41.93672502701659,-87.7199593194532,"(41.93672502701659, -87.7199593194532)",2013-08-05
Vacant/Abandoned Building,13-01089301,08/05/2013,Front,,Open,,Vacant,False,False,1330,S,CHRISTIANA,AVE,60623.0,1154247.32998543,1893510.85022886,24.0,10.0,29.0,41.86361943188642,-87.7092447850216,"(41.86361943188642, -87.7092447850216)",2013-08-05
Vacant/Abandoned Building,13-01089410,08/05/2013,Front,,Boarded,,Vacant,False,False,2957,N,LAWNDALE,AVE,60618.0,1150920.978325,1919692.8994,30.0,25.0,21.0,41.93553128529255,-87.72076942973183,"(41.93553128529255, -87.72076942973183)",2013-08-05
Vacant/Abandoned Building,13-01090400,08/05/2013,Front,,Open,FRONT,Vacant,False,False,3156,S,STEWART,AVE,60616.0,1174270.4885944999,1884018.24938926,11.0,9.0,34.0,41.837148065723646,-87.63602437140102,"(41.83714806572365, -87.63602437140102)",2013-08-05
Vacant/Abandoned Building,13-01068900,08/01/2013,,,,,,,,2421,N,SAWYER,AVE,60647.0,1154080.6077948,1915908.12501356,35.0,14.0,22.0,41.92508302897829,-87.7092587816128,"(41.925083028978285, -87.70925878161279)",2013-08-01
Vacant/Abandoned Building,13-01120020,08/09/2013,Front,,Open,,Vacant,False,False,5635,S,PRINCETON,AVE,60621.0,1175247.92878755,1867564.58056735,3.0,7.0,68.0,41.79197586001297,-87.63292985891016,"(41.79197586001297, -87.63292985891015)",2013-08-09
Vacant/Abandoned Building,13-01123051,08/09/2013,Front,,Open,,Vacant,False,True,633,W,MARQUETTE,RD,60621.0,1173098.64997743,1860461.31169344,6.0,7.0,68.0,41.772531474946064,-87.64102057465858,"(41.772531474946064, -87.6410205746586)",2013-08-09
Vacant/Abandoned Building,13-01123056,08/09/2013,Front,,Open,,Vacant,False,True,6723,S,DAMEN,AVE,60636.0,1164188.18020878,1859971.94010505,15.0,7.0,67.0,41.771380760932296,-87.67369767574469,"(41.771380760932296, -87.67369767574469)",2013-08-09
Vacant/Abandoned Building,13-01106590,08/07/2013,Front,,Boarded,FRONT DOOR,Vacant,False,False,6738,S,WOLCOTT,AVE,60636.0,1164848.44777907,1859986.60762196,15.0,7.0,67.0,41.77140708859462,-87.67127694140821,"(41.77140708859462, -87.67127694140822)",2013-08-07
Vacant/Abandoned Building,13-01107301,08/07/2013,Front,,Open,,Vacant,False,True,535,W,66TH,ST,60621.0,1173875.13697411,1861140.67052375,6.0,7.0,68.0,41.774378525700456,-87.63815407093566,"(41.774378525700456, -87.63815407093566)",2013-08-07
Vacant/Abandoned Building,13-01107321,08/07/2013,Front,,Open,,Vacant,False,True,537,W,66TH,ST,60621.0,1173854.83697411,1861140.17052375,6.0,7.0,68.0,41.774377603915006,-87.63822850171718,"(41.77437760391501, -87.63822850171718)",2013-08-07
Vacant/Abandoned Building,13-01112083,08/08/2013,Front,,Boarded,,Vacant,False,False,1713,W,GARFIELD,BLVD,60636.0,1165825.50991998,1868090.55389315,15.0,7.0,67.0,41.793624650956076,-87.66746531667452,"(41.79362465095608, -87.66746531667451)",2013-08-08
Vacant/Abandoned Building,13-01104609,08/07/2013,Rear,,Boarded,,Occupied,False,True,4335,W,16TH,ST,60623.0,1147630.34000225,1891687.96937379,24.0,10.0,29.0,41.85874664855797,-87.73358229434038,"(41.85874664855797, -87.73358229434037)",2013-08-07
Vacant/Abandoned Building,13-01104688,08/07/2013,Rear,,Open,FRONT AND REAR,Vacant,False,True,1529,S,KILDARE,AVE,60623.0,1147967.80958143,1892167.20969472,24.0,10.0,29.0,41.860055268204334,-87.73233123288836,"(41.860055268204334, -87.73233123288836)",2013-08-07
Vacant/Abandoned Building,13-01104726,08/07/2013,Rear,,Open,REAR,Vacant,False,True,2133,S,LAWNDALE,AVE,60623.0,1152034.58448827,1889576.90818927,24.0,10.0,29.0,41.8528680859493,-87.71747127267147,"(41.8528680859493, -87.71747127267147)",2013-08-07
Vacant/Abandoned Building,13-01104778,08/07/2013,Front,,Open,REAR,Vacant,False,True,1527,S,KILDARE,AVE,60623.0,1147967.40958143,1892180.70969472,24.0,10.0,29.0,41.860092321563975,-87.73233235430772,"(41.86009232156398, -87.7323323543077)",2013-08-07
Vacant/Abandoned Building,13-01104850,08/07/2013,Front,,Open,REAR,Vacant,False,True,1525,S,KILDARE,AVE,60623.0,1147966.90958143,1892194.20969472,24.0,10.0,29.0,41.86012937684427,-87.73233384280536,"(41.86012937684427, -87.73233384280537)",2013-08-07
Vacant/Abandoned Building,13-01090978,08/05/2013,Front,,Open,,Vacant,False,True,3024,W,LEXINGTON,ST,60612.0,1156321.71042954,1896547.47106709,28.0,11.0,27.0,41.87191060463597,-87.70154779185958,"(41.871910604635964, -87.7015477918596)",2013-08-05
Vacant/Abandoned Building,13-01082080,08/03/2013,Front,,Open,FRONT AND REAR,Vacant,False,True,5934,S,HERMITAGE,AVE,60636.0,1165695.9499076,1865339.5519159,15.0,7.0,67.0,41.78607831405733,-87.66801846859795,"(41.78607831405733, -87.66801846859795)",2013-08-03
Vacant/Abandoned Building,13-01083490,08/04/2013,Front,,Open,NOT BOARDED UP,Vacant,False,True,2553,W,POPE JOHN PAUL II,DR,60632.0,1159975.49958762,1876066.32001336,12.0,9.0,58.0,41.81563351188469,-87.68869760540208,"(41.81563351188469, -87.6886976054021)",2013-08-04
Vacant/Abandoned Building,13-01065678,08/01/2013,Rear,,Open,,Vacant,False,False,1543,W,61ST,ST,60636.0,1166995.51048079,1864273.2244290002,15.0,7.0,67.0,41.783124486014366,-87.66328410022435,"(41.78312448601437, -87.66328410022435)",2013-08-01
Vacant/Abandoned Building,13-01077908,08/02/2013,Front,,Open,ALL OVER,Vacant,False,True,1142,S,FRANCISCO,AVE,60612.0,1157197.72420904,1894958.28608422,28.0,11.0,29.0,41.86753198081399,-87.69837473190162,"(41.86753198081399, -87.69837473190162)",2013-08-02
Vacant/Abandoned Building,13-01093676,08/05/2013,Front,,Open,FRONT DOOR IS OPEN,Occupied,False,True,3337,W,WARREN,BLVD,60624.0,1154101.16671813,1900147.002909,28.0,11.0,27.0,41.881832655855774,-87.70960432367187,"(41.881832655855774, -87.70960432367188)",2013-08-05
Vacant/Abandoned Building,13-01098610,08/06/2013,Front,,Open,FRONT AND REAR,Vacant,False,True,1539,S,SPAULDING,AVE,60623.0,1154615.51008859,1892255.7676753998,24.0,10.0,29.0,41.86016799391183,-87.70792677456102,"(41.86016799391183, -87.70792677456102)",2013-08-06
Vacant/Abandoned Building,13-01100395,08/06/2013,Front,,Open,FRONT AND BACK,Vacant,False,True,3532,W,LEXINGTON,ST,60624.0,1152946.35757024,1896473.58462887,24.0,11.0,27.0,41.87177535697714,-87.71394212729881,"(41.87177535697714, -87.71394212729882)",2013-08-06
Vacant/Abandoned Building,13-01087855,08/05/2013,Front,,Open,ALLAROUND,Vacant,False,True,8507,S,CARPENTER,ST,60620.0,1170800.60477382,1848404.8429985,21.0,6.0,71.0,41.73949741790664,-87.64979569480136,"(41.739497417906634, -87.64979569480134)",2013-08-05
Vacant/Abandoned Building,13-01090931,08/05/2013,Rear,,Open,,Vacant,False,True,3022,W,LEXINGTON,ST,60612.0,1156335.11042954,1896547.77106709,28.0,11.0,27.0,41.87191115721116,-87.70149858665006,"(41.87191115721116, -87.70149858665006)",2013-08-05
Vacant/Abandoned Building,13-01069493,08/01/2013,Front,,Open,FRONT AND REAR,Vacant,False,False,6506,S,DAMEN,AVE,60636.0,1164147.08541169,1861507.93270864,15.0,7.0,67.0,41.77559659645839,-87.67380513699246,"(41.775596596458385, -87.67380513699246)",2013-08-01
Vacant/Abandoned Building,13-01069508,08/01/2013,Front,,Open,FRONT AND REAR,Vacant,False,False,6508,S,DAMEN,AVE,60636.0,1164147.48541169,1861494.63270864,15.0,7.0,67.0,41.775560091061394,-87.67380404454893,"(41.77556009106139, -87.67380404454892)",2013-08-01
Vacant/Abandoned Building,13-01081510,08/03/2013,Rear,,Boarded,REAR OPEN,Vacant,False,False,424,N,TRUMBULL,AVE,60624.0,1153307.98001952,1902638.06832524,27.0,11.0,23.0,41.88868417535691,-87.7124507244441,"(41.888684175356914, -87.71245072444411)",2013-08-03
Vacant/Abandoned Building,13-01064870,08/01/2013,Front,,Open,FRONT & REAR,Vacant,False,False,2636,W,CHICAGO,AVE,60622.0,1158675.26081702,1905230.55639733,26.0,12.0,24.0,41.89568993097637,-87.69266892416185,"(41.895689930976374, -87.69266892416186)",2013-08-01
Vacant/Abandoned Building,13-01067136,08/01/2013,Front,,Boarded,,Vacant,False,False,2022,W,68TH,PL,60636.0,1164060.36597242,1859230.59990573,17.0,7.0,67.0,41.76934911137907,-87.67418702688971,"(41.76934911137907, -87.67418702688971)",2013-08-01
Vacant/Abandoned Building,13-01067774,08/01/2013,Front,,Boarded,PROBLEM IS OVERGROWN TEES AND BUSHES AND GRASS -- A HAZARD,Vacant,False,False,34,E,123RD,ST,60628.0,1178671.14979459,1823413.91912605,9.0,5.0,53.0,41.67074372503081,-87.62171605397799,"(41.67074372503081, -87.62171605397798)",2013-08-01
Vacant/Abandoned Building,13-01136656,08/12/2013,Front,,Open,,Vacant,False,False,118,W,103RD,ST,60628.0,1177208.13012498,1836659.17762247,9.0,5.0,49.0,41.70712370886931,-87.62667291517229,"(41.70712370886931, -87.6266729151723)",2013-08-12
Vacant/Abandoned Building,13-01131792,08/12/2013,Front,,Open,,Vacant,False,False,7219,S,CONSTANCE,AVE,60649.0,1189624.96243343,1857389.84010441,5.0,3.0,43.0,41.76372207133757,-87.58053905425177,"(41.76372207133757, -87.58053905425176)",2013-08-12
Vacant/Abandoned Building,13-01131802,08/12/2013,Front,,Open,,Vacant,False,False,7641,S,YATES,BLVD,60649.0,1193527.45229982,1854760.93409281,7.0,4.0,43.0,41.75641354083922,-87.56632175891548,"(41.75641354083922, -87.56632175891548)",2013-08-12
