,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
61408,11/20/2013,Completed,12/02/2013,13-01739694,Abandoned Vehicle Complaint,806NJM,Buick,White,FVI - Outcome,Need Vehicle Tow Report,35.0,900 E 91ST ST,60619.0,,,8.0,4.0,47.0,,41.72950559586624,-87.60188022654738,"(41.72950559586624, -87.60188022654737)",2013-11-20
61598,11/22/2013,Completed,12/12/2013,13-01753732,Abandoned Vehicle Complaint,L928925,Buick,Gray,FVI - Outcome,Need Vehicle Tow Report,20.0,715 W 60TH ST,60621.0,,,16.0,7.0,68.0,,41.784957656143646,-87.64310872858955,"(41.784957656143646, -87.64310872858954)",2013-11-22
62243,11/04/2013,Completed,11/04/2013,13-01650309,Abandoned Vehicle Complaint,R458556,Nissan,Silver,FVI - Outcome,Vehicle was moved from original address requested,21.0,3535 W GLENLAKE AVE,60659.0,,,50.0,17.0,13.0,,41.99188490298786,-87.71792016144718,"(41.99188490298786, -87.71792016144718)",2013-11-04
62244,11/02/2013,Completed,11/04/2013,13-01645800,Abandoned Vehicle Complaint,X575012,Nissan,Gray,FVI - Outcome,Vehicle was moved from original address requested,7.0,2402 W BALMORAL AVE,60625.0,,,40.0,20.0,4.0,,41.97963270370987,-87.68943936844394,"(41.97963270370987, -87.68943936844396)",2013-11-02
62245,11/02/2013,Completed,11/04/2013,13-01645909,Abandoned Vehicle Complaint,6963568,Ford,Bronze,FVI - Outcome,Vehicle was moved from original address requested,16.0,10012 S MALTA ST,60643.0,,,21.0,22.0,72.0,,41.71097598465961,-87.65894862242428,"(41.710975984659605, -87.65894862242428)",2013-11-02
62246,11/02/2013,Completed,11/04/2013,13-01646169,Abandoned Vehicle Complaint,J8A83S,(Unlisted Make),White,FVI - Outcome,Vehicle was moved from original address requested,7.0,1920 W BERWYN AVE,60640.0,,,40.0,20.0,4.0,,41.97799181845435,-87.67736522793558,"(41.97799181845435, -87.67736522793558)",2013-11-02
62247,11/02/2013,Completed,11/04/2013,13-01646194,Abandoned Vehicle Complaint,UNKNOWN,(Unlisted Make),White,FVI - Outcome,Vehicle was moved from original address requested,10.0,306 E 90TH ST,60619.0,,,6.0,6.0,44.0,,41.73108810552846,-87.61726227356131,"(41.73108810552846, -87.6172622735613)",2013-11-02
62248,11/03/2013,Completed,11/04/2013,13-01646991,Abandoned Vehicle Complaint,F649514,Ford,Black,FVI - Outcome,Vehicle was moved from original address requested,60.0,10116 S BEVERLY AVE,60643.0,,,21.0,22.0,73.0,,41.70988142525128,-87.65769531454832,"(41.709881425251275, -87.65769531454832)",2013-11-03
62249,11/03/2013,Completed,11/04/2013,13-01647405,Abandoned Vehicle Complaint,1173778,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,14.0,4815 N WASHTENAW AVE,60625.0,,,40.0,20.0,4.0,21.0,41.96901532491176,-87.69610902973541,"(41.96901532491176, -87.6961090297354)",2013-11-03
62250,11/03/2013,Completed,11/04/2013,13-01647545,Abandoned Vehicle Complaint,1111111,Plymouth,Green,FVI - Outcome,Vehicle was moved from original address requested,1.0,6851 S SANGAMON ST,60621.0,1171158.80273259,1859401.00727819,17.0,7.0,68.0,,41.76910286293136,-87.6479970458008,"(41.76910286293136, -87.6479970458008)",2013-11-03
