,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
84278,11/01/2013,Completed,11/01/2013,13-01641976,Street Light - 1/Out,4700 S BISHOP ST,60609.0,1167458.84390947,1873579.87236864,20.0,9.0,61.0,41.80865309770475,-87.6613186288262,"(41.80865309770475,-87.66131862882621)",2013-11-01
84279,11/01/2013,Completed,11/01/2013,13-01642049,Street Light - 1/Out,341 W 109TH PL,60628.0,1175995.15891705,1832311.43002052,34.0,5.0,49.0,41.695220087665966,-87.63124458739094,"(41.69522008766597,-87.63124458739094)",2013-11-01
84280,11/01/2013,Completed,11/01/2013,13-01643352,Street Light - 1/Out,3159 W 111TH ST,60655.0,1157199.57702449,1830837.76443385,19.0,22.0,74.0,41.69157589394522,-87.70010136567161,"(41.69157589394522,-87.70010136567163)",2013-11-01
84281,11/01/2013,Completed,11/01/2013,13-01643379,Street Light - 1/Out,3330 W 111TH ST,60655.0,1155996.18123198,1830805.42162062,19.0,22.0,74.0,41.691511330860784,-87.70450804794469,"(41.691511330860784,-87.70450804794467)",2013-11-01
84282,11/01/2013,Completed,11/01/2013,13-01644045,Street Light - 1/Out,2700 N PINE GROVE AVE,60614.0,1172813.00981646,1918216.63048539,43.0,19.0,7.0,41.93102292453804,-87.64035910745336,"(41.93102292453804,-87.64035910745336)",2013-11-01
84284,11/01/2013,Completed - Dup,11/02/2013,13-01641187,Street Light - 1/Out,2452 W THOMAS ST,60622.0,1159856.79371214,1907242.98740258,1.0,12.0,24.0,41.901187915926435,-87.68827384231834,"(41.901187915926435,-87.68827384231835)",2013-11-01
84285,11/02/2013,Completed,11/02/2013,13-01644946,Street Light - 1/Out,7112 W WABANSIA AVE,60707.0,1128701.38860343,1910512.23297227,36.0,25.0,25.0,41.91074499247703,-87.80263799216301,"(41.91074499247703,-87.80263799216301)",2013-11-02
84286,11/03/2013,Completed - Dup,11/03/2013,13-01646861,Street Light - 1/Out,9134 S MARQUETTE AVE,60617.0,1195847.1201255,1844871.21549607,7.0,4.0,48.0,41.729218296957896,-87.55814730551909,"(41.729218296957896,-87.5581473055191)",2013-11-03
84287,11/03/2013,Completed - Dup,11/03/2013,13-01647123,Street Light - 1/Out,6925 S ROCKWELL ST,60629.0,1160238.72740792,1858540.86951698,18.0,8.0,66.0,41.76753590745569,-87.68821443355036,"(41.76753590745569,-87.68821443355036)",2013-11-03
84288,11/03/2013,Completed,11/03/2013,13-01647602,Street Light - 1/Out,4435 S WASHTENAW AVE,60632.0,1159108.47848407,1875147.6131880002,12.0,9.0,58.0,41.81313026979827,-87.69190316882488,"(41.81313026979827,-87.69190316882488)",2013-11-03
84289,11/03/2013,Completed,11/03/2013,13-01648155,Street Light - 1/Out,4448 N MAPLEWOOD AVE,60625.0,1158572.80010015,1929458.21692037,47.0,19.0,4.0,41.96217443912654,-87.69238005820984,"(41.96217443912654,-87.69238005820984)",2013-11-03
84290,11/03/2013,Completed,11/03/2013,13-01648156,Street Light - 1/Out,4448 N MAPLEWOOD AVE,60625.0,1158572.80010015,1929458.21692037,47.0,19.0,4.0,41.96217443912654,-87.69238005820984,"(41.96217443912654,-87.69238005820984)",2013-11-03
84291,11/03/2013,Completed,11/03/2013,13-01648240,Street Light - 1/Out,8002 S PERRY AVE,60620.0,1176997.87361144,1851934.72640557,17.0,6.0,44.0,41.74904653072022,-87.62698383842535,"(41.74904653072022,-87.62698383842536)",2013-11-03
