,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
38100,12/01/2011,Completed - Dup,12/02/2011,11-04196954,Sanitation Code Violation,Standing water,5255 N CLARK ST,60640.0,1165058.68083292,1935069.42002722,48.0,20.0,77.0,41.97743618580141,-87.66837405524514,"(41.97743618580141, -87.66837405524512)",2011-12-01
38101,12/01/2011,Completed,12/01/2011,11-04192109,Sanitation Code Violation,Other,2410 W LUNT AVE,60645.0,1158982.86157611,1946390.14052837,50.0,24.0,2.0,42.00862792745789,-87.6904051255986,"(42.008627927457894, -87.6904051255986)",2011-12-01
38102,12/01/2011,Completed,12/01/2011,11-04192166,Sanitation Code Violation,,1214 W THORNDALE AVE,60660.0,1167069.63261279,1939660.32038737,48.0,20.0,77.0,41.98999066565193,-87.66084632021341,"(41.98999066565193, -87.66084632021341)",2011-12-01
38103,12/01/2011,Completed,12/01/2011,11-04192352,Sanitation Code Violation,Dumpster not being emptied,1155 W WRIGHTWOOD AVE,60614.0,1168153.88359415,1917421.18639225,32.0,19.0,7.0,41.928942242634136,-87.65750339978315,"(41.92894224263413, -87.65750339978315)",2011-12-01
38104,12/01/2011,Completed,12/01/2011,11-04192883,Sanitation Code Violation,,7625 S KINGSTON AVE,60649.0,1194516.87640033,1854896.43256922,7.0,4.0,43.0,41.75676109506901,-87.5626913408319,"(41.75676109506901, -87.5626913408319)",2011-12-01
38105,12/01/2011,Completed,12/01/2011,11-04193573,Sanitation Code Violation,Other,1908 W MORSE AVE,60626.0,1162279.89407229,1946075.7295748,49.0,24.0,1.0,42.0076965906763,-87.67828333073929,"(42.0076965906763, -87.67828333073928)",2011-12-01
38106,12/01/2011,Completed,12/01/2011,11-04194068,Sanitation Code Violation,Garbage in yard,3243 W EASTWOOD AVE,60625.0,1153921.64582091,1930663.30256619,33.0,17.0,14.0,41.965575466351325,-87.70944825438829,"(41.965575466351325, -87.7094482543883)",2011-12-01
38107,12/01/2011,Completed,12/01/2011,11-04195817,Sanitation Code Violation,Other,4600 N CENTRAL PARK AVE,60625.0,1151559.09607718,1930331.04682405,33.0,17.0,14.0,41.96471061165311,-87.71814366782979,"(41.96471061165311, -87.71814366782979)",2011-12-01
38108,12/01/2011,Completed,12/02/2011,11-04192608,Sanitation Code Violation,Garbage in yard,7346 S BENNETT AVE,60649.0,1189978.79821984,1856632.73919709,5.0,3.0,43.0,41.761636018054254,-87.57926651611227,"(41.761636018054254, -87.57926651611227)",2011-12-01
38109,12/01/2011,Completed,12/02/2011,11-04193446,Sanitation Code Violation,Garbage in yard,2855 W 24TH BLVD,60623.0,1157687.26007136,1887794.60017235,12.0,10.0,30.0,41.84786411128385,-87.69677253993956,"(41.847864111283855, -87.69677253993956)",2011-12-01
38110,12/01/2011,Completed,12/02/2011,11-04193532,Sanitation Code Violation,Other,7514 S MAY ST,60620.0,1169954.79997993,1854914.62000273,17.0,6.0,71.0,41.757379517912895,-87.65270592002756,"(41.7573795179129, -87.65270592002756)",2011-12-01
38111,12/01/2011,Completed,12/02/2011,11-04193600,Sanitation Code Violation,Garbage in alley,3925 N ASHLAND AVE,60613.0,1164954.23011687,1926136.65941738,47.0,19.0,6.0,41.9529265565575,-87.66901286616228,"(41.9529265565575, -87.66901286616228)",2011-12-01
38112,12/01/2011,Completed,12/02/2011,11-04193620,Sanitation Code Violation,Other,3735 W 60TH ST,60629.0,1152500.20141592,1864563.16289015,13.0,8.0,65.0,41.78421779591053,-87.71642144303043,"(41.78421779591052, -87.71642144303043)",2011-12-01
38113,12/01/2011,Completed,12/02/2011,11-04193830,Sanitation Code Violation,Garbage in yard,9126 S BUFFALO AVE,60617.0,1199630.56530917,1845073.25532139,10.0,4.0,46.0,41.729678373269245,-87.54428112500452,"(41.729678373269245, -87.54428112500452)",2011-12-01
38114,12/01/2011,Completed,12/02/2011,11-04194127,Sanitation Code Violation,Other,9042 S ESCANABA AVE,60617.0,1196960.93659735,1845542.8464785998,10.0,4.0,46.0,41.73103371002433,-87.55404492658646,"(41.73103371002433, -87.55404492658646)",2011-12-01
38115,12/01/2011,Completed,12/02/2011,11-04194217,Sanitation Code Violation,Other,3125 W 26TH ST,60623.0,1155843.27763145,1886567.80339711,12.0,10.0,30.0,41.84453494701982,-87.70357306478421,"(41.84453494701982, -87.70357306478421)",2011-12-01
38116,12/01/2011,Completed,12/02/2011,11-04194358,Sanitation Code Violation,Garbage in alley,6342 S ADA ST,60636.0,1168410.63243089,1862703.5405749,16.0,7.0,67.0,41.77878670345517,-87.6581409908321,"(41.778786703455175, -87.65814099083211)",2011-12-01
38117,12/01/2011,Completed,12/02/2011,11-04194559,Sanitation Code Violation,Other,3918 N ELSTON AVE,60618.0,1151893.41578724,1925789.95176577,35.0,17.0,16.0,41.952242939491796,-87.71703453513204,"(41.952242939491796, -87.71703453513204)",2011-12-01
38118,12/01/2011,Completed,12/02/2011,11-04194568,Sanitation Code Violation,Dog feces in yard,2109 N SAWYER AVE,60647.0,1154169.68751662,1913827.06007675,26.0,14.0,22.0,41.919370635894865,-87.70898713470513,"(41.91937063589487, -87.70898713470513)",2011-12-01
38119,12/01/2011,Completed,12/02/2011,11-04195174,Sanitation Code Violation,Overflowing carts,300 E CULLERTON ST,60616.0,1178385.87511004,1890752.60829396,2.0,1.0,33.0,41.85553494282321,-87.62071840315363,"(41.855534942823205, -87.62071840315363)",2011-12-01
38120,12/01/2011,Completed,12/02/2011,11-04196404,Sanitation Code Violation,,5644 W DAKIN ST,60634.0,1138015.18822457,1925686.80297629,38.0,16.0,15.0,41.9522224121494,-87.76805433777183,"(41.95222241214941, -87.76805433777184)",2011-12-01
38121,12/01/2011,Completed,12/02/2011,11-04196442,Sanitation Code Violation,Garbage in yard,209 S WHIPPLE ST,60612.0,1156080.41240635,1898808.52758157,28.0,11.0,27.0,41.87812004348736,-87.70237267579068,"(41.87812004348735, -87.70237267579068)",2011-12-01
38122,12/01/2011,Completed,12/02/2011,11-04196520,Sanitation Code Violation,Overflowing carts,6529 S JUSTINE ST,60636.0,1167129.11787888,1861429.0018298,17.0,7.0,67.0,41.7753167230221,-87.66287555505848,"(41.7753167230221, -87.66287555505848)",2011-12-01
38123,12/01/2011,Completed,12/02/2011,11-04196701,Sanitation Code Violation,Other,5721 S HARPER AVE,60637.0,1187233.83372935,1867355.61261823,5.0,21.0,41.0,41.79112606883117,-87.58898676728809,"(41.79112606883117, -87.5889867672881)",2011-12-01
38124,12/01/2011,Completed,12/02/2011,11-04196932,Sanitation Code Violation,Other,5255 N CLARK ST,60640.0,1165058.68083292,1935069.42002722,48.0,20.0,77.0,41.97743618580141,-87.66837405524514,"(41.97743618580141, -87.66837405524512)",2011-12-01
38125,12/01/2011,Completed,12/02/2011,11-04197446,Sanitation Code Violation,Other,4234 N BERNARD ST,60618.0,1152630.14201678,1927930.70253136,33.0,17.0,16.0,41.95810273838942,-87.7142694518048,"(41.95810273838942, -87.71426945180478)",2011-12-01
38126,12/01/2011,Completed,12/02/2011,11-04197556,Sanitation Code Violation,Garbage in yard,2436 N LAWNDALE AVE,60647.0,1151305.56799705,1915942.42458606,35.0,25.0,22.0,41.92523211854324,-87.71945471577969,"(41.92523211854324, -87.71945471577969)",2011-12-01
