,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
142039,12/01/2011,Completed - Dup,12/01/2011,11-04195571,Pot Hole in Street,,,,3345 W 109TH ST,60655.0,1155867.82006764,1832133.93789569,19.0,22.0,74.0,55.0,41.69504442794058,-87.70529309781188,"(41.69504442794058, -87.70529309781188)",2011-12-01
142292,12/01/2011,Completed - Dup,12/01/2011,11-04195860,Pot Hole in Street,,,,3028 W ROSCOE ST,60618.0,1155460.08009728,1922358.70007351,33.0,17.0,21.0,,41.94286607182453,-87.70400403537509,"(41.94286607182453, -87.70400403537509)",2011-12-01
142339,12/01/2011,Completed - Dup,12/01/2011,11-04196407,Pot Hole in Street,,,,3028 W ROSCOE ST,60618.0,1155460.08009728,1922358.70007351,33.0,17.0,21.0,,41.94286607182453,-87.70400403537509,"(41.94286607182453, -87.70400403537509)",2011-12-01
142561,12/01/2011,Completed - Dup,12/01/2011,11-04192189,Pot Hole in Street,,,,5710 W WEST END AVE,60644.0,1138074.93141668,1900890.99099191,29.0,15.0,25.0,,41.88428498398168,-87.76878611671266,"(41.88428498398168, -87.76878611671266)",2011-12-01
142562,12/01/2011,Completed - Dup,12/01/2011,11-04192194,Pot Hole in Street,,,,5718 W WEST END AVE,60644.0,1138039.23141668,1900889.39099191,29.0,15.0,25.0,,41.884279559776495,-87.76913054874615,"(41.884279559776495, -87.76913054874615)",2011-12-01
142563,12/01/2011,Completed - Dup,12/01/2011,11-04192200,Pot Hole in Street,,,,5660 W WEST END AVE,60644.0,1138432.59769365,1900901.68941502,29.0,15.0,25.0,,41.88430774077477,-87.76738272593842,"(41.884307740774766, -87.7673827259384)",2011-12-01
142564,12/01/2011,Completed - Dup,12/01/2011,11-04192206,Pot Hole in Street,,,,5611 W WEST END AVE,60644.0,1138894.90268904,1900914.61627057,29.0,15.0,25.0,,41.88411871299407,-87.76549271067093,"(41.884118712994066, -87.76549271067094)",2011-12-01
142565,12/01/2011,Completed - Dup,12/01/2011,11-04193042,Pot Hole in Street,,,,2400 N WESTERN AVE,60647.0,1159963.77500445,1915885.23341463,1.0,14.0,22.0,,41.924935944091274,-87.68779025471277,"(41.92493594409127, -87.68779025471278)",2011-12-01
142566,12/01/2011,Completed - Dup,12/01/2011,11-04193601,Pot Hole in Street,,,,1301 S WESTERN AVE,60608.0,1160579.2023252,1893974.15031761,25.0,12.0,28.0,,41.8647450692821,-87.68584045468117,"(41.8647450692821, -87.68584045468117)",2011-12-01
142567,12/01/2011,Completed - Dup,12/01/2011,11-04193842,Pot Hole in Street,,,,914 W WILLOW ST,60614.0,1169879.58080856,1911909.95251162,43.0,18.0,7.0,,41.91388945545322,-87.65142503158924,"(41.913889455453216, -87.65142503158923)",2011-12-01
