,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
62455,07/29/2014,Completed,08/08/2014,14-01221508,Abandoned Vehicle Complaint,,Ford,Maroon,FVI - Outcome,Need Vehicle Tow Report,180.0,1741 N LAMON AVE,60639.0,,,37.0,25.0,25.0,,41.9126718333878,-87.74913354972534,"(41.9126718333878, -87.74913354972534)",2014-07-29
62896,07/31/2014,Completed,08/14/2014,14-01240524,Abandoned Vehicle Complaint,SBY321,Honda,Tan,FVI - Outcome,Need Vehicle Tow Report,10.0,753 W 28TH ST,60616.0,,,11.0,9.0,60.0,,41.84340159634176,-87.64609689253423,"(41.84340159634176, -87.64609689253423)",2014-07-31
77886,07/03/2014,Completed - Dup,07/08/2014,14-01039065,Abandoned Vehicle Complaint,,,,,,,5222 S DORCHESTER AVE,60615.0,1186433.1227921,1870819.6542961998,4.0,2.0,41.0,61.0,41.800362991314,-87.59195204790451,"(41.800362991313996, -87.59195204790451)",2014-07-03
78196,07/01/2014,Completed - Dup,07/01/2014,14-01018246,Abandoned Vehicle Complaint,FPF2823,Geo/Metro,Maroon,FVI - Outcome,Create Work Order,21.0,4737 N HAMILTON AVE,60625.0,1161272.27088028,1931550.25600458,47.0,19.0,4.0,31.0,41.967976328755576,-87.68225344155195,"(41.96797632875558, -87.68225344155195)",2014-07-01
78286,07/02/2014,Completed - Dup,07/02/2014,14-01028696,Abandoned Vehicle Complaint,NB1806,Chevrolet,Green,FVI - Outcome,Create Work Order,10.0,5422 S INGLESIDE AVE,60615.0,1183453.26180206,1869569.9308268998,5.0,2.0,41.0,,41.79719010018287,-87.60292515328817,"(41.79719010018287, -87.60292515328817)",2014-07-02
78287,07/01/2014,Completed,07/02/2014,14-01027276,Abandoned Vehicle Complaint,NO PLATES,Dodge,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,2825 S PITNEY CT,60608.0,,,11.0,9.0,60.0,,41.840956234454865,-87.66378025691337,"(41.840956234454865, -87.66378025691337)",2014-07-01
78288,07/01/2014,Completed,07/02/2014,14-01027301,Abandoned Vehicle Complaint,NO PLATES,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,14.0,2852 S PITNEY CT,60608.0,,,11.0,9.0,60.0,,41.840566163155714,-87.66379706033955,"(41.84056616315571, -87.66379706033955)",2014-07-01
78289,07/01/2014,Completed,07/02/2014,14-01028392,Abandoned Vehicle Complaint,NO PLATE,Legacy Unknown,White,FVI - Outcome,Vehicle was moved from original address requested,7.0,2846 S PITNEY CT,60608.0,,,11.0,9.0,60.0,,41.840627914038265,-87.66384943512274,"(41.840627914038265, -87.66384943512274)",2014-07-01
78346,07/03/2014,Completed - Dup,07/08/2014,14-01039128,Abandoned Vehicle Complaint,,,,,,,5222 S DORCHESTER AVE,60615.0,1186433.1227921,1870819.6542961998,4.0,2.0,41.0,61.0,41.800362991314,-87.59195204790451,"(41.800362991313996, -87.59195204790451)",2014-07-03
78358,07/02/2014,Completed - Dup,07/03/2014,14-01029484,Abandoned Vehicle Complaint,S885533,Honda,Silver,FVI - Outcome,Create Work Order,7.0,4140 W BRYN MAWR AVE,60646.0,1147672.40081754,1936897.76743335,39.0,17.0,13.0,,41.982913157433686,-87.73247838923345,"(41.98291315743369, -87.73247838923346)",2014-07-02
