,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
45122,12/01/2012,Completed - Dup,01/09/2013,12-01951941,Abandoned Vehicle Complaint,HAS PLATES,Humbee Surrey,Brown,FVI - Outcome,Create Work Order,30.0,427 W 38TH ST,60609.0,1174071.60089537,1879735.73122182,11.0,9.0,60.0,,41.82528548539853,-87.63728944551535,"(41.825285485398524, -87.63728944551534)",2012-12-01
45123,12/01/2012,Completed - Dup,01/09/2013,12-01952738,Abandoned Vehicle Complaint,5667326,Chevrolet,Red,FVI - Outcome,Create Work Order,90.0,5723 S MEADE AVE,60638.0,1136693.01037264,1865978.86093059,23.0,8.0,56.0,,41.788110867109495,-87.7741856102504,"(41.788110867109495, -87.7741856102504)",2012-12-01
45124,12/01/2012,Completed - Dup,02/06/2013,12-01953001,Abandoned Vehicle Complaint,A468892,Honda,Black,FVI - Outcome,Create Work Order,35.0,2101 W HOOD AVE,60659.0,1161202.70231832,1940727.3642823002,40.0,24.0,2.0,,41.992932893413474,-87.682410699248,"(41.99293289341348, -87.68241069924798)",2012-12-01
45125,12/01/2012,Completed - Dup,02/07/2013,12-01952526,Abandoned Vehicle Complaint,UNKNOWN,Bmw,Black,FVI - Outcome,Create Work Order,21.0,2330 W HURON ST,60612.0,1160744.80459382,1904614.87671637,1.0,13.0,24.0,,41.89405651541883,-87.68564828123327,"(41.89405651541883, -87.68564828123326)",2012-12-01
45126,12/01/2012,Completed,01/07/2013,12-01952344,Abandoned Vehicle Complaint,K738291,Oldsmobile,Blue,FVI - Outcome,Vehicle was moved from original address requested,30.0,1103 W WASHBURNE AVE,60608.0,,,2.0,12.0,28.0,,41.865942940133685,-87.65449524431759,"(41.86594294013369, -87.6544952443176)",2012-12-01
45127,12/01/2012,Completed,01/12/2013,12-01953090,Abandoned Vehicle Complaint,UNK,Nissan,Gold,FVI - Outcome,Vehicle was moved from original address requested,30.0,6504 W 63RD PL,60638.0,,,23.0,8.0,64.0,,41.776844805832795,-87.7839531442795,"(41.77684480583279, -87.7839531442795)",2012-12-01
45128,12/01/2012,Completed,01/14/2013,12-01952504,Abandoned Vehicle Complaint,H856311,Chevrolet,Red,FVI - Outcome,Need Vehicle Tow Report,20.0,2228 W CULLERTON ST,60608.0,,,25.0,12.0,31.0,,41.85494992747371,-87.68203623122488,"(41.85494992747371, -87.68203623122487)",2012-12-01
45129,12/01/2012,Completed,01/15/2013,12-01952698,Abandoned Vehicle Complaint,7650272,Ford,White,Place 7 Day Sticker,Follow on Activity was created,14.0,7029 W NEWPORT AVE,60634.0,1128663.62503012,1922124.93018588,36.0,16.0,17.0,,41.942504522077975,-87.80256943957696,"(41.942504522077975, -87.80256943957696)",2012-12-01
45130,12/01/2012,Completed,01/16/2013,12-01952996,Abandoned Vehicle Complaint,H205522,Jeep - Year Greater 1988,Red,Place 7 Day Sticker,Follow on Activity was created,33.0,2134 W HOMER ST,60647.0,1161819.10120106,1912993.26251125,32.0,14.0,22.0,,41.91702622387288,-87.68147844452808,"(41.91702622387288, -87.68147844452808)",2012-12-01
45131,12/01/2012,Completed,01/16/2013,12-01953061,Abandoned Vehicle Complaint,6DQJ270,Volkswagen,Black,Place 7 Day Sticker,Follow on Activity was created,30.0,1745 N WOOD ST,60622.0,1164074.20971622,1911832.29450183,32.0,14.0,24.0,,41.91364615790169,-87.67250386893522,"(41.91364615790169, -87.67250386893522)",2012-12-01
45132,12/01/2012,Completed,01/24/2013,12-01952571,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,30.0,1215 N MAPLEWOOD AVE,60622.0,,,26.0,14.0,24.0,,41.90347189405482,-87.69058607813076,"(41.90347189405482, -87.69058607813076)",2012-12-01
45133,12/01/2012,Completed,02/04/2013,12-01952101,Abandoned Vehicle Complaint,N198700,General Motors Corp.,Red,Place 7 Day Sticker,Follow on Activity was created,60.0,2641 S SAWYER AVE,60623.0,1155120.37408826,1886274.96489027,22.0,10.0,30.0,25.0,41.843280672973655,-87.70607531991493,"(41.84328067297366, -87.70607531991493)",2012-12-01
45134,12/01/2012,Completed,02/06/2013,12-01951925,Abandoned Vehicle Complaint,UNKNOWN,Lexus,White,Place 7 Day Sticker,Follow on Activity was created,14.0,5747 N SPAULDING AVE,60659.0,1153335.50239611,1938097.97011985,40.0,17.0,13.0,,41.986280206764675,-87.7112671879417,"(41.98628020676468, -87.71126718794171)",2012-12-01
45135,12/01/2012,Completed,02/06/2013,12-01952937,Abandoned Vehicle Complaint,N115241,Ford,Red,Place 7 Day Sticker,Follow on Activity was created,35.0,2101 W HOOD AVE,60659.0,1161202.70231832,1940727.3642823002,40.0,24.0,2.0,,41.992932893413474,-87.682410699248,"(41.99293289341348, -87.68241069924798)",2012-12-01
45136,12/01/2012,Completed,02/07/2013,12-01951871,Abandoned Vehicle Complaint,NLP,,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,60.0,8941 S EMERALD AVE,60620.0,1172873.59388928,1845626.69356587,21.0,22.0,71.0,,41.73133992209553,-87.64212182880523,"(41.731339922095536, -87.64212182880523)",2012-12-01
45137,12/01/2012,Completed,02/07/2013,12-01952108,Abandoned Vehicle Complaint,N659328,Nissan,White,FVI - Outcome,Create Work Order,60.0,8723 S WINCHESTER AVE,60620.0,1165115.77019529,1846813.83650144,21.0,22.0,71.0,,41.735026247679855,-87.67059969774955,"(41.73502624767986, -87.67059969774957)",2012-12-01
45138,12/01/2012,Completed,02/07/2013,12-01952327,Abandoned Vehicle Complaint,NO PLATES,Nissan,Black,FVI - Outcome,Vehicle was moved from original address requested,14.0,7255 S CALUMET AVE,60619.0,1179733.60093355,1856983.87097617,6.0,3.0,69.0,,41.762236200014456,-87.61664661410627,"(41.762236200014456, -87.61664661410626)",2012-12-01
45139,12/01/2012,Completed,02/07/2013,12-01952412,Abandoned Vehicle Complaint,P140544,Ford,White,Place 7 Day Sticker,Follow on Activity was created,0.0,7231 N CAMPBELL AVE,60645.0,1158390.22998883,1948138.18998368,50.0,24.0,2.0,,42.0134427461981,-87.6924528594107,"(42.0134427461981, -87.69245285941068)",2012-12-01
45140,12/01/2012,Completed,02/07/2013,12-01952798,Abandoned Vehicle Complaint,5341264,Jeep/Cherokee,Green,FVI - Outcome,,35.0,1058 W GLENLAKE AVE,60660.0,1167932.959725,1940518.130875,48.0,24.0,77.0,26.0,41.99243353180586,-87.65780194075653,"(41.99243353180586, -87.65780194075653)",2012-12-01
45141,12/01/2012,Completed,02/07/2013,12-01952925,Abandoned Vehicle Complaint,N488464,Ford,Black,Place 7 Day Sticker,Follow on Activity was created,30.0,1249 W FOSTER AVE,60640.0,1166940.36013057,1934669.52717161,46.0,20.0,3.0,34.0,41.97618283300469,-87.6618499852392,"(41.976182833004685, -87.66184998523921)",2012-12-01
45142,12/01/2012,Completed,12/01/2012,12-01952157,Abandoned Vehicle Complaint,9542844,Ford,Blue,FVI - Outcome,Vehicle was moved from original address requested,21.0,2212 N SAWYER AVE,60647.0,,,26.0,14.0,22.0,,41.92146748177292,-87.70920135896156,"(41.92146748177292, -87.70920135896156)",2012-12-01
45143,12/01/2012,Completed,12/01/2012,12-01952212,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,30.0,1214 N MAPLEWOOD AVE,60622.0,,,26.0,14.0,24.0,,41.90346829301214,-87.69087990485643,"(41.90346829301214, -87.69087990485643)",2012-12-01
45144,12/01/2012,Completed,12/01/2012,12-01952232,Abandoned Vehicle Complaint,P819900,Ford,Blue,FVI - Outcome,Vehicle was moved from original address requested,21.0,1149 N LONG AVE,60651.0,,,37.0,15.0,25.0,,41.901878568850286,-87.76073887787695,"(41.90187856885028, -87.76073887787696)",2012-12-01
45145,12/01/2012,Completed,12/01/2012,12-01952487,Abandoned Vehicle Complaint,N209855,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,7.0,525 N CLAREMONT AVE,60612.0,,,26.0,12.0,24.0,,41.89146573146253,-87.6853477178431,"(41.891465731462525, -87.6853477178431)",2012-12-01
