,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
70540,10/01/2014,Completed,10/01/2014,14-01667183,Sanitation Code Violation,Overflowing carts,6036 S PULASKI RD,60629.0,1150739.80762786,1864161.20988804,13.0,8.0,65.0,41.78314925243856,-87.72288627020454,"(41.78314925243856, -87.72288627020455)",2014-10-01
70541,10/01/2014,Completed,10/01/2014,14-01667217,Sanitation Code Violation,Other,5901 N BROADWAY,60660.0,1167237.26070802,1939334.34999873,48.0,20.0,77.0,41.989092581601724,-87.66023917849743,"(41.989092581601724, -87.66023917849743)",2014-10-01
70542,10/01/2014,Completed,10/01/2014,14-01667374,Sanitation Code Violation,Other,358 E RANDOLPH SUB ST,60601.0,1178816.9037,1901338.9439,42.0,1.0,32.0,41.884574623127435,-87.61881290601316,"(41.88457462312744, -87.61881290601316)",2014-10-01
70543,10/01/2014,Completed,10/01/2014,14-01667581,Sanitation Code Violation,Construction Site Cleanliness/Fence,1613 N HONORE ST,60622.0,1163768.63516982,1910768.63908521,32.0,14.0,24.0,41.91078094215421,-87.67380574843241,"(41.91078094215421, -87.6738057484324)",2014-10-01
70544,10/01/2014,Completed,10/01/2014,14-01669179,Sanitation Code Violation,Other,2110 N MERRIMAC AVE,60639.0,1134401.91002839,1913388.96846927,29.0,25.0,19.0,41.918540409470616,-87.78162796629448,"(41.91854040947062, -87.78162796629448)",2014-10-01
70545,10/01/2014,Completed,10/01/2014,14-01669259,Sanitation Code Violation,Garbage in alley,2111 N MOBILE AVE,60639.0,1134070.56100802,1913380.02532995,29.0,25.0,19.0,41.91852171136152,-87.78284560346034,"(41.918521711361514, -87.78284560346036)",2014-10-01
70546,10/01/2014,Completed,10/01/2014,14-01669701,Sanitation Code Violation,Other,6912 W HIGGINS AVE,60656.0,1129176.05976777,1935635.628994,41.0,16.0,10.0,41.979678426726224,-87.80032025317402,"(41.97967842672623, -87.80032025317401)",2014-10-01
70547,10/01/2014,Completed,10/01/2014,14-01672610,Sanitation Code Violation,Other,5316 N NORMANDY AVE,60656.0,1130927.67643199,1934902.46847699,41.0,16.0,10.0,41.97763647333608,-87.79389536298963,"(41.977636473336084, -87.79389536298964)",2014-10-01
70586,10/01/2014,Completed,10/02/2014,14-01673375,Sanitation Code Violation,Other,3948 N RICHMOND ST,60618.0,1156014.08556927,1926101.90901021,33.0,17.0,16.0,41.953016658472976,-87.70187835910852,"(41.953016658472976, -87.70187835910853)",2014-10-01
70587,10/01/2014,Completed,10/02/2014,14-01673575,Sanitation Code Violation,Garbage in yard,5110 W BARRY AVE,60641.0,1141761.59548432,1920129.9719808,30.0,25.0,19.0,41.9369053092135,-87.7544202480999,"(41.9369053092135, -87.7544202480999)",2014-10-01
70588,10/01/2014,Completed,10/02/2014,14-01674326,Sanitation Code Violation,,1444 S FEDERAL ST,60605.0,1176007.67511785,1893630.8598065,2.0,1.0,33.0,41.863486890787456,-87.62936080508095,"(41.86348689078745, -87.62936080508096)",2014-10-01
70589,10/01/2014,Completed,10/02/2014,14-01674749,Sanitation Code Violation,Other,502 S CLAREMONT AVE,60612.0,1160811.63009498,1897690.70682616,2.0,12.0,28.0,41.87495588231937,-87.68503172242468,"(41.87495588231937, -87.68503172242467)",2014-10-01
70590,10/01/2014,Completed,10/02/2014,14-01675311,Sanitation Code Violation,Overflowing carts,1399 S RUBLE ST,60607.0,1171751.26649963,1893633.87999366,25.0,12.0,28.0,41.863589890616886,-87.64498555989674,"(41.863589890616886, -87.64498555989674)",2014-10-01
70591,10/01/2014,Completed,10/02/2014,14-01675572,Sanitation Code Violation,Garbage in yard,1302 N BELL AVE,60622.0,1161168.98000526,1908620.5594932,1.0,14.0,24.0,41.90494090512894,-87.68341572897627,"(41.90494090512894, -87.68341572897627)",2014-10-01
70592,10/02/2014,Completed,10/02/2014,14-01676055,Sanitation Code Violation,Dumpster not being emptied,609 W DRUMMOND PL,60614.0,1171748.57823198,1918064.4492040002,43.0,19.0,7.0,41.93062887368478,-87.64427514313117,"(41.93062887368478, -87.64427514313115)",2014-10-02
70593,10/02/2014,Completed,10/02/2014,14-01676059,Sanitation Code Violation,Garbage in yard,848 W LILL AVE,60614.0,1170028.77003315,1917146.81000108,43.0,19.0,7.0,41.92814858196059,-87.6506218617605,"(41.92814858196059, -87.6506218617605)",2014-10-02
70594,10/02/2014,Completed,10/02/2014,14-01676309,Sanitation Code Violation,Other,1533 N WESTERN AVE,60622.0,1160130.34809133,1910128.90477779,1.0,14.0,24.0,41.909101452404826,-87.68718920610162,"(41.90910145240483, -87.68718920610162)",2014-10-02
70595,10/02/2014,Completed,10/02/2014,14-01677641,Sanitation Code Violation,Garbage in alley,6208 W WABANSIA AVE,60639.0,1134727.21290761,1910649.76551313,29.0,25.0,25.0,41.9110179557261,-87.78049762729347,"(41.9110179557261, -87.78049762729347)",2014-10-02
70596,10/02/2014,Completed,10/02/2014,14-01681592,Sanitation Code Violation,Other,1818 N ELSTON AVE,60642.0,1166026.48331056,1912387.6030764,32.0,14.0,22.0,41.915175541558206,-87.66546494301005,"(41.9151755415582, -87.66546494301004)",2014-10-02
70597,10/02/2014,Completed,10/02/2014,14-01681641,Sanitation Code Violation,Construction Site Cleanliness/Fence,2235 W BELDEN AVE,60647.0,1161074.10290829,1915356.52008953,32.0,14.0,22.0,41.923426842820746,-87.68357678920397,"(41.923426842820746, -87.68357678920397)",2014-10-02
70598,10/02/2014,Completed,10/02/2014,14-01681680,Sanitation Code Violation,Garbage in alley,2309 N DAMEN AVE,60647.0,1162643.71851023,1915236.82609955,32.0,14.0,22.0,41.923065613624935,-87.67781281622925,"(41.92306561362494, -87.67781281622925)",2014-10-02
70603,10/01/2014,Completed,10/02/2014,14-01668210,Sanitation Code Violation,Overflowing carts,4447 S MOZART ST,60632.0,1158109.61269059,1875036.71301036,12.0,9.0,58.0,41.8128463463328,-87.6955700893887,"(41.8128463463328, -87.69557008938871)",2014-10-01
70604,10/01/2014,Completed,10/02/2014,14-01668376,Sanitation Code Violation,Garbage in yard,1927 S LOUIE PKWY,60616.0,1175173.74363421,1891000.06938936,25.0,9.0,34.0,41.85628654208989,-87.63250090845693,"(41.85628654208989, -87.63250090845693)",2014-10-01
70605,10/01/2014,Completed,10/02/2014,14-01668644,Sanitation Code Violation,Other,1801 N SHEFFIELD AVE,60614.0,1169365.11466583,1911900.09918987,43.0,18.0,7.0,41.91376580658292,-87.65321344461029,"(41.91376580658292, -87.65321344461029)",2014-10-01
70606,10/01/2014,Completed,10/02/2014,14-01668655,Sanitation Code Violation,Garbage in alley,1920 W DICKENS AVE,60614.0,1163139.22608705,1913979.24012585,32.0,14.0,22.0,41.919604307243695,-87.67602757199975,"(41.919604307243695, -87.67602757199977)",2014-10-01
70607,10/01/2014,Completed,10/02/2014,14-01669700,Sanitation Code Violation,Overflowing carts,1859 W CHICAGO AVE,60622.0,1163859.01693102,1905370.93473175,1.0,12.0,24.0,41.89596734333513,-87.67362621167622,"(41.89596734333513, -87.67362621167622)",2014-10-01
70608,10/01/2014,Completed,10/02/2014,14-01669997,Sanitation Code Violation,Garbage in alley,2111 W DIVISION ST,60622.0,1162111.69206859,1907972.25302803,32.0,12.0,24.0,41.90314225175892,-87.67997100046551,"(41.90314225175892, -87.6799710004655)",2014-10-01
70609,10/01/2014,Completed,10/02/2014,14-01670197,Sanitation Code Violation,Other,1937 W OHIO ST,60622.0,1163381.12903306,1904028.83176733,1.0,12.0,24.0,41.89229457828928,-87.67541918825572,"(41.892294578289274, -87.6754191882557)",2014-10-01
70610,10/01/2014,Completed,10/02/2014,14-01670262,Sanitation Code Violation,Garbage in alley,2306 W TOUHY AVE,60645.0,1159652.14006648,1947717.64741935,49.0,24.0,2.0,42.012256825940696,-87.68790584655243,"(42.012256825940696, -87.68790584655244)",2014-10-01
70611,10/01/2014,Completed,10/02/2014,14-01671167,Sanitation Code Violation,Dog feces in yard,3306 W WILSON AVE,60625.0,1153486.59731384,1930332.94559348,33.0,17.0,14.0,41.964677627546614,-87.7110566643683,"(41.964677627546614, -87.7110566643683)",2014-10-01
70612,10/01/2014,Completed,10/02/2014,14-01671420,Sanitation Code Violation,Dumpster not being emptied,2105 W SCHILLER ST,60622.0,1162109.7196091001,1909412.53267487,32.0,14.0,24.0,41.907094528411314,-87.67993794854189,"(41.90709452841131, -87.67993794854189)",2014-10-01
70613,10/01/2014,Completed,10/02/2014,14-01671999,Sanitation Code Violation,Other,1310 S CLAREMONT AVE,60608.0,1160802.31012842,1893954.54170789,25.0,12.0,28.0,41.864703684313454,-87.6851695208996,"(41.86470368431345, -87.68516952089959)",2014-10-01
70614,10/01/2014,Completed,10/02/2014,14-01672905,Sanitation Code Violation,Other,1942 N HARDING AVE,60647.0,1149736.72820471,1912615.11367014,30.0,25.0,20.0,41.91613234830119,-87.72530609817825,"(41.91613234830119, -87.72530609817825)",2014-10-01
70660,10/03/2014,Completed,10/03/2014,14-01689774,Sanitation Code Violation,Garbage in yard,1917 N KEYSTONE AVE,60639.0,1149077.09581909,1912431.31511778,30.0,25.0,20.0,41.91564079483257,-87.72773434041046,"(41.91564079483257, -87.72773434041045)",2014-10-03
