,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
31879,08/02/2010,Completed,01/04/2011,10-01207230,Abandoned Vehicle Complaint,1785691,Cadillac,Black,Place 7 Day Sticker,Follow on Activity was created,7.0,726 E 78TH ST,60619.0,1182523.98388912,1853451.97802075,6.0,6.0,69.0,,41.753195981468465,-87.60655555467103,"(41.75319598146847, -87.60655555467105)",2010-08-02
31880,08/02/2010,Completed,04/14/2011,10-01203848,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,1540 W 54TH ST,60609.0,1166891.88147224,1868916.16187692,16.0,9.0,61.0,,41.79597325024139,-87.66378183348213,"(41.79597325024139, -87.66378183348212)",2010-08-02
31881,08/02/2010,Completed,04/14/2011,10-01211365,Abandoned Vehicle Complaint,A932004,Toyota,Blue,FVI - Outcome,Redeemed,30.0,5332 N LAKEWOOD AVE,60640.0,1166675.24488983,1935542.08302561,48.0,20.0,77.0,,41.97910377812458,-87.6625730763642,"(41.979103778124575, -87.66257307636418)",2010-08-02
32257,08/05/2010,Completed,04/14/2011,10-01231528,Abandoned Vehicle Complaint,EHUNT,Rover,Green,FVI - Outcome,Redeemed,7.0,3316 N LAKEWOOD AVE,60657.0,1167044.56259159,1922032.28729133,44.0,19.0,6.0,27.0,41.94217245671084,-87.6616077581933,"(41.942172456710836, -87.6616077581933)",2010-08-05
32997,08/11/2010,Completed,04/14/2011,10-01271216,Abandoned Vehicle Complaint,A254587,Pontiac,Brown,FVI - Outcome,Redeemed,14.0,952 W BARRY AVE,60657.0,1169292.23002259,1920768.95282996,44.0,19.0,6.0,17.0,41.93820459353467,-87.65375494786096,"(41.93820459353467, -87.65375494786097)",2010-08-11
33095,08/12/2010,Completed,04/14/2011,10-01277763,Abandoned Vehicle Complaint,,Lincoln,White,FVI - Outcome,Redeemed,7.0,1259 N HOOKER ST,60642.0,1169801.10953117,1908508.22768707,32.0,18.0,8.0,,41.905036361024095,-87.65199106432046,"(41.905036361024095, -87.65199106432046)",2010-08-12
33096,08/12/2010,Completed,04/14/2011,10-01282670,Abandoned Vehicle Complaint,424EJK,Volkswagen,Blue,FVI - Outcome,Redeemed,90.0,1304 N WOOD ST,60622.0,1164182.92280118,1908892.31369481,1.0,14.0,24.0,,41.905789501332336,-87.67234195778464,"(41.905789501332336, -87.67234195778464)",2010-08-12
33097,08/12/2010,Completed,04/14/2011,10-01285169,Abandoned Vehicle Complaint,X573551,Honda,Blue,Place 7 Day Sticker,Follow on Activity was created,65.0,5444 S DORCHESTER AVE,60615.0,1186469.89998083,1869424.56998911,4.0,21.0,41.0,,41.796802155897645,-87.59186901978507,"(41.79680215589764, -87.59186901978507)",2010-08-12
33192,08/13/2010,Completed - Dup,01/10/2011,10-01292131,Abandoned Vehicle Complaint,?,Pontiac,Tan,,,33.0,952 W BARRY AVE,60657.0,1169292.23002259,1920768.95282996,44.0,19.0,6.0,17.0,41.93820459353467,-87.65375494786096,"(41.93820459353467, -87.65375494786097)",2010-08-13
33193,08/13/2010,Completed,04/14/2011,10-01286786,Abandoned Vehicle Complaint,9989887,Nissan,Black,FVI - Outcome,Redeemed,30.0,2941 N TALMAN AVE,60618.0,1158199.49010622,1919437.88097539,1.0,14.0,21.0,,41.93516234341616,-87.693893114411,"(41.93516234341616, -87.69389311441098)",2010-08-13
33194,08/13/2010,Completed,04/14/2011,10-01287887,Abandoned Vehicle Complaint,9505468,Toyota,Green,FVI - Outcome,Redeemed,14.0,1617 W THORNDALE AVE,60660.0,1164547.04293005,1939067.21521474,40.0,20.0,77.0,,41.98829781324507,-87.6706157261652,"(41.98829781324507, -87.67061572616521)",2010-08-13
33292,08/14/2010,Completed - Dup,01/10/2011,10-01294576,Abandoned Vehicle Complaint,X573551,Honda/Civic,Blue,,,21.0,5444 S DORCHESTER AVE,60615.0,1186469.89998083,1869424.56998911,4.0,21.0,41.0,,41.796802155897645,-87.59186901978507,"(41.79680215589764, -87.59186901978507)",2010-08-14
33670,08/17/2010,Completed,07/27/2011,10-01307878,Abandoned Vehicle Complaint,G386551,Ford,Blue,FVI - Outcome,Create Work Order,7.0,1322 S MORGAN ST,60608.0,1170114.96697081,1894087.31608842,25.0,12.0,28.0,,41.864725777683226,-87.65112110196098,"(41.86472577768323, -87.65112110196098)",2010-08-17
33909,08/19/2010,Completed,04/14/2011,10-01329356,Abandoned Vehicle Complaint,H951264,Chevrolet,White,FVI - Outcome,Redeemed,28.0,1811 S PEORIA ST,60608.0,1170870.73037931,1891486.60999077,25.0,12.0,31.0,,41.857720491457826,-87.64813242892643,"(41.85772049145783, -87.64813242892643)",2010-08-19
34465,08/24/2010,Completed - Dup,01/10/2011,10-01357463,Abandoned Vehicle Complaint,DON'T HAVE,Nissan Altima,Black,,,30.0,2941 N TALMAN AVE,60618.0,1158199.49010622,1919437.88097539,1.0,14.0,21.0,,41.93516234341616,-87.693893114411,"(41.93516234341616, -87.69389311441098)",2010-08-24
34466,08/24/2010,Completed,01/13/2011,10-01357437,Abandoned Vehicle Complaint,7107353,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,7.0,2414 W 57TH ST,60629.0,1161191.37737345,1866808.79991927,16.0,8.0,63.0,59.0,41.79031153042561,-87.68464876577204,"(41.790311530425605, -87.68464876577205)",2010-08-24
