,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
72240,11/01/2014,Completed,11/02/2014,14-01884698,Sanitation Code Violation,Garbage in yard,4827 N KILPATRICK AVE,60630.0,1144208.31998033,1931715.68981829,39.0,17.0,14.0,41.96865182633504,-87.74513585523155,"(41.968651826335034, -87.74513585523155)",2014-11-01
72250,11/01/2014,Completed,11/03/2014,14-01884889,Sanitation Code Violation,Other,5756 W SUNNYSIDE AVE,60630.0,1137072.41001753,1929352.46178452,38.0,16.0,15.0,41.96229834539591,-87.77143170632853,"(41.96229834539591, -87.77143170632853)",2014-11-01
72251,11/01/2014,Completed,11/03/2014,14-01885606,Sanitation Code Violation,Garbage in alley,6333 N CLARK ST,60660.0,1164451.83138384,1942324.8829227001,40.0,24.0,77.0,41.99735830116649,-87.67039918737362,"(41.997358301166486, -87.67039918737363)",2014-11-01
72252,11/01/2014,Completed,11/03/2014,14-01886255,Sanitation Code Violation,Garbage in alley,1335 N SPRINGFIELD AVE,60651.0,1150133.98782028,1908691.4349868998,30.0,25.0,23.0,41.905357661204384,-87.723948993604,"(41.905357661204384, -87.72394899360398)",2014-11-01
72253,11/01/2014,Completed,11/03/2014,14-01886316,Sanitation Code Violation,Garbage in yard,948 W 19TH ST,60608.0,1170388.50916905,1891107.09799669,25.0,12.0,31.0,41.85668607352078,-87.65006193831185,"(41.856686073520784, -87.65006193831184)",2014-11-01
72254,11/01/2014,Completed,11/03/2014,14-01886332,Sanitation Code Violation,Other,4718 S UNION AVE,60609.0,1172426.32868533,1873518.9802685,11.0,9.0,61.0,41.80837797074727,-87.64310082005345,"(41.80837797074727, -87.64310082005345)",2014-11-01
72255,11/01/2014,Completed,11/03/2014,14-01886859,Sanitation Code Violation,Dumpster not being emptied,4345 N CAMPBELL AVE,60618.0,1158738.83001103,1928878.20330216,47.0,19.0,5.0,41.960579440591566,-87.69178559926527,"(41.96057944059157, -87.69178559926527)",2014-11-01
72256,11/01/2014,Completed,11/03/2014,14-01887390,Sanitation Code Violation,Other,2434 W GREENLEAF AVE,60645.0,1158908.30889154,1946708.85172557,50.0,24.0,2.0,42.00950401689929,-87.69067062205869,"(42.009504016899285, -87.6906706220587)",2014-11-01
72257,11/02/2014,Completed,11/03/2014,14-01888885,Sanitation Code Violation,Other,7420 N WASHTENAW AVE,60645.0,1157093.58679728,1949185.66440632,50.0,24.0,2.0,42.016337660250066,-87.69727985712477,"(42.01633766025006, -87.69727985712477)",2014-11-02
72258,11/02/2014,Completed,11/03/2014,14-01889358,Sanitation Code Violation,Other,3532 N OKETO AVE,60634.0,1126147.241493,1922593.40818082,36.0,16.0,17.0,41.94394028135975,-87.81175123644805,"(41.94394028135975, -87.81175123644803)",2014-11-02
