,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
102785,07/01/2015,Completed - Dup,07/01/2015,15-03108912,Abandoned Vehicle Complaint,NONE,Nissan,Black,FVI - Outcome,Create Work Order,10.0,5822 S TALMAN AVE,60629.0,1159702.34487936,1865952.0972986,16.0,8.0,63.0,59.0,41.78757364535921,-87.6901142362709,"(41.78757364535921, -87.6901142362709)",2015-07-01
102786,07/01/2015,Completed - Dup,07/01/2015,15-03109443,Abandoned Vehicle Complaint,D602053,Pontiac,White,FVI - Outcome,Create Work Order,42.0,7617 S ARTESIAN AVE,60652.0,1161368.61997251,1854012.39021005,18.0,8.0,70.0,,41.75485146386918,-87.68404820245756,"(41.75485146386918, -87.68404820245757)",2015-07-01
102787,07/01/2015,Completed - Dup,07/01/2015,15-03109651,Abandoned Vehicle Complaint,TEMP PLATES ON THE BACK,,Silver,FVI - Outcome,Create Work Order,21.0,5634 W BERENICE AVE,60634.0,1138102.37281439,1925031.05446893,38.0,16.0,15.0,,41.95052450658853,-87.7683237551645,"(41.950524506588536, -87.7683237551645)",2015-07-01
102788,07/01/2015,Completed - Dup,07/01/2015,15-03110852,Abandoned Vehicle Complaint,250 8645,Chevrolet,Blue,FVI - Outcome,Create Work Order,14.0,3214 S THROOP ST,60608.0,1168183.71422602,1883425.89011185,11.0,9.0,60.0,,41.83557834530433,-87.65852173928094,"(41.83557834530433, -87.65852173928096)",2015-07-01
102789,07/01/2015,Completed - Dup,07/01/2015,15-03111241,Abandoned Vehicle Complaint,S465383,Volkswagen,Silver,FVI - Outcome,Create Work Order,60.0,3417 W PARKER AVE,60647.0,1153129.57997805,1918079.39999049,35.0,14.0,22.0,,41.930946773793934,-87.71300348678403,"(41.93094677379394, -87.71300348678403)",2015-07-01
102790,07/01/2015,Completed - Dup,07/01/2015,15-03111984,Abandoned Vehicle Complaint,227S842,Ford,Black,FVI - Outcome,Create Work Order,30.0,5245 W WINONA ST,60630.0,1140458.87569379,1933747.00840258,45.0,16.0,11.0,,41.97417942151708,-87.75956194815065,"(41.97417942151708, -87.75956194815065)",2015-07-01
102791,07/01/2015,Completed - Dup,07/01/2015,15-03112144,Abandoned Vehicle Complaint,,,,,,,6634 S ASHLAND AVE,60636.0,1166813.35309421,1860723.46068252,15.0,7.0,67.0,,41.77295903418225,-87.66418987073557,"(41.77295903418225, -87.66418987073557)",2015-07-01
102792,07/01/2015,Completed - Dup,07/01/2015,15-03116601,Abandoned Vehicle Complaint,NO PLATES,Mercedes,Gray,FVI - Outcome,Create Work Order,180.0,4111 N KENNEDY EXPRESS ER,60630.0,,,,,,,,,,2015-07-01
102854,07/02/2015,Completed - Dup,07/06/2015,15-03154292,Abandoned Vehicle Complaint,R949683,Mercedes,Black,FVI - Outcome,Create Work Order,12.0,6218 S MELVINA AVE,60638.0,1136144.15030313,1862648.57303262,13.0,8.0,64.0,,41.77899640050227,-87.77657293534735,"(41.77899640050227, -87.77657293534735)",2015-07-02
102859,07/01/2015,Completed - Dup,07/02/2015,15-03123833,Abandoned Vehicle Complaint,7099196,Honda,Red,FVI - Outcome,Create Work Order,10.0,6835 N ASHLAND BLVD,60626.0,1164546.50992967,1945409.76146723,49.0,24.0,1.0,,42.006442665639526,-87.66983821388668,"(42.00644266563952, -87.66983821388668)",2015-07-01
102860,07/01/2015,Completed - Dup,07/02/2015,15-03128250,Abandoned Vehicle Complaint,WIE600,Kia Motors Corp,Maroon,FVI - Outcome,Create Work Order,35.0,9859 S AVENUE H,60617.0,1202791.51801129,1840350.95209023,10.0,4.0,52.0,,41.71606635121207,-87.53271431797558,"(41.71606635121207, -87.53271431797558)",2015-07-01
102861,07/01/2015,Completed,07/02/2015,15-03108878,Abandoned Vehicle Complaint,ILN577557,Chevrolet,Gray,FVI - Outcome,Return to Owner - Vehicle,180.0,8553 S BUFFALO AVE,60617.0,,,10.0,4.0,46.0,,41.73954673100881,-87.54401357788015,"(41.739546731008815, -87.54401357788015)",2015-07-01
102862,07/01/2015,Completed,07/02/2015,15-03110562,Abandoned Vehicle Complaint,P349136,Jeep/Cherokee,Brown,FVI - Outcome,Vehicle was moved from original address requested,30.0,6628 S KILPATRICK AVE,60629.0,,,13.0,8.0,64.0,,41.77210795988668,-87.73980852200356,"(41.772107959886675, -87.73980852200357)",2015-07-01
102863,07/01/2015,Completed,07/02/2015,15-03130777,Abandoned Vehicle Complaint,NONE,Chevrolet,White,FVI - Outcome,Return to Owner - Vehicle,28.0,6844 W ARCHER AVE,60638.0,,,23.0,8.0,56.0,,41.79223162507947,-87.79336839146934,"(41.79223162507947, -87.79336839146934)",2015-07-01
102896,07/16/2015,Completed - Dup,07/17/2015,15-03439012,Abandoned Vehicle Complaint,,,,,,,4617 S EMERALD AVE,60609.0,1172074.90673106,1874251.68832959,11.0,9.0,61.0,,41.81016725168092,-87.64421387664757,"(41.810167251680916, -87.64421387664757)",2015-07-16
102915,07/06/2015,Completed - Dup,07/06/2015,15-03224754,Abandoned Vehicle Complaint,UNK,Pontiac,Silver,FVI - Outcome,Create Work Order,21.0,5144 W PENSACOLA AVE,60641.0,1141262.79870157,1928435.05001858,45.0,16.0,15.0,,41.959807785601946,-87.75653438163141,"(41.959807785601946, -87.75653438163141)",2015-07-06
102916,07/06/2015,Completed - Dup,07/06/2015,15-03227471,Abandoned Vehicle Complaint,0,Dodge,Black,FVI - Outcome,Create Work Order,14.0,2955 N MELVINA AVE,60634.0,1134557.72461457,1918992.69721617,30.0,25.0,19.0,,41.93452594485303,-87.78079603936838,"(41.93452594485303, -87.78079603936838)",2015-07-06
102918,07/06/2015,Completed - Dup,07/06/2015,15-03228532,Abandoned Vehicle Complaint,218S017 TEMP PLATES,Toyota,Silver,FVI - Outcome,Create Work Order,8.0,5333 S MCVICKER AVE,60638.0,1136941.66733435,1868563.50341968,23.0,8.0,56.0,,41.79521027833621,-87.77321496032404,"(41.7952102783362, -87.77321496032404)",2015-07-06
102919,07/06/2015,Completed - Dup,07/06/2015,15-03228551,Abandoned Vehicle Complaint,E54 9311,Dodge,White,FVI - Outcome,Create Work Order,5.0,2838 W CATALPA AVE,60625.0,1156440.46419991,1936408.7131251,40.0,20.0,4.0,,41.98139784758779,-87.70065313345194,"(41.98139784758779, -87.70065313345194)",2015-07-06
102920,07/06/2015,Completed - Dup,07/06/2015,15-03228776,Abandoned Vehicle Complaint,N159583,Toyota,Green,FVI - Outcome,Create Work Order,90.0,5135 W CONCORD PL,60639.0,1142011.65917739,1910488.7800286,37.0,25.0,25.0,,41.91032969021824,-87.75406900426904,"(41.91032969021824, -87.75406900426904)",2015-07-06
102921,07/06/2015,Completed - Dup,07/06/2015,15-03230316,Abandoned Vehicle Complaint,A185460,Hyundai,Black,FVI - Outcome,Create Work Order,10.0,5640 W EASTWOOD AVE,60630.0,1137896.02273361,1930354.05789162,45.0,16.0,15.0,,41.96513381419814,-87.7690339246762,"(41.96513381419814, -87.76903392467618)",2015-07-06
102922,07/06/2015,Completed - Dup,07/06/2015,15-03230859,Abandoned Vehicle Complaint,V185162,Toyota,White,FVI - Outcome,Create Work Order,21.0,728 W 21ST ST,60616.0,1171609.75407408,1890212.08999484,11.0,12.0,31.0,,41.8543138686545,-87.64572210032604,"(41.8543138686545, -87.64572210032605)",2015-07-06
102923,07/04/2015,Completed - Dup,07/06/2015,15-03189578,Abandoned Vehicle Complaint,E416664,Toyota,Silver,FVI - Outcome,Create Work Order,45.0,5033 W AGATITE AVE,60630.0,1141983.51170944,1929117.48013021,45.0,16.0,15.0,,41.96144859967809,-87.75377444311383,"(41.96144859967809, -87.75377444311383)",2015-07-04
