,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
23771,04/01/2012,Completed - Dup,04/02/2012,12-00701195,Alley Light Out,3952 S ROCKWELL ST,60632.0,1159685.27491208,1878269.98158621,12.0,9.0,58.0,41.821686597217344,-87.68970165836153,"(41.82168659721734, -87.68970165836153)",2012-04-01
23772,04/01/2012,Completed - Dup,04/02/2012,12-00701248,Alley Light Out,1935 W SCHILLER ST,60622.0,1163295.10069996,1909443.77941163,1.0,14.0,24.0,41.90715541186013,-87.67558266242092,"(41.907155411860124, -87.67558266242092)",2012-04-01
23773,04/01/2012,Completed - Dup,04/03/2012,12-00700255,Alley Light Out,6937 N ORIOLE AVE,60631.0,1124732.66909894,1945446.48430709,41.0,16.0,9.0,42.00667510124028,-87.81644384413681,"(42.00667510124028, -87.81644384413681)",2012-04-01
23774,04/01/2012,Completed - Dup,04/03/2012,12-00700556,Alley Light Out,6330 N HERMITAGE AVE,60660.0,1163620.95717333,1942000.04477974,40.0,24.0,77.0,41.99648454711261,-87.67346485481896,"(41.99648454711261, -87.67346485481895)",2012-04-01
23775,04/01/2012,Completed - Dup,04/04/2012,12-00701217,Alley Light Out,8030 S ELIZABETH ST,60620.0,1169386.2535768999,1851531.18929619,21.0,6.0,71.0,41.74810725502929,-87.6548873402053,"(41.74810725502929, -87.65488734020532)",2012-04-01
23776,04/01/2012,Completed - Dup,04/09/2012,12-00700219,Alley Light Out,2833 W 36TH ST,60632.0,1157948.71000424,1880646.76041532,12.0,9.0,58.0,41.82824428907069,-87.69600765313406,"(41.82824428907069, -87.69600765313407)",2012-04-01
23777,04/01/2012,Completed - Dup,04/09/2012,12-00701158,Alley Light Out,2833 W 36TH ST,60632.0,1157948.71000424,1880646.76041532,12.0,9.0,58.0,41.82824428907069,-87.69600765313406,"(41.82824428907069, -87.69600765313407)",2012-04-01
23778,04/01/2012,Completed - Dup,04/11/2012,12-00700347,Alley Light Out,4423 N MOODY AVE,60630.0,1134555.97511628,1928760.05158801,38.0,16.0,15.0,41.96071762290148,-87.7806978311758,"(41.96071762290148, -87.78069783117581)",2012-04-01
23779,04/01/2012,Completed - Dup,04/11/2012,12-00701066,Alley Light Out,1806 N LINCOLN PARK,60614.0,1173975.03009588,1912347.04802065,43.0,18.0,7.0,41.914890693860976,-87.63626429214762,"(41.914890693860976, -87.63626429214762)",2012-04-01
23780,04/01/2012,Completed - Dup,04/11/2012,12-00701128,Alley Light Out,1740 W CATALPA AVE,60640.0,1163744.58870912,1936574.83812551,40.0,20.0,77.0,41.98159499662561,-87.67316390753629,"(41.98159499662561, -87.67316390753629)",2012-04-01
