,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
29504,11/02/2012,Completed,01/03/2013,12-01846624,Abandoned Vehicle Complaint,,,,FVI - Outcome,Create Work Order,,8713 S SOUTH CHICAGO AVE,60617.0,,,7.0,4.0,46.0,,41.73694647571039,-87.56513925824923,"(41.73694647571039, -87.56513925824922)",2012-11-02
29820,11/05/2012,Completed,11/27/2012,12-01854670,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
29841,11/05/2012,Completed,11/27/2012,12-01854760,Abandoned Vehicle Complaint,,,,,,,8709 S SOUTH CHICAGO AVE,60617.0,1193827.89599218,1847695.7642994,7.0,4.0,46.0,,41.73703145057628,-87.56525752151394,"(41.73703145057628, -87.56525752151394)",2012-11-05
29946,11/05/2012,Completed,11/27/2012,12-01854868,Abandoned Vehicle Complaint,,,,,,,8707 S SOUTH CHICAGO AVE,60617.0,1193812.69599218,1847710.1642994,7.0,4.0,46.0,,41.7370739379641,-87.56531665326328,"(41.7370739379641, -87.56531665326328)",2012-11-05
30029,11/05/2012,Completed,11/27/2012,12-01854929,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
30806,11/05/2012,Completed,11/27/2012,12-01854996,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
31163,11/05/2012,Completed,11/27/2012,12-01855098,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
31627,11/05/2012,Completed,11/27/2012,12-01855130,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
31648,11/05/2012,Completed,11/27/2012,12-01855218,Abandoned Vehicle Complaint,,,,,,,8717 S SOUTH CHICAGO AVE,60617.0,1193888.79599218,1847638.3642994,7.0,4.0,46.0,,41.736861500724146,-87.56502099529646,"(41.736861500724146, -87.56502099529645)",2012-11-05
31838,11/05/2012,Completed,11/27/2012,12-01855375,Abandoned Vehicle Complaint,,,,,,,8715 S SOUTH CHICAGO AVE,60617.0,1193873.59599218,1847652.6642994,7.0,4.0,46.0,,41.73690398823232,-87.56508012673383,"(41.73690398823232, -87.56508012673385)",2012-11-05
