Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
11/01/2012,Completed,11/02/2012,12-01844311,Tree Trim,Parkway,8957 S WESTERN AVE,60620.0,,,,,,,,,2012-11-01
11/14/2012,Completed,11/15/2012,12-01892759,Tree Trim,Alley,9225 S OAKLEY AVE,60620.0,,,,,,,,,2012-11-14
11/01/2012,Completed - Dup,01/18/2013,12-01843742,Tree Trim,Parkway,8753 S LAFLIN ST,60620.0,1167863.3814331002,1846689.12530344,21.0,22.0,71.0,41.73485275562011,-87.66060635286087,"(41.73485275562011, -87.66060635286087)",2012-11-01
11/01/2012,Completed - Dup,11/01/2012,12-01843590,Tree Trim,,8108 S EUCLID AVE,60617.0,1190605.9650871,1851598.74699548,8.0,4.0,46.0,41.7478071991074,-87.57713009601255,"(41.7478071991074, -87.57713009601254)",2012-11-01
11/01/2012,Completed - Dup,11/20/2012,12-01841714,Tree Trim,Parkway,9938 S FAIRFIELD AVE,60655.0,1159773.80009935,1838620.76591249,19.0,22.0,72.0,41.71288151947834,-87.69046405296345,"(41.712881519478344, -87.69046405296346)",2012-11-01
11/01/2012,Completed - Dup,11/28/2012,12-01841690,Tree Trim,Parkway,2149 W 19TH ST,60608.0,1162341.71961286,1890718.8814126998,25.0,12.0,31.0,41.855792688091505,-87.67960879280932,"(41.85579268809151, -87.67960879280932)",2012-11-01
11/01/2012,Completed - Dup,12/11/2012,12-01842683,Tree Trim,Parkway,3737 N LAWNDALE AVE,60618.0,1151057.97988324,1924649.48416744,39.0,17.0,16.0,41.94912985590338,-87.72013562983305,"(41.94912985590338, -87.72013562983305)",2012-11-01
11/01/2012,Completed,01/23/2013,12-01842618,Tree Trim,Parkway,5635 S RUTHERFORD AVE,60638.0,1132348.9687718,1866433.33637534,23.0,8.0,56.0,41.78972289360941,-87.79026190822952,"(41.78972289360941, -87.79026190822951)",2012-11-01
11/01/2012,Completed,01/23/2013,12-01842619,Tree Trim,Parkway,5743 S RUTHERFORD AVE,60638.0,1132374.09571256,1865711.94432415,23.0,8.0,56.0,41.78774282400404,-87.79018648355832,"(41.78774282400404, -87.79018648355832)",2012-11-01
11/01/2012,Completed,01/25/2013,12-01841958,Tree Trim,Parkway,9704 S UNION AVE,60628.0,1173350.05721235,1840513.71546616,21.0,22.0,73.0,41.717787132218355,-87.64068758092026,"(41.71778713221835, -87.64068758092027)",2012-11-01
11/01/2012,Completed,02/01/2013,12-01842715,Tree Trim,,2130 W FLETCHER ST,60618.0,1161599.9278233,1920898.71992453,32.0,19.0,5.0,41.93862404160927,-87.6814898951835,"(41.938624041609266, -87.6814898951835)",2012-11-01
11/01/2012,Completed,02/05/2013,12-01841746,Tree Trim,Parkway,10840 S CAMPBELL AVE,60655.0,1161639.43877311,1832667.50573334,19.0,22.0,75.0,41.69650631525629,-87.68379587741497,"(41.6965063152563, -87.68379587741497)",2012-11-01
11/01/2012,Completed,02/18/2013,12-01842772,Tree Trim,Parkway,8150 S LUELLA AVE,60617.0,1192597.89949698,1851703.80751774,8.0,4.0,46.0,41.748047223414034,-87.56982774397108,"(41.748047223414034, -87.56982774397108)",2012-11-01
11/01/2012,Completed,02/22/2013,12-01844321,Tree Trim,Parkway,5101 S LOOMIS BLVD,60609.0,1167861.53231823,1870926.77211339,16.0,9.0,61.0,41.80136404372708,-87.6599178990184,"(41.80136404372708, -87.6599178990184)",2012-11-01
11/01/2012,Completed,04/03/2013,12-01842509,Tree Trim,Parkway,5940 S TRIPP AVE,60629.0,1149052.86239543,1864874.32779982,13.0,8.0,65.0,41.78513885956085,-87.72905287044344,"(41.78513885956085, -87.72905287044344)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843268,Tree Trim,,1448 W RASCHER AVE,60640.0,1165541.87003166,1936293.58000109,48.0,20.0,77.0,41.98078501391721,-87.66656210614984,"(41.98078501391721, -87.66656210614985)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843270,Tree Trim,,1450 W RASCHER AVE,60640.0,1165999.77003166,1936306.68000109,48.0,20.0,77.0,41.98081116737717,-87.66487773578575,"(41.980811167377176, -87.66487773578575)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843271,Tree Trim,,1452 W RASCHER AVE,60640.0,1165503.69573043,1936292.51988927,48.0,20.0,77.0,41.98078292027467,-87.6667025281202,"(41.98078292027467, -87.66670252812018)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843361,Tree Trim,,3744 N LAWNDALE AVE,60618.0,1151056.97988324,1924689.98416744,39.0,17.0,16.0,41.94924101058214,-87.72013824059961,"(41.94924101058214, -87.72013824059961)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843367,Tree Trim,,3733 N LAWNDALE AVE,60618.0,1151058.57988324,1924626.28416744,39.0,17.0,16.0,41.9490661815779,-87.72013403444763,"(41.9490661815779, -87.72013403444764)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843471,Tree Trim,,5659 N MAGNOLIA AVE,60660.0,1166931.17439291,1937978.506977,48.0,20.0,77.0,41.985378709685456,-87.66140412666235,"(41.98537870968545, -87.66140412666235)",2012-11-01
11/01/2012,Completed,11/01/2012,12-01843473,Tree Trim,,7234 N RIDGE BLVD,60645.0,1160903.95138502,1947965.4108116,49.0,24.0,2.0,42.01291070345539,-87.68329291763573,"(42.01291070345539, -87.68329291763573)",2012-11-01
