,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
24955,08/02/2012,Completed,08/13/2012,12-01382084,Abandoned Vehicle Complaint,1198150,Ford,Black,FVI - Outcome,Return to Owner - Vehicle,,5733 N MASON AVE,60646.0,,,45.0,16.0,11.0,,41.9857136347581,-87.77667160210342,"(41.985713634758106, -87.77667160210342)",2012-08-02
25042,08/12/2012,Completed,09/07/2012,12-01439462,Abandoned Vehicle Complaint,P121360,Dodge,Gray,FVI - Outcome,Need Vehicle Tow Report,30.0,420 E 87TH PL,60619.0,,,6.0,6.0,44.0,,41.735719488147026,-87.61362985983749,"(41.73571948814702, -87.6136298598375)",2012-08-12
25063,08/14/2012,Completed,08/14/2012,12-01449926,Abandoned Vehicle Complaint,,Saturn,Gray,FVI - Outcome,Return to Owner - Vehicle,7.0,4342 W 51ST ST,60632.0,,,23.0,8.0,57.0,,41.80059417612779,-87.73243533289988,"(41.80059417612779, -87.73243533289988)",2012-08-14
31834,08/01/2012,Completed - Dup,08/10/2012,12-01376006,Abandoned Vehicle Complaint,X32956,Dodge,Purple,FVI - Outcome,Create Work Order,90.0,6144 N MCVICKER AVE,60646.0,1134952.33997202,1940623.42997904,45.0,16.0,10.0,,41.9936904989698,-87.77923878246295,"(41.9936904989698, -87.77923878246297)",2012-08-01
31835,08/01/2012,Completed - Dup,08/22/2012,12-01379065,Abandoned Vehicle Complaint,KH1B9Z,Cadillac,White,FVI - Outcome,Need Vehicle Tow Report,21.0,11339 S EDBROOKE AVE,60628.0,,,9.0,5.0,49.0,,41.687873666713045,-87.61934319439405,"(41.687873666713045, -87.61934319439406)",2012-08-01
31836,08/01/2012,Completed - Dup,08/28/2012,12-01374453,Abandoned Vehicle Complaint,N183794,Volvo,White,FVI - Outcome,Create Work Order,30.0,3240 W WASHINGTON BLVD,60624.0,1154747.00330443,1900498.04696908,28.0,11.0,27.0,,41.88288675356414,-87.7077239785957,"(41.88288675356413, -87.70772397859568)",2012-08-01
31837,08/01/2012,Completed - Dup,08/30/2012,12-01378963,Abandoned Vehicle Complaint,8949640,Pontiac,White,FVI - Outcome,Create Work Order,25.0,3208 S LITUANICA AVE,60608.0,1170829.45610117,1883638.39371308,11.0,9.0,60.0,,41.836124710936325,-87.64880678899686,"(41.83612471093632, -87.64880678899686)",2012-08-01
31839,08/01/2012,Completed - Dup,08/30/2012,12-01380593,Abandoned Vehicle Complaint,601VFL,Subaru,Silver,FVI - Outcome,Create Work Order,60.0,833 W LAKESIDE PL,60640.0,1169830.95197869,1931756.3427990002,46.0,19.0,3.0,34.0,41.96813073762897,-87.6513687144207,"(41.96813073762897, -87.6513687144207)",2012-08-01
31840,08/01/2012,Completed,08/01/2012,12-01373488,Abandoned Vehicle Complaint,UNKNOWN,Pontiac,Blue,FVI - Outcome,Vehicle was moved from original address requested,60.0,1501 E 61ST ST,60637.0,,,5.0,3.0,42.0,,41.78370220489375,-87.58916855725386,"(41.78370220489375, -87.58916855725386)",2012-08-01
31841,08/01/2012,Completed,08/01/2012,12-01374775,Abandoned Vehicle Complaint,K702348,Honda,White,FVI - Outcome,Return to Owner - Vehicle,14.0,2156 W CHASE AVE,60645.0,,,49.0,24.0,2.0,,42.01416863461886,-87.68592264922736,"(42.01416863461886, -87.68592264922738)",2012-08-01
31842,08/01/2012,Completed,08/01/2012,12-01375346,Abandoned Vehicle Complaint,K702348,Honda,White,FVI - Outcome,Vehicle was moved from original address requested,15.0,7300 N HAMILTON AVE,60645.0,,,49.0,24.0,2.0,,42.014080252285794,-87.68511554630335,"(42.0140802522858, -87.68511554630334)",2012-08-01
