,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
27281,10/18/2010,Completed,04/06/2011,10-01688342,Abandoned Vehicle Complaint,,,,,,,4314 W SHAKESPEARE AVE,60639.0,1147274.27003143,1913940.79001695,30.0,25.0,20.0,,41.91992277772947,-87.7346278897282,"(41.91992277772947, -87.7346278897282)",2010-10-18
27451,10/18/2010,Completed,04/14/2011,10-01688424,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,12428 S NORMAL AVE,60628.0,1175221.01429686,1822490.61890228,34.0,5.0,53.0,,41.66791823173453,-87.63450505346479,"(41.667918231734525, -87.6345050534648)",2010-10-18
28331,10/18/2010,Completed,04/14/2011,10-01688428,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,1930 S SHELBY CT,60608.0,1170216.819921,1890948.71187822,25.0,12.0,31.0,,41.855709537230744,-87.65082995955234,"(41.85570953723074, -87.65082995955234)",2010-10-18
38685,10/02/2010,Completed,01/04/2011,10-01604559,Abandoned Vehicle Complaint,A440805,Ford/Escort,White,Place 7 Day Sticker,Follow on Activity was created,60.0,5525 S SAYRE AVE,60638.0,1130659.57461254,1867110.62229686,23.0,8.0,56.0,,41.7912854993894,-87.79628278553913,"(41.791285499389396, -87.79628278553913)",2010-10-02
38905,10/04/2010,Completed,04/20/2011,10-01613374,Abandoned Vehicle Complaint,,,,Place 7 Day Sticker,Follow on Activity was created,,6644 S MAY ST,60621.0,1169794.94147399,1860737.3645743,17.0,7.0,68.0,,41.77283472934069,-87.6532557879076,"(41.772834729340694, -87.65325578790761)",2010-10-04
39060,10/05/2010,Completed,01/04/2011,10-01623143,Abandoned Vehicle Complaint,A195256,Volkswagen,Blue,Place 7 Day Sticker,Follow on Activity was created,35.0,7074 W DIVERSEY AVE,60707.0,1128506.29518547,1917816.43932173,36.0,25.0,18.0,,41.93089164748839,-87.80399280338249,"(41.93089164748839, -87.80399280338249)",2010-10-05
39186,10/06/2010,Completed,01/04/2011,10-01626293,Abandoned Vehicle Complaint,,,,,,,216 W 101ST ST,60628.0,1176723.97348716,1837976.92351174,9.0,5.0,49.0,,41.710850646703854,-87.6291328948246,"(41.710850646703854, -87.6291328948246)",2010-10-06
39187,10/06/2010,Completed,01/26/2011,10-01630010,Abandoned Vehicle Complaint,4464437,Kia Motors Corp,Blue,Place 7 Day Sticker,Follow on Activity was created,21.0,2930 N COMMONWEALTH AVE,60657.0,1173433.4598671999,1919787.03289449,44.0,23.0,6.0,,41.935304699506005,-87.63817743711857,"(41.93530469950601, -87.63817743711857)",2010-10-06
39188,10/06/2010,Completed,04/14/2011,10-01626138,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,2001 W HURON ST,60612.0,1162938.87010844,1904680.87980287,1.0,13.0,24.0,29.0,41.89398175120543,-87.67711965488839,"(41.89398175120543, -87.67711965488839)",2010-10-06
39189,10/06/2010,Completed,04/14/2011,10-01626285,Abandoned Vehicle Complaint,,,,,,,1429 S ST LOUIS AVE,60623.0,1153268.44610007,1892898.66801408,24.0,10.0,29.0,,41.861510937838695,-87.71269463018943,"(41.861510937838695, -87.71269463018943)",2010-10-06
39190,10/06/2010,Completed,04/14/2011,10-01626286,Abandoned Vehicle Complaint,,,,,,,6256 S FAIRFIELD AVE,60629.0,1159118.37707948,1863047.53838402,15.0,8.0,66.0,3.0,41.77927952588768,-87.69232644746229,"(41.77927952588768, -87.6923264474623)",2010-10-06
39191,10/06/2010,Completed,04/14/2011,10-01626289,Abandoned Vehicle Complaint,,,,,,,10038 S WALLACE ST,60628.0,1174072.50552938,1838319.63122438,9.0,22.0,73.0,,41.711282518722655,-87.63824046470083,"(41.711282518722655, -87.63824046470083)",2010-10-06
39192,10/06/2010,Completed,04/14/2011,10-01626290,Abandoned Vehicle Complaint,,,,,,,10038 S WALLACE ST,60628.0,1174072.50552938,1838319.63122438,9.0,22.0,73.0,,41.711282518722655,-87.63824046470083,"(41.711282518722655, -87.63824046470083)",2010-10-06
39193,10/06/2010,Completed,04/14/2011,10-01626292,Abandoned Vehicle Complaint,,,,,,,10037 S LOWE AVE,60628.0,1173741.32041523,1838317.50998811,9.0,22.0,73.0,,41.71132671567447,-87.63916074767874,"(41.71132671567447, -87.63916074767874)",2010-10-06
39194,10/06/2010,Completed,04/14/2011,10-01626294,Abandoned Vehicle Complaint,,,,,,,719 W 46TH ST,60609.0,1172199.70673106,1874370.28832959,11.0,9.0,61.0,,41.81060722044028,-87.64397659878728,"(41.81060722044028, -87.64397659878726)",2010-10-06
39195,10/06/2010,Completed,04/14/2011,10-01626298,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,2710 W WASHINGTON BLVD,60612.0,1158293.07011805,1900573.81728471,2.0,13.0,27.0,,41.88302695261467,-87.69444952815238,"(41.88302695261467, -87.69444952815238)",2010-10-06
39196,10/06/2010,Completed,04/14/2011,10-01629665,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,2928 N KILBOURN AVE,60641.0,1145875.4649953002,1919088.69909911,31.0,25.0,20.0,,41.934336032589044,-87.7394875017957,"(41.93433603258905, -87.73948750179568)",2010-10-06
39301,10/07/2010,Completed,01/04/2011,10-01633351,Abandoned Vehicle Complaint,293951A,Dodge,Green,Place 7 Day Sticker,Follow on Activity was created,7.0,11464 S DAVOL ST,60643.0,1166953.20819091,1828647.6657047002,34.0,22.0,75.0,,41.685024786440366,-87.66480740654457,"(41.68502478644037, -87.66480740654457)",2010-10-07
39302,10/07/2010,Completed,04/14/2011,10-01632583,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,5145 W CARMEN AVE,60630.0,1141145.72628336,1933430.47169985,45.0,16.0,11.0,,41.97329866127354,-87.75698698581341,"(41.97329866127354, -87.75698698581341)",2010-10-07
39377,10/08/2010,Completed,01/13/2011,10-01640260,Abandoned Vehicle Complaint,,,,,,,399 E LOWER RANDOLPH ST,60601.0,1179247.62662322,1901267.84988957,42.0,1.0,32.0,,41.884261786502755,-87.6172956669855,"(41.88426178650276, -87.6172956669855)",2010-10-08
39378,10/08/2010,Completed,01/28/2011,10-01640605,Abandoned Vehicle Complaint,A913473,Pontiac,Black,Place 7 Day Sticker,Follow on Activity was created,7.0,6223 W 64TH PL,60638.0,1136044.00559084,1861102.8815331,13.0,8.0,64.0,,41.774912438284616,-87.77722348813509,"(41.774912438284616, -87.7772234881351)",2010-10-08
39379,10/08/2010,Completed,04/14/2011,10-01640003,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,1714 W WASECA PL,60643.0,1166856.11999477,1830009.27998706,34.0,22.0,75.0,,41.689218738279465,-87.66476550638184,"(41.68921873827946, -87.66476550638183)",2010-10-08
39380,10/08/2010,Completed,04/14/2011,10-01640009,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,309 W 106TH,,,,,,,,41.701490590005214,-87.631151606789,"(41.70149059000522, -87.631151606789)",2010-10-08
39381,10/08/2010,Completed,04/14/2011,10-01640014,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,309 W 106TH PL,60628.0,1176063.10319606,1834305.89421907,34.0,5.0,49.0,,41.70057958719039,-87.63111958398817,"(41.70057958719039, -87.63111958398817)",2010-10-08
39382,10/08/2010,Completed,04/14/2011,10-01640585,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,399 E LOWER WACKER DR,60601.0,1179153.15900919,1902419.9222251999,42.0,1.0,32.0,,41.88743254105979,-87.61771556852995,"(41.88743254105979, -87.61771556852996)",2010-10-08
39459,10/09/2010,Completed,04/14/2011,10-01646688,Abandoned Vehicle Complaint,K713188,Buick,Silver,FVI - Outcome,Redeemed,14.0,3721 W 61ST PL,60629.0,1152623.05478893,1863571.83252064,13.0,8.0,65.0,,41.78137831932595,-87.71635806586828,"(41.78137831932595, -87.71635806586828)",2010-10-09
39672,10/11/2010,Completed - Dup,01/10/2011,10-01648957,Abandoned Vehicle Complaint,4464437,Kia Motors Corp,Blue,,,30.0,2930 N COMMONWEALTH AVE,60657.0,1173433.4598671999,1919787.03289449,44.0,23.0,6.0,,41.935304699506005,-87.63817743711857,"(41.93530469950601, -87.63817743711857)",2010-10-11
39796,10/12/2010,Completed,01/04/2011,10-01659345,Abandoned Vehicle Complaint,X401276,Dodge,Green,Place 7 Day Sticker,Follow on Activity was created,14.0,2317 E 69TH ST,60649.0,1192708.80630638,1859660.81767785,5.0,3.0,43.0,,41.769769372292025,-87.56917210306416,"(41.76976937229202, -87.56917210306415)",2010-10-12
39909,10/13/2010,Completed,01/04/2011,10-01666060,Abandoned Vehicle Complaint,7617GZ,Dodge,White,,,,11229 S STEWART AVE,60628.0,1175628.67883027,1830310.67992721,34.0,5.0,49.0,,41.68970931038725,-87.63249797530905,"(41.68970931038725, -87.63249797530905)",2010-10-13
39910,10/13/2010,Completed,01/04/2011,10-01666072,Abandoned Vehicle Complaint,,,,,,,10758 S LOWE AVE,60628.0,1173884.24766653,1833531.50498001,34.0,22.0,49.0,,41.697950321497295,-87.63906300203561,"(41.6979503214973, -87.63906300203563)",2010-10-13
39911,10/13/2010,Completed,03/23/2011,10-01666052,Abandoned Vehicle Complaint,,,,,,,10738 S PERRY AVE,60628.0,1177503.48831717,1833753.7520256,34.0,5.0,49.0,,41.69867564598208,-87.62581185872375,"(41.69867564598208, -87.62581185872375)",2010-10-13
39912,10/13/2010,Completed,04/06/2011,10-01666066,Abandoned Vehicle Complaint,,,,,,,11011 S HALSTED ST,60628.0,1172943.85292896,1831833.09041267,34.0,22.0,49.0,45.0,41.693806394313725,-87.64227743407925,"(41.693806394313725, -87.64227743407925)",2010-10-13
39913,10/13/2010,Completed,04/06/2011,10-01666073,Abandoned Vehicle Complaint,,,,,,,11011 S HALSTED ST,60628.0,1172943.85292896,1831833.09041267,34.0,22.0,49.0,45.0,41.693806394313725,-87.64227743407925,"(41.693806394313725, -87.64227743407925)",2010-10-13
39914,10/13/2010,Completed,04/06/2011,10-01666074,Abandoned Vehicle Complaint,,,,,,,11011 S HALSTED ST,60628.0,1172943.85292896,1831833.09041267,34.0,22.0,49.0,45.0,41.693806394313725,-87.64227743407925,"(41.693806394313725, -87.64227743407925)",2010-10-13
39915,10/13/2010,Completed,04/14/2011,10-01666062,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,10607 S WENTWORTH AVE,60628.0,1176827.90689524,1834585.75993033,34.0,5.0,49.0,,41.70138708310576,-87.62798008317324,"(41.70138708310576, -87.62798008317324)",2010-10-13
