,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
17006,04/01/2013,Completed - Dup,04/03/2013,13-00362538,Abandoned Vehicle Complaint,JET467,Honda,Red,FVI - Outcome,Create Work Order,21.0,700 S CLINTON ST,60607.0,1172826.79342309,1897284.59010339,2.0,1.0,28.0,,41.87354319937796,-87.64107485218344,"(41.87354319937796, -87.64107485218344)",2013-04-01
17007,04/01/2013,Completed - Dup,04/04/2013,13-00360408,Abandoned Vehicle Complaint,SFR0614,Honda,Red,,,30.0,3943 N CHRISTIANA AVE,60618.0,1153356.25859927,1926019.81628522,33.0,17.0,16.0,,41.95333372995295,-87.71151720661648,"(41.95333372995295, -87.71151720661649)",2013-04-01
17008,04/01/2013,Completed - Dup,04/04/2013,13-00362954,Abandoned Vehicle Complaint,R442891,Ford,White,,,15.0,2517 W COYLE AVE,60645.0,1158289.85442034,1946043.82180471,50.0,24.0,2.0,,42.007576285655844,-87.69326556473551,"(42.00757628565584, -87.6932655647355)",2013-04-01
17009,04/01/2013,Completed,04/02/2013,13-00363484,Abandoned Vehicle Complaint,7112468,Mitsubishi,Gray,FVI - Outcome,Vehicle was moved from original address requested,14.0,4816 W GUNNISON ST,60630.0,1143380.5055171999,1931811.40422285,45.0,16.0,12.0,,41.969039442086356,-87.74851742935542,"(41.96903944208636, -87.7485174293554)",2013-04-01
17010,04/01/2013,Completed,04/03/2013,13-00361323,Abandoned Vehicle Complaint,.,Cadillac,Blue,FVI - Outcome,Vehicle was moved from original address requested,21.0,9318 S RIDGELAND AVE,60617.0,,,8.0,4.0,48.0,,41.72543257204411,-87.58161208387942,"(41.72543257204411, -87.58161208387942)",2013-04-01
17116,04/02/2013,Completed - Dup,04/03/2013,13-00366648,Abandoned Vehicle Complaint,L774945,Ford,Black,FVI - Outcome,Create Work Order,30.0,9201 S COTTAGE GROVE AVE,60619.0,1183171.0866055,1844135.40889062,8.0,6.0,44.0,51.0,41.72748934332101,-87.60445839912434,"(41.727489343321004, -87.60445839912434)",2013-04-02
17117,04/02/2013,Completed - Dup,04/04/2013,13-00366626,Abandoned Vehicle Complaint,H 77 1890,Dodge,White,FVI - Outcome,Create Work Order,30.0,6231 W HENDERSON ST,60634.0,1134262.10147356,1921617.95309277,36.0,16.0,17.0,,41.94100934886622,-87.7824368752047,"(41.94100934886622, -87.7824368752047)",2013-04-02
17118,04/02/2013,Completed - Dup,04/04/2013,13-00369855,Abandoned Vehicle Complaint,347T583,Mobile Home Co.,Black,FVI - Outcome,Create Work Order,20.0,3316 W MARQUETTE RD,60629.0,1155437.47999506,1859997.64138231,15.0,8.0,66.0,,41.771734786347025,-87.70610964327622,"(41.77173478634702, -87.70610964327622)",2013-04-02
17119,04/02/2013,Completed,04/03/2013,13-00368194,Abandoned Vehicle Complaint,JET 467,Volvo,Red,FVI - Outcome,Vehicle was moved from original address requested,20.0,706 S CLINTON ST,60607.0,,,2.0,1.0,28.0,,41.87335654310421,-87.64106860844116,"(41.87335654310421, -87.64106860844115)",2013-04-02
17120,04/02/2013,Completed,04/03/2013,13-00370178,Abandoned Vehicle Complaint,UHIPHOP,Mazda,Blue,FVI - Outcome,Return to Owner - Vehicle,30.0,4910 S WASHINGTON PARK CT,60615.0,,,4.0,2.0,38.0,,41.80538840915828,-87.61519624779342,"(41.80538840915828, -87.61519624779342)",2013-04-02
17121,04/02/2013,Completed,04/03/2013,13-00370405,Abandoned Vehicle Complaint,5589902,Ford,Gray,FVI - Outcome,Vehicle was moved from original address requested,21.0,4300 S WOOD ST,60609.0,,,12.0,9.0,61.0,,41.81573751813793,-87.67016052671326,"(41.81573751813793, -87.67016052671327)",2013-04-02
17122,04/02/2013,Completed,04/04/2013,13-00365740,Abandoned Vehicle Complaint,K539420,Pontiac,Black,FVI - Outcome,Return to Owner - Vehicle,10.0,4925 S MARSHFIELD AVE,60609.0,,,16.0,9.0,61.0,,41.80416133787228,-87.66592651613938,"(41.80416133787228, -87.66592651613938)",2013-04-02
17226,04/03/2013,Completed - Dup,04/04/2013,13-00370568,Abandoned Vehicle Complaint,194TXV,Toyota,Silver,,,130.0,6663 N OLYMPIA AVE,60631.0,1125378.30656717,1943667.53370512,41.0,16.0,9.0,,42.00172491928497,-87.81397172300542,"(42.00172491928497, -87.81397172300542)",2013-04-03
17227,04/03/2013,Completed - Dup,04/04/2013,13-00370782,Abandoned Vehicle Complaint,7992597,Dodge,Gray,,,7.0,3812 N WILTON AVE,60613.0,1169249.24568056,1925589.01667797,44.0,19.0,6.0,,41.95156782687339,-87.65339361669807,"(41.95156782687338, -87.65339361669808)",2013-04-03
17228,04/03/2013,Completed - Dup,04/04/2013,13-00370925,Abandoned Vehicle Complaint,,,,,,,5221 N MARMORA AVE,60630.0,1135867.05842709,1934339.1652,45.0,16.0,11.0,,41.976290878356274,-87.77559722525145,"(41.976290878356274, -87.77559722525146)",2013-04-03
17229,04/03/2013,Completed - Dup,04/04/2013,13-00370926,Abandoned Vehicle Complaint,,,,,,,5221 N MARMORA AVE,60630.0,1135867.05842709,1934339.1652,45.0,16.0,11.0,,41.976290878356274,-87.77559722525145,"(41.976290878356274, -87.77559722525146)",2013-04-03
17230,04/03/2013,Completed - Dup,04/04/2013,13-00370959,Abandoned Vehicle Complaint,,,,,,,5221 N MARMORA AVE,60630.0,1135867.05842709,1934339.1652,45.0,16.0,11.0,,41.976290878356274,-87.77559722525145,"(41.976290878356274, -87.77559722525146)",2013-04-03
17231,04/03/2013,Completed - Dup,04/04/2013,13-00371657,Abandoned Vehicle Complaint,WT4 408,Honda,Red,,,0.0,7419 N ASHLAND BLVD,60626.0,1164418.41640285,1949345.66249964,49.0,24.0,1.0,,42.01666392287488,-87.67018836869649,"(42.01666392287488, -87.67018836869649)",2013-04-03
17232,04/03/2013,Completed - Dup,04/04/2013,13-00371658,Abandoned Vehicle Complaint,WT4 408,Honda,Red,FVI - Outcome,Create Work Order,90.0,7419 N ASHLAND BLVD,60626.0,1164418.41640285,1949345.66249964,49.0,24.0,1.0,,42.01666392287488,-87.67018836869649,"(42.01666392287488, -87.67018836869649)",2013-04-03
17233,04/03/2013,Completed - Dup,04/04/2013,13-00372204,Abandoned Vehicle Complaint,NO PLATES,Kia Motors Corp,Green,FVI - Outcome,Create Work Order,25.0,6144 W WAVELAND AVE,60634.0,1134751.41428427,1923963.47778319,38.0,16.0,17.0,,41.94765379538819,-87.78079834673883,"(41.94765379538819, -87.78079834673885)",2013-04-03
17234,04/03/2013,Completed - Dup,04/04/2013,13-00373882,Abandoned Vehicle Complaint,347P583,Oldsmobile,Black,FVI - Outcome,Create Work Order,15.0,3316 W MARQUETTE RD,60629.0,1155437.47999506,1859997.64138231,15.0,8.0,66.0,,41.771734786347025,-87.70610964327622,"(41.77173478634702, -87.70610964327622)",2013-04-03
17235,04/03/2013,Completed - Dup,04/04/2013,13-00374062,Abandoned Vehicle Complaint,unknown,(Unlisted Make),White,FVI - Outcome,Create Work Order,3.0,238 E DELAWARE PL,60611.0,1178338.13800448,1906688.36426562,42.0,18.0,8.0,,41.89937568894597,-87.62030115369335,"(41.89937568894597, -87.62030115369336)",2013-04-03
17236,04/03/2013,Completed - Dup,04/04/2013,13-00375970,Abandoned Vehicle Complaint,N637752,Chrysler,Yellow,,,0.0,2839 W 42ND ST,60632.0,1158016.21846611,1876669.26978955,14.0,9.0,58.0,,41.81721424387841,-87.69608124019581,"(41.81721424387841, -87.69608124019581)",2013-04-03
