,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
366821,08/03/2015,Completed,08/03/2015,15-03812508,Pothole in Street,Final Outcome,Pothole Patched,8.0,3722 N HOYNE AVE,60618.0,1161690.50129671,1924791.12070456,47.0,19.0,5.0,,41.94939388322892,-87.68119768405793,"(41.949393883228915, -87.68119768405793)",2015-08-03
366822,08/03/2015,Completed,08/03/2015,15-03813418,Pothole in Street,Final Outcome,Pothole Patched,12.0,3215 N PITTSBURGH AVE,60634.0,1120529.48990431,1920352.74327415,38.0,16.0,17.0,,41.93812151723575,-87.83230984696007,"(41.93812151723575, -87.83230984696006)",2015-08-03
366823,08/03/2015,Completed,08/03/2015,15-03813752,Pothole in Street,Final Outcome,Pothole Patched,22.0,6701 W FOREST PRESERVE AVE,60634.0,1130930.54117425,1928497.78932421,38.0,16.0,17.0,,41.95995018555922,-87.79409123164642,"(41.959950185559215, -87.79409123164642)",2015-08-03
366824,08/03/2015,Completed,08/03/2015,15-03818246,Pothole in Street,Final Outcome,Pothole Patched,4.0,2300 S LOOMIS ST,60608.0,1167396.12481388,1888839.6859015,25.0,12.0,31.0,,41.850434461828364,-87.66125505191738,"(41.85043446182836, -87.66125505191737)",2015-08-03
366825,08/03/2015,Completed,08/03/2015,15-03818259,Pothole in Street,Final Outcome,Pothole Patched,3.0,1 W 16TH ST,60616.0,1176589.16686602,1892430.06550464,3.0,1.0,33.0,,41.86006617388978,-87.6273309536623,"(41.860066173889784, -87.6273309536623)",2015-08-03
366826,08/03/2015,Completed,08/03/2015,15-03818626,Pothole in Street,Final Outcome,Pothole Patched,1.0,6141 S WOLCOTT AVE,60636.0,1164741.52310997,1863940.70917953,15.0,7.0,67.0,,41.78175512969237,-87.67139678828077,"(41.781755129692364, -87.67139678828077)",2015-08-03
366827,08/03/2015,Completed,08/03/2015,15-03818763,Pothole in Street,Final Outcome,Pothole Patched,12.0,326 W 122ND ST,60628.0,1176207.45096729,1824023.52997371,34.0,5.0,53.0,,41.672580888958095,-87.63084976371691,"(41.672580888958095, -87.63084976371691)",2015-08-03
366828,08/03/2015,Completed,08/03/2015,15-03819012,Pothole in Street,Final Outcome,Pothole Patched,42.0,350 N LOCKWOOD AVE,60644.0,1140976.23097909,1901937.79350483,37.0,15.0,25.0,,41.8871282259439,-87.75790644631478,"(41.8871282259439, -87.75790644631476)",2015-08-03
366829,08/03/2015,Completed,08/03/2015,15-03804723,Pothole in Street,Final Outcome,Pothole Patched,21.0,200 W 33RD ST,60616.0,1175483.50083191,1883098.32588502,11.0,9.0,34.0,,41.83470558813333,-87.6316632450957,"(41.834705588133325, -87.63166324509568)",2015-08-03
366830,08/03/2015,Completed,08/03/2015,15-03805975,Pothole in Street,Final Outcome,Pothole Patched,7.0,500 N WELLS ST,60654.0,1174649.51168895,1903568.00221278,42.0,18.0,8.0,,41.890823317798684,-87.63419723882527,"(41.89082331779869, -87.63419723882527)",2015-08-03
