,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
238674,08/03/2015,Completed - Dup,08/03/2015,15-03804017,Street Lights - All/Out,4800 W CORTEZ ST,60651.0,1144169.67997389,1906549.96002794,37.0,15.0,25.0,41.89959539465387,-87.74591195318321,"(41.899595394653865, -87.7459119531832)",2015-08-03
238675,08/03/2015,Completed,08/03/2015,15-03805472,Street Lights - All/Out,8800 S LONGWOOD DR,60643.0,1164139.32013292,1846323.09006792,19.0,22.0,72.0,41.733927367044366,-87.67426004550117,"(41.73392736704437, -87.67426004550117)",2015-08-03
238676,08/03/2015,Completed,08/03/2015,15-03806626,Street Lights - All/Out,6700 S CHAPPEL AVE,60649.0,1191030.68999097,1860951.49000746,5.0,3.0,43.0,41.77346164416909,-87.57527179034695,"(41.773461644169096, -87.57527179034696)",2015-08-03
238677,08/03/2015,Completed,08/03/2015,15-03810162,Street Lights - All/Out,2542 W 118TH PL,60655.0,1161467.36657499,1825974.06990147,19.0,22.0,75.0,41.6781418688784,-87.68461045785419,"(41.6781418688784, -87.68461045785418)",2015-08-03
238678,08/01/2015,Completed - Dup,08/03/2015,15-03777306,Street Lights - All/Out,1400 W MARQUETTE RD,60636.0,1168149.60292478,1860323.9985663001,16.0,7.0,67.0,41.772262561547365,-87.65916633242321,"(41.77226256154737, -87.65916633242321)",2015-08-01
238679,08/01/2015,Completed - Dup,08/03/2015,15-03783767,Street Lights - All/Out,1344 W MARQUETTE RD,60636.0,1168422.29011767,1860331.43702736,17.0,7.0,67.0,41.772277103575476,-87.65816652722725,"(41.77227710357548, -87.65816652722725)",2015-08-01
238680,08/01/2015,Completed,08/03/2015,15-03776242,Street Lights - All/Out,5728 S HARPER AVE,60637.0,1187234.23372935,1867307.01261823,5.0,2.0,41.0,41.79099269721155,-87.58898684349609,"(41.79099269721155, -87.58898684349609)",2015-08-01
238681,08/01/2015,Completed,08/03/2015,15-03783795,Street Lights - All/Out,6100 S RACINE AVE,60636.0,1169365.16857737,1864335.84392275,16.0,7.0,67.0,41.783245320483815,-87.65459435429007,"(41.783245320483815, -87.65459435429007)",2015-08-01
238682,08/02/2015,Completed,08/03/2015,15-03786091,Street Lights - All/Out,4152 W 44TH ST,60632.0,1149316.10340586,1875142.78426751,14.0,8.0,57.0,41.81331197496167,-87.72782249249309,"(41.81331197496167, -87.7278224924931)",2015-08-02
238683,08/02/2015,Completed,08/03/2015,15-03786675,Street Lights - All/Out,6219 W 58TH ST,60638.0,1135842.6321951,1865436.97737517,13.0,8.0,56.0,41.78692743189436,-87.77747501572014,"(41.786927431894355, -87.77747501572014)",2015-08-02
