,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
91402,11/02/2015,Completed,11/02/2015,15-05891411,Sanitation Code Violation,Other,4935 W ALTGELD ST,60639.0,1143069.51830096,1916184.1781757,31.0,25.0,19.0,41.92605332535632,-87.74971210235351,"(41.92605332535632, -87.74971210235351)",2015-11-02
91403,11/02/2015,Completed,11/02/2015,15-05893050,Sanitation Code Violation,Dumpster not being emptied,2601 N MILWAUKEE AVE,60647.0,1154579.42019144,1917360.76140299,32.0,14.0,22.0,41.929059201725615,-87.70738694147488,"(41.92905920172562, -87.70738694147487)",2015-11-02
91404,11/02/2015,Completed,11/02/2015,15-05893093,Sanitation Code Violation,Dumpster not being emptied,711 W ARMITAGE AVE,60614.0,1171168.17001389,1913533.01001487,43.0,18.0,7.0,41.91820717167924,-87.64654136888163,"(41.91820717167924, -87.64654136888163)",2015-11-02
91405,11/02/2015,Completed,11/02/2015,15-05898011,Sanitation Code Violation,Dumpster not being emptied,2627 N SHEFFIELD AVE,60614.0,1169173.22437943,1917633.66430567,43.0,19.0,7.0,41.92950318385611,-87.65375148099743,"(41.92950318385612, -87.65375148099744)",2015-11-02
91406,11/02/2015,Completed,11/02/2015,15-05898037,Sanitation Code Violation,Dumpster not being emptied,2430 N HALSTED ST,60614.0,1170536.01001292,1916369.87839463,43.0,19.0,7.0,41.926005547261425,-87.64878074545639,"(41.92600554726142, -87.64878074545639)",2015-11-02
91427,11/01/2015,Completed,11/02/2015,15-05869280,Sanitation Code Violation,Overflowing carts,1311 W LUNT AVE,60626.0,1166145.54408701,1946636.66931528,49.0,24.0,1.0,42.00915377486992,-87.66404470350841,"(42.009153774869915, -87.66404470350841)",2015-11-01
91428,11/01/2015,Completed,11/02/2015,15-05869281,Sanitation Code Violation,Overflowing carts,1241 W LUNT AVE,60626.0,1166481.35240097,1946645.99941458,49.0,24.0,1.0,42.009172166108726,-87.66280890231803,"(42.009172166108726, -87.66280890231805)",2015-11-01
91429,11/01/2015,Completed,11/02/2015,15-05873672,Sanitation Code Violation,Dumpster not being emptied,6656 N GLENWOOD AVE,60626.0,1165723.37450981,1944394.63012386,49.0,24.0,1.0,42.003010623673504,-87.66566231573877,"(42.00301062367351, -87.66566231573877)",2015-11-01
91430,11/01/2015,Completed,11/02/2015,15-05875749,Sanitation Code Violation,Dog feces in yard,3649 N DRAKE AVE,60618.0,1152074.83008962,1924034.0575930001,35.0,17.0,16.0,41.9474210559791,-87.71641410957375,"(41.9474210559791, -87.71641410957375)",2015-11-01
91431,11/01/2015,Completed,11/02/2015,15-05881294,Sanitation Code Violation,Standing water,4859 N LAWNDALE AVE,60625.0,1150844.376033,1932037.60490479,35.0,17.0,14.0,41.96940757267525,-87.72072665911045,"(41.969407572675244, -87.72072665911045)",2015-11-01
