,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
84984,11/03/2015,Completed,11/30/2015,15-05916665,Abandoned Vehicle Complaint,243S344,Lincoln,Blue,,,10.0,505 S DENVIR AVE,60612.0,,,28.0,11.0,28.0,,41.874785245860465,-87.68954056914257,"(41.87478524586047, -87.68954056914258)",2015-11-03
90675,11/12/2015,Completed,11/17/2015,15-06122070,Abandoned Vehicle Complaint,R603524,Chevrolet,Gray,,,10.0,3417 S PAULINA ST,60608.0,,,12.0,9.0,59.0,,41.83176461132647,-87.66783850504345,"(41.83176461132647, -87.66783850504345)",2015-11-12
91046,11/10/2015,Completed,11/19/2015,15-06071518,Abandoned Vehicle Complaint,532CPT,Honda,Silver,,,2.0,329 E WACKER DR,60601.0,,,42.0,1.0,32.0,,41.88753235863874,-87.61938289720133,"(41.887532358638744, -87.61938289720133)",2015-11-10
91109,11/10/2015,Completed,11/19/2015,15-06071519,Abandoned Vehicle Complaint,808-UST,Chevrolet,Blue,,,2.0,323 E WACKER DR,60601.0,,,42.0,1.0,32.0,,41.8875560409486,-87.61965509328479,"(41.887556040948596, -87.61965509328479)",2015-11-10
91581,11/12/2015,Completed,12/02/2015,15-06116451,Abandoned Vehicle Complaint,,Ford,Black,FVI - Outcome,Need Vehicle Tow Report,12.0,1610 N NAGLE AVE,60707.0,,,29.0,25.0,25.0,,41.90949916817457,-87.78679184203779,"(41.90949916817457, -87.7867918420378)",2015-11-12
91665,11/12/2015,Completed,12/02/2015,15-06118248,Abandoned Vehicle Complaint,,Saturn,Silver,,,7.0,4403 W RICE ST,60651.0,,,37.0,11.0,23.0,,41.896021655946534,-87.73616859875568,"(41.896021655946534, -87.73616859875568)",2015-11-12
91706,11/12/2015,Completed,12/02/2015,15-06120216,Abandoned Vehicle Complaint,1711806,Ford,Blue,FVI - Outcome,Need Vehicle Tow Report,56.0,2517 E 90TH ST,60617.0,,,7.0,4.0,48.0,,41.73164851055692,-87.56270960246971,"(41.731648510556916, -87.56270960246972)",2015-11-12
91959,11/13/2015,Completed,12/07/2015,15-06151650,Abandoned Vehicle Complaint,NONE,Legacy Unknown,Red,,,60.0,1961 W FARRAGUT AVE,60640.0,,,40.0,20.0,4.0,,41.97683993995361,-87.67886670913323,"(41.97683993995361, -87.67886670913322)",2015-11-13
92041,11/20/2015,Completed,12/15/2015,15-06285287,Abandoned Vehicle Complaint,291102,Toyota,Black,,,7.0,3621 N LOTUS AVE,60641.0,,,36.0,16.0,15.0,,41.946584593978685,-87.76294226918392,"(41.94658459397868, -87.76294226918392)",2015-11-20
111652,11/02/2015,Completed - Dup,11/02/2015,15-05889280,Abandoned Vehicle Complaint,K771041,Dodge,Silver,FVI - Outcome,Create Work Order,1.0,3651 W 30TH ST,60623.0,1152415.54743383,1884475.8794043,22.0,10.0,30.0,,41.83874429218021,-87.71667930154331,"(41.83874429218021, -87.71667930154332)",2015-11-02
