,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
375178,11/02/2015,Completed - Dup,11/02/2015,15-05893966,Pothole in Street,,,,2200 S CANAL ST,60616.0,1173540.97278997,1889713.28942886,11.0,9.0,34.0,,41.85276917280086,-87.63867849882112,"(41.85276917280087, -87.63867849882112)",2015-11-02
375179,11/02/2015,Completed - Dup,11/02/2015,15-05895754,Pothole in Street,,,,838 W 95TH ST,60643.0,1172288.97212096,1841837.37237446,21.0,22.0,73.0,,41.721550994905144,-87.64474148390549,"(41.72155099490514, -87.64474148390549)",2015-11-02
375180,11/02/2015,Completed,11/02/2015,15-05893735,Pothole in Street,Final Outcome,Pothole Patched,12.0,5363 W LAWRENCE AVE,60630.0,1139690.71141439,1931308.48783206,45.0,16.0,15.0,,41.96750826032375,-87.76176748220928,"(41.96750826032374, -87.76176748220928)",2015-11-02
375181,11/02/2015,Completed,11/02/2015,15-05893750,Pothole in Street,Final Outcome,Pothole Patched,23.0,5724 W NORTH AVE,60639.0,1137865.62991625,1910056.90197224,29.0,25.0,25.0,,41.90944483423849,-87.76898326931509,"(41.909444834238485, -87.76898326931509)",2015-11-02
375182,11/02/2015,Completed,11/02/2015,15-05894396,Pothole in Street,Final Outcome,Pothole Patched,27.0,800 S LUMBER ST,60607.0,1173712.33107799,1896732.49751862,25.0,1.0,28.0,,41.87192782338308,-87.63783292743256,"(41.87192782338308, -87.63783292743257)",2015-11-02
375183,11/02/2015,Completed,11/02/2015,15-05898520,Pothole in Street,Final Outcome,Pothole Patched,7.0,1300 W CHESTNUT ST,60642.0,1167547.73642695,1906143.80992889,27.0,12.0,24.0,,41.89811722284831,-87.66017927943253,"(41.898117222848306, -87.66017927943253)",2015-11-02
375184,11/02/2015,Completed,11/02/2015,15-05898546,Pothole in Street,Final Outcome,Pothole Patched,10.0,800 N ELIZABETH ST,60642.0,1167579.63071034,1905480.2437258,27.0,12.0,24.0,29.0,41.89623174921145,-87.66010625053192,"(41.89623174921145, -87.66010625053192)",2015-11-02
375256,11/03/2015,Completed,11/03/2015,15-05917392,Pothole in Street,Final Outcome,Pothole Patched,3.0,3401 N WESTERN AVE,60618.0,1159774.46170342,1922521.9088897998,32.0,19.0,5.0,,41.9431901418173,-87.68800799558527,"(41.943190141817304, -87.68800799558527)",2015-11-03
375257,11/03/2015,Completed,11/03/2015,15-05917500,Pothole in Street,Final Outcome,Completed Upon Arrival,0.0,4900 W HIRSCH ST,60651.0,1143448.83006884,1908864.67768783,37.0,25.0,25.0,,41.9060691621087,-87.74862655370431,"(41.9060691621087, -87.74862655370431)",2015-11-03
375258,11/03/2015,Completed,11/03/2015,15-05918069,Pothole in Street,Final Outcome,Pothole Patched,42.0,5700 N MEADE AVE,60646.0,1134574.25332574,1937511.08120098,45.0,16.0,10.0,,41.984822971836046,-87.7805686996407,"(41.984822971836046, -87.78056869964068)",2015-11-03
375259,11/03/2015,Completed,11/03/2015,15-05918527,Pothole in Street,Final Outcome,Pothole Patched,78.0,5608 S NASHVILLE AVE,60638.0,1133341.26520456,1866643.64421706,23.0,8.0,56.0,,41.790108715858494,-87.7867585048222,"(41.79010871585849, -87.78675850482219)",2015-11-03
375260,11/03/2015,Completed,11/03/2015,15-05923013,Pothole in Street,Final Outcome,Pothole Patched,19.0,415 E 102ND ST,60628.0,1180873.89737497,1837426.6675236,9.0,5.0,49.0,41.0,41.709037770813374,-87.6131606584543,"(41.709037770813374, -87.61316065845432)",2015-11-03
375261,11/03/2015,Completed,11/03/2015,15-05923061,Pothole in Street,Final Outcome,Pothole Patched,21.0,6101 W SEMINOLE ST,60646.0,1134563.65332574,1937510.88120098,45.0,16.0,10.0,,41.984621279595046,-87.78048383382868,"(41.98462127959505, -87.78048383382868)",2015-11-03
375262,11/03/2015,Completed,11/03/2015,15-05923354,Pothole in Street,Final Outcome,Pothole Patched,19.0,5400 N NORMANDY AVE,60656.0,1130930.70471207,1935511.41191548,41.0,16.0,10.0,,41.97935698654469,-87.79401613621224,"(41.97935698654469, -87.79401613621224)",2015-11-03
375263,11/03/2015,Completed,11/03/2015,15-05923741,Pothole in Street,Final Outcome,Pothole Patched,114.0,6400 W 58TH ST,60638.0,1134716.57772667,1865399.12672702,13.0,8.0,56.0,,41.78695229245296,-87.78166863502364,"(41.78695229245296, -87.78166863502364)",2015-11-03
375264,11/03/2015,Completed,11/03/2015,15-05923753,Pothole in Street,Final Outcome,Pothole Patched,14.0,6400 W 59TH ST,60638.0,1134738.73427672,1864731.50390427,13.0,8.0,56.0,,41.78512002926861,-87.78160252158436,"(41.78512002926861, -87.78160252158436)",2015-11-03
375265,11/03/2015,Completed,11/03/2015,15-05924044,Pothole in Street,Final Outcome,Pothole Patched,12.0,10200 S VERNON AVE,60628.0,1181045.3524665001,1837431.6408236,9.0,5.0,49.0,41.0,41.70906265717458,-87.61274125818609,"(41.709062657174584, -87.6127412581861)",2015-11-03
