,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
85304,01/21/2015,Completed - Dup,01/21/2015,15-00109162,Abandoned Vehicle Complaint,9882 DN,Honda,Burgundy,,,21.0,6858 W GEORGE ST,60634.0,1130118.55743024,1918515.0547057,36.0,25.0,18.0,,41.932782613990845,-87.79791574186889,"(41.93278261399084, -87.79791574186889)",2015-01-21
85513,01/21/2015,Completed - Dup,01/21/2015,15-00109175,Abandoned Vehicle Complaint,E20367,Pontiac,Gray,,,30.0,6700 N NEWGARD AVE,60626.0,1165382.5749976998,1944608.44218185,40.0,24.0,1.0,,42.003693831998405,-87.66706085920448,"(42.00369383199841, -87.66706085920448)",2015-01-21
85554,01/16/2015,Completed - Dup,01/21/2015,15-00083362,Abandoned Vehicle Complaint,X302470,Lincoln,Black,,,14.0,2152 W TOUHY AVE,60645.0,1160453.43996839,1947712.69997047,49.0,24.0,2.0,,42.012335524122136,-87.68489516379776,"(42.01233552412213, -87.68489516379776)",2015-01-16
85596,01/21/2015,Completed - Dup,01/27/2015,15-00108467,Abandoned Vehicle Complaint,S924199,Acura,Gray,,,20.0,2334 W CORNELIA AVE,60618.0,1160075.73589196,1923186.2218981003,47.0,19.0,5.0,38.0,41.945040831203926,-87.68713942557865,"(41.94504083120392, -87.68713942557865)",2015-01-21
85787,01/21/2015,Completed - Dup,01/27/2015,15-00114859,Abandoned Vehicle Complaint,R486319,Honda,Gray,,,100.0,5512 W BRYN MAWR AVE,60646.0,1138388.61828047,1936885.90571215,45.0,16.0,11.0,,41.98305638174111,-87.76651515025334,"(41.98305638174111, -87.76651515025333)",2015-01-21
85977,01/20/2015,Completed - Dup,01/27/2015,15-00105995,Abandoned Vehicle Complaint,L67WFF,Ford,Red,,,21.0,6431 N NEWGARD AVE,60626.0,1165436.2498824,1942819.71438757,40.0,24.0,1.0,26.0,41.99906795421485,-87.66662682553718,"(41.999067954214844, -87.66662682553718)",2015-01-20
86381,01/28/2015,Completed - Dup,01/29/2015,15-00159669,Abandoned Vehicle Complaint,NO PLATE,Chevrolet,White,,,15.0,1502 S PEORIA ST,60608.0,1170713.87187092,1892892.13732479,25.0,12.0,28.0,,41.86156090343036,-87.64896164785381,"(41.86156090343036, -87.64896164785382)",2015-01-28
86720,01/30/2015,Completed - Dup,02/03/2015,15-00178800,Abandoned Vehicle Complaint,EYV1802,Ford,Silver,,,33.0,3173 N HUDSON AVE,60657.0,1172634.55000268,1921435.40061512,44.0,19.0,6.0,,41.939878632763545,-87.64077701218419,"(41.939878632763545, -87.64077701218417)",2015-01-30
86953,01/30/2015,Completed - Dup,02/03/2015,15-00179306,Abandoned Vehicle Complaint,74464 FF,Bmw,Silver,,,21.0,6036 W MIAMI AVE,60646.0,1135025.19992478,1939979.80601219,45.0,16.0,10.0,,41.99147156247211,-87.77927289265956,"(41.99147156247211, -87.77927289265958)",2015-01-30
86974,01/30/2015,Completed - Dup,02/03/2015,15-00179324,Abandoned Vehicle Complaint,R77 0206,Lexus,Black,,,70.0,5338 W CULLOM AVE,60641.0,1139989.44299987,1928072.86692511,38.0,16.0,15.0,,41.958835940423214,-87.76137070458306,"(41.958835940423214, -87.76137070458307)",2015-01-30
88964,01/01/2015,Completed - Dup,01/02/2015,15-00000806,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,White,FVI - Outcome,Create Work Order,7.0,1955 N ST LOUIS AVE,60647.0,1152942.6686,1912918.221525,35.0,14.0,22.0,,41.91725523913746,-87.71338923345378,"(41.91725523913746, -87.7133892334538)",2015-01-01
88965,01/01/2015,Completed - Dup,01/02/2015,15-00000807,Abandoned Vehicle Complaint,UNKNOWN,Dodge,White,FVI - Outcome,Create Work Order,7.0,1955 N ST LOUIS AVE,60647.0,1152942.6686,1912918.221525,35.0,14.0,22.0,,41.91725523913746,-87.71338923345378,"(41.91725523913746, -87.7133892334538)",2015-01-01
88966,01/01/2015,Completed - Dup,01/02/2015,15-00000981,Abandoned Vehicle Complaint,UWB565,Volvo,White,FVI - Outcome,Create Work Order,30.0,2637 N SACRAMENTO AVE,60647.0,1155924.10603201,1917441.45452234,35.0,14.0,22.0,,41.929763958326866,-87.70231158334627,"(41.929763958326866, -87.70231158334626)",2015-01-01
88967,01/02/2015,Completed - Dup,01/02/2015,15-00003354,Abandoned Vehicle Complaint,847 LRL,Nissan,Black,FVI - Outcome,Create Work Order,30.0,6960 N RAVENSWOOD AVE,60626.0,1162959.72981184,1946239.16740217,49.0,24.0,1.0,,42.00834561042318,-87.67592403727896,"(42.00834561042317, -87.67592403727896)",2015-01-02
88968,01/02/2015,Completed - Dup,01/02/2015,15-00003765,Abandoned Vehicle Complaint,V13 4777,Saturn,Purple,FVI - Outcome,Create Work Order,21.0,3813 S PARNELL AVE,60609.0,1173257.41840798,1879575.35906994,11.0,9.0,60.0,,41.824990882599224,-87.63973176264129,"(41.82499088259923, -87.63973176264129)",2015-01-02
88969,01/02/2015,Completed - Dup,01/02/2015,15-00004793,Abandoned Vehicle Complaint,TK599MPS,(Unlisted Make),Brown,FVI - Outcome,Create Work Order,60.0,8020 S EUCLID AVE,60617.0,1190592.31289874,1852181.08568261,8.0,4.0,46.0,,41.74911591915493,-87.57730268894446,"(41.749115919154924, -87.57730268894446)",2015-01-02
