,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
92430,12/01/2015,Completed,12/01/2015,15-06475174,Sanitation Code Violation,Garbage in alley,5552 W WAVELAND AVE,60641.0,1138590.00000798,1924047.74128623,36.0,16.0,15.0,41.94771424390931,-87.76598117221981,"(41.94771424390931, -87.76598117221982)",2015-12-01
92431,12/01/2015,Completed,12/01/2015,15-06475821,Sanitation Code Violation,Overflowing carts,1840 S PAULINA ST,60608.0,1165331.14006834,1891085.14599507,25.0,12.0,31.0,41.85673477215528,-87.66862577153552,"(41.85673477215528, -87.66862577153552)",2015-12-01
92432,12/01/2015,Completed,12/01/2015,15-06477357,Sanitation Code Violation,Dumpster not being emptied,2120 N LOREL AVE,60639.0,1140374.95510771,1913600.31002467,36.0,25.0,19.0,41.919012813017005,-87.75967696683145,"(41.919012813017005, -87.75967696683145)",2015-12-01
92433,12/01/2015,Completed,12/01/2015,15-06484657,Sanitation Code Violation,Construction Site Cleanliness/Fence,2219 W LYNDALE ST,60647.0,1161111.49641009,1915080.56390882,32.0,14.0,22.0,41.92266882261368,-87.68344707639518,"(41.92266882261368, -87.68344707639518)",2015-12-01
92434,12/01/2015,Completed,12/01/2015,15-06485016,Sanitation Code Violation,Other,1754 N LINDER AVE,60639.0,1139459.88669669,1911123.20460957,37.0,25.0,25.0,41.91223210445115,-87.7630995920191,"(41.91223210445115, -87.76309959201909)",2015-12-01
92472,12/01/2015,Completed,12/02/2015,15-06478603,Sanitation Code Violation,Other,4746 S LANGLEY AVE,60615.0,1181731.37656951,1873695.97309591,4.0,2.0,38.0,41.808653512810686,-87.60896691528156,"(41.808653512810686, -87.60896691528156)",2015-12-01
92473,12/01/2015,Completed,12/02/2015,15-06484553,Sanitation Code Violation,Overflowing carts,4662 N SPAULDING AVE,60625.0,1153539.89969369,1930833.12040041,33.0,17.0,14.0,41.96604907612576,-87.71084732396366,"(41.966049076125756, -87.71084732396366)",2015-12-01
92474,12/01/2015,Completed,12/02/2015,15-06485161,Sanitation Code Violation,Other,2000 S TAN CT,60616.0,1174997.84806921,1890806.56103228,25.0,9.0,34.0,41.855759479089535,-87.63315232171793,"(41.85575947908953, -87.63315232171793)",2015-12-01
92475,12/01/2015,Completed,12/02/2015,15-06488045,Sanitation Code Violation,Dumpster not being emptied,2147 W ROSCOE ST,60618.0,1161350.38051354,1922552.8994842,32.0,19.0,5.0,41.943168411500295,-87.68236087252097,"(41.943168411500295, -87.68236087252099)",2015-12-01
92476,12/01/2015,Completed,12/02/2015,15-06489276,Sanitation Code Violation,Dog feces in yard,3015 N OAKLEY AVE,60618.0,1160500.90869543,1920036.72001087,32.0,19.0,5.0,41.93628152034663,-87.68555298999244,"(41.936281520346625, -87.68555298999244)",2015-12-01
