,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
28960,11/02/2011,Completed - Dup,11/04/2011,11-04057349,Abandoned Vehicle Complaint,,,,,,,8142 S BURNHAM AVE,60617.0,1196248.36107052,1851520.7503836998,7.0,4.0,46.0,,41.746950754859796,-87.55659519540293,"(41.746950754859796, -87.55659519540292)",2011-11-02
28981,11/02/2011,Completed - Dup,11/04/2011,11-04057457,Abandoned Vehicle Complaint,,,,,,,8142 S BURNHAM AVE,60617.0,1196248.36107052,1851520.7503836998,7.0,4.0,46.0,,41.746950754859796,-87.55659519540293,"(41.746950754859796, -87.55659519540292)",2011-11-02
29483,11/02/2011,Completed - Dup,11/04/2011,11-04057496,Abandoned Vehicle Complaint,,,,,,,8142 S BURNHAM AVE,60617.0,1196248.36107052,1851520.7503836998,7.0,4.0,46.0,,41.746950754859796,-87.55659519540293,"(41.746950754859796, -87.55659519540292)",2011-11-02
41871,11/01/2011,Completed - Dup,01/19/2012,11-04049004,Abandoned Vehicle Complaint,L628033,Lexus,Black,FVI - Outcome,Create Work Order,30.0,2601 S PRAIRIE AVE,60616.0,1178480.35640861,1887158.83720306,4.0,21.0,35.0,,41.845619348166636,-87.62033274374231,"(41.84561934816663, -87.62033274374232)",2011-11-01
41872,11/01/2011,Completed - Dup,01/19/2012,11-04053827,Abandoned Vehicle Complaint,NO PLATES,Pontiac,Green,FVI - Outcome,Create Work Order,30.0,3641 W 84TH PL,60652.0,1153571.04368588,1848304.2902255,18.0,8.0,70.0,,41.73945610578959,-87.71356882589363,"(41.73945610578959, -87.71356882589363)",2011-11-01
41873,11/01/2011,Completed - Dup,11/04/2011,11-04047549,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41874,11/01/2011,Completed - Dup,11/04/2011,11-04047558,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41875,11/01/2011,Completed - Dup,11/04/2011,11-04047563,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41876,11/01/2011,Completed - Dup,11/04/2011,11-04047576,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41877,11/01/2011,Completed - Dup,11/04/2011,11-04047605,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41878,11/01/2011,Completed - Dup,11/04/2011,11-04048012,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41879,11/01/2011,Completed - Dup,11/04/2011,11-04048183,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41880,11/01/2011,Completed - Dup,11/04/2011,11-04048282,Abandoned Vehicle Complaint,,,,,,,451 W 26TH ST,60616.0,1173559.99699375,1887031.89987982,11.0,9.0,60.0,,41.84532261289967,-87.63865692375772,"(41.845322612899665, -87.63865692375772)",2011-11-01
41881,11/01/2011,Completed - Dup,11/04/2011,11-04052297,Abandoned Vehicle Complaint,L62 4518,Chrysler,Blue,FVI - Outcome,Create Work Order,,565 E 105TH ST,60628.0,1181999.31909348,1835462.17331718,9.0,5.0,49.0,,41.70362639940621,-87.60868667027765,"(41.703626399406204, -87.60868667027765)",2011-11-01
41882,11/01/2011,Completed - Dup,11/07/2011,11-04048238,Abandoned Vehicle Complaint,A455613,Toyota,Gray,FVI - Outcome,Create Work Order,20.0,847 N TRIPP AVE,60651.0,1147889.55001853,1905401.47992565,37.0,11.0,23.0,,41.89674171900703,-87.73214229155026,"(41.896741719007025, -87.73214229155025)",2011-11-01
