,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
41870,11/01/2010,Completed,03/22/2011,10-01780417,Abandoned Vehicle Complaint,NONE,Pontiac,Blue,,,7.0,5231 W POTOMAC AVE,60651.0,1141135.64011671,1908152.02699312,37.0,25.0,25.0,,41.903937615142524,-87.75707815526957,"(41.90393761514252, -87.75707815526957)",2010-11-01
42307,11/04/2010,Completed,01/04/2011,10-01804549,Abandoned Vehicle Complaint,950L317,Pontiac,White,,,,2315 W SCHUBERT AVE,60647.0,1160292.68017341,1918076.36020759,1.0,14.0,22.0,,41.93049471766242,-87.68654900266039,"(41.93049471766242, -87.68654900266039)",2010-11-04
42308,11/04/2010,Completed,01/05/2011,10-01808900,Abandoned Vehicle Complaint,H785386,Ford,White,Place 7 Day Sticker,Follow on Activity was created,7.0,2058 N WESTERN AVE,,1160028.15771007,1913802.46991272,1.0,14.0,22.0,33.0,41.91929370676058,-87.68761393876488,"(41.91929370676058, -87.68761393876488)",2010-11-04
42309,11/04/2010,Completed,02/16/2011,10-01804547,Abandoned Vehicle Complaint,,,,,,,824 N MONTICELLO AVE,60651.0,1151901.18082798,1905254.32840215,27.0,11.0,23.0,63.0,41.89621666034189,-87.71770452977124,"(41.896216660341885, -87.71770452977124)",2010-11-04
42310,11/04/2010,Completed,03/22/2011,10-01804552,Abandoned Vehicle Complaint,,,,Place 7 Day Sticker,Follow on Activity was created,,1031 N LAWNDALE AVE,60651.0,1151525.17210708,1906623.53648457,27.0,11.0,23.0,,41.90002800491414,-87.71875681732517,"(41.90002800491414, -87.71875681732517)",2010-11-04
42311,11/04/2010,Completed,04/14/2011,10-01804542,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,1046 N SPRINGFIELD AVE,60651.0,1150193.84369909,1906699.92802041,27.0,11.0,23.0,,41.900434261576095,-87.7239453093911,"(41.900434261576095, -87.7239453093911)",2010-11-04
42312,11/04/2010,Completed,04/14/2011,10-01806363,Abandoned Vehicle Complaint,K840667,Nissan,Gray,FVI - Outcome,Redeemed,60.0,2003 E 82ND ST,60617.0,1190982.37048581,1850999.32787343,8.0,4.0,46.0,,41.746043696784966,-87.57574061157264,"(41.74604369678497, -87.57574061157264)",2010-11-04
42412,11/05/2010,Completed,01/06/2011,10-01812424,Abandoned Vehicle Complaint,,,,,,,6559 S WESTERN AVE,60636.0,1161501.24858464,1861094.3510227,15.0,8.0,66.0,,41.77387688127328,-87.68335060081644,"(41.77387688127328, -87.68335060081644)",2010-11-05
42413,11/05/2010,Completed,02/17/2011,10-01811380,Abandoned Vehicle Complaint,D823490,Chevrolet,Blue,,,7.0,1539 E 67TH PL,60637.0,1187623.47942373,1860538.57849251,5.0,3.0,43.0,42.0,41.77230749319709,-87.58717482366718,"(41.77230749319709, -87.58717482366718)",2010-11-05
42414,11/05/2010,Completed,04/14/2011,10-01811061,Abandoned Vehicle Complaint,,Mercury,Black,FVI - Outcome,Redeemed,7.0,706 E 81ST ST,60619.0,1182367.08697249,1851449.41500613,6.0,6.0,44.0,,41.74770599707245,-87.60724988195854,"(41.74770599707245, -87.60724988195854)",2010-11-05
42415,11/05/2010,Completed,04/14/2011,10-01812755,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,459 E LOWER WACKER DR,60601.0,1179451.0691,1902373.9876,42.0,1.0,32.0,,41.88726182884482,-87.61586440712509,"(41.88726182884482, -87.6158644071251)",2010-11-05
42416,11/05/2010,Completed,04/14/2011,10-01812756,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,425 N KEDZIE AVE,60612.0,1154965.35079689,1902783.10616908,27.0,13.0,23.0,,41.88903600161735,-87.7062127190297,"(41.88903600161734, -87.7062127190297)",2010-11-05
42417,11/05/2010,Completed,04/14/2011,10-01812757,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,459 E LOWER WACKER DR,60601.0,1179451.0691,1902373.9876,42.0,1.0,32.0,,41.88726182884482,-87.61586440712509,"(41.88726182884482, -87.6158644071251)",2010-11-05
42418,11/05/2010,Completed,04/14/2011,10-01813117,Abandoned Vehicle Complaint,7086630,Chevrolet,Black,FVI - Outcome,Redeemed,7.0,3319 S MAY ST,60608.0,1169191.57292197,1882812.92059178,11.0,9.0,60.0,,41.83371894385762,-87.65454321561401,"(41.83371894385762, -87.65454321561401)",2010-11-05
42700,11/08/2010,Completed,04/14/2011,10-01819730,Abandoned Vehicle Complaint,,Chevrolet,Silver,FVI - Outcome,Redeemed,30.0,3349 W 59TH PL,60629.0,1155081.35641283,1864968.91987213,16.0,8.0,66.0,,41.78515905725627,-87.70767504094104,"(41.78515905725627, -87.70767504094104)",2010-11-08
42818,11/09/2010,Completed,01/04/2011,10-01833131,Abandoned Vehicle Complaint,K718811,Oldsmobile,White,Place 7 Day Sticker,Follow on Activity was created,10.0,6700 S KEELER AVE,60629.0,1149524.70710658,1859840.71283097,13.0,8.0,65.0,,41.771223700948894,-87.72759752081379,"(41.77122370094889, -87.7275975208138)",2010-11-09
42819,11/09/2010,Completed,04/14/2011,10-01834416,Abandoned Vehicle Complaint,HNT7141,Toyota,Black,FVI - Outcome,Redeemed,7.0,4849 S LAMON AVE,60638.0,1144510.59933399,1872030.78760675,23.0,8.0,56.0,,41.804319786178034,-87.74536518012151,"(41.80431978617803, -87.74536518012152)",2010-11-09
42934,11/10/2010,Completed,01/04/2011,10-01836100,Abandoned Vehicle Complaint,NONE,Kawasaki,Black,Place 7 Day Sticker,Follow on Activity was created,7.0,1757 N ARTESIAN AVE,60647.0,1159752.38672443,1911828.70998491,1.0,14.0,24.0,33.0,41.91369797708261,-87.68838051831884,"(41.913697977082606, -87.68838051831884)",2010-11-10
42935,11/10/2010,Completed,01/06/2011,10-01836897,Abandoned Vehicle Complaint,,,,,,,3055 N AUSTIN AVE,60634.0,1135856.17350974,1919775.15996731,30.0,25.0,19.0,,41.936461835014526,-87.77599942364618,"(41.936461835014526, -87.77599942364618)",2010-11-10
42936,11/10/2010,Completed,04/14/2011,10-01836950,Abandoned Vehicle Complaint,,,,FVI - Outcome,Redeemed,,1471 S INDIANA AVE,60605.0,1177895.69898583,1893320.25570498,2.0,1.0,33.0,,41.86219741830289,-87.62228334389015,"(41.86219741830289, -87.62228334389015)",2010-11-10
43087,11/12/2010,Completed,01/04/2011,10-01849324,Abandoned Vehicle Complaint,9440736,Saturn,Green,Place 7 Day Sticker,Follow on Activity was created,14.0,3538 S ROCKWELL ST,60632.0,1159611.113309,1880991.90001725,12.0,9.0,58.0,,41.82903720920492,-87.69003978248794,"(41.82903720920492, -87.69003978248794)",2010-11-12
43088,11/12/2010,Completed,01/04/2011,10-01849613,Abandoned Vehicle Complaint,,Acura,Red,Place 7 Day Sticker,Follow on Activity was created,60.0,4100 W EASTWOOD AVE,60630.0,1148226.90500839,1930646.57127674,39.0,17.0,14.0,,41.965751047354814,-87.7304250740926,"(41.965751047354814, -87.7304250740926)",2010-11-12
43089,11/12/2010,Completed,01/04/2011,10-01852073,Abandoned Vehicle Complaint,K469141,Cadillac,White,Place 7 Day Sticker,Follow on Activity was created,14.0,1002 N CENTRAL PARK AVE,60651.0,1152195.59032292,1906441.73783401,27.0,11.0,23.0,,41.89925203434708,-87.71658648240593,"(41.89925203434708, -87.71658648240593)",2010-11-12
43392,11/15/2010,Completed,01/04/2011,10-01855281,Abandoned Vehicle Complaint,,Ford,Green,,,7.0,8030 S ESSEX AVE,60617.0,1194246.90792855,1852218.43878415,7.0,4.0,46.0,49.0,41.7490243226702,-87.56390677058022,"(41.7490243226702, -87.56390677058022)",2010-11-15
43393,11/15/2010,Completed,01/04/2011,10-01857340,Abandoned Vehicle Complaint,,Mitsubishi,Green,Place 7 Day Sticker,Follow on Activity was created,45.0,4811 N ALBANY AVE,60625.0,1154839.33037697,1931852.15126776,33.0,17.0,14.0,60.0,41.96881402021804,-87.70589418032995,"(41.96881402021804, -87.70589418032995)",2010-11-15
