,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
16078,07/02/2012,Completed,07/20/2012,12-01185934,Abandoned Vehicle Complaint,00,,Black,FVI - Outcome,Return to Owner - Vehicle,40.0,7046 S HARPER AVE,60637.0,,,5.0,3.0,43.0,42.0,41.76654634004017,-87.58805241687493,"(41.766546340040165, -87.58805241687492)",2012-07-02
16501,07/17/2012,Completed - Dup,08/06/2012,12-01275003,Abandoned Vehicle Complaint,,,,,,,1142 W 107TH ST,60643.0,1170546.36992113,1833845.62207861,34.0,22.0,73.0,,41.69966288075262,-87.65103975505188,"(41.69966288075262, -87.65103975505187)",2012-07-17
22118,07/23/2012,Completed,08/06/2012,12-01310180,Abandoned Vehicle Complaint,HR 1545,Saturn,Tan,FVI - Outcome,Need Vehicle Tow Report,,1514 W JONQUIL TER,60626.0,,,49.0,24.0,1.0,,42.02124842278172,-87.6688562218009,"(42.02124842278172, -87.6688562218009)",2012-07-23
22139,07/23/2012,Completed,08/06/2012,12-01312135,Abandoned Vehicle Complaint,,,,,,,534 E 67TH ST,60637.0,1181067.93638449,1860710.39261874,20.0,3.0,42.0,,41.773146961084436,-87.61169554489935,"(41.77314696108444, -87.61169554489935)",2012-07-23
28497,07/01/2012,Completed - Dup,07/02/2012,12-01179954,Abandoned Vehicle Complaint,A14 2165,Chevrolet,Green,FVI - Outcome,Create Work Order,10.0,6231 N OAKLEY AVE,60659.0,1159855.65246868,1941322.3428922,50.0,24.0,2.0,,41.99507473802323,-87.6871995579292,"(41.99507473802323, -87.6871995579292)",2012-07-01
28498,07/01/2012,Completed - Dup,07/12/2012,12-01180300,Abandoned Vehicle Complaint,7246260,Kia Motors Corp,Brown,FVI - Outcome,Create Work Order,21.0,5725 S OAK PARK AVE,60638.0,1132037.0261936001,1865823.71607628,23.0,8.0,56.0,,41.787747060073706,-87.79126351128293,"(41.7877470600737, -87.79126351128293)",2012-07-01
28499,07/01/2012,Completed,07/02/2012,12-01178339,Abandoned Vehicle Complaint,N14 9486,Mercedes,White,FVI - Outcome,Return to Owner - Vehicle,7.0,5087 N KIMBERLY AVE,60630.0,,,39.0,17.0,14.0,,41.97318895781337,-87.7432228611052,"(41.97318895781337, -87.74322286110518)",2012-07-01
28500,07/01/2012,Completed,07/02/2012,12-01179546,Abandoned Vehicle Complaint,A418314,Nissan,Black,FVI - Outcome,Vehicle was moved from original address requested,7.0,3728 N SAWYER AVE,60618.0,,,33.0,17.0,16.0,,41.94932180174239,-87.70926398802904,"(41.94932180174239, -87.70926398802905)",2012-07-01
28501,07/01/2012,Completed,07/02/2012,12-01180051,Abandoned Vehicle Complaint,NONE,Ford,Tan,FVI - Outcome,Vehicle was moved from original address requested,10.0,6823 N SEELEY AVE,60645.0,,,50.0,24.0,2.0,,42.0059193080358,-87.68186805371937,"(42.0059193080358, -87.68186805371938)",2012-07-01
28502,07/01/2012,Completed,07/03/2012,12-01178304,Abandoned Vehicle Complaint,36505Z,Dodge,White,FVI - Outcome,Vehicle was moved from original address requested,30.0,9143 S PARNELL AVE,60620.0,,,21.0,22.0,73.0,,41.72757135829334,-87.63716672588903,"(41.72757135829334, -87.63716672588903)",2012-07-01
28503,07/01/2012,Completed,07/03/2012,12-01179965,Abandoned Vehicle Complaint,6913100,Saturn,Red,FVI - Outcome,Vehicle was moved from original address requested,9.0,5367 N NORMANDY AVE,60656.0,,,41.0,16.0,10.0,,41.979090999485436,-87.79372755982145,"(41.979090999485436, -87.79372755982145)",2012-07-01
28504,07/01/2012,Completed,07/05/2012,12-01177923,Abandoned Vehicle Complaint,A951618,Chevrolet,Gray,FVI - Outcome,Vehicle was moved from original address requested,14.0,12600 S WALLACE ST,60628.0,,,9.0,5.0,53.0,,41.66509073659827,-87.63680682898203,"(41.66509073659827, -87.63680682898203)",2012-07-01
28505,07/01/2012,Completed,07/05/2012,12-01179671,Abandoned Vehicle Complaint,UNKNOWN,(Unlisted Make),Blue,FVI - Outcome,Vehicle was moved from original address requested,60.0,1206 W 31ST ST,60608.0,,,11.0,9.0,60.0,,41.838019673757294,-87.65632559034991,"(41.838019673757294, -87.65632559034991)",2012-07-01
28506,07/01/2012,Completed,07/06/2012,12-01177679,Abandoned Vehicle Complaint,A833850,Buick,Burgundy,FVI - Outcome,Need Vehicle Tow Report,31.0,7610 S CLYDE AVE,60649.0,,,8.0,4.0,43.0,,41.75671363769736,-87.57379794615667,"(41.75671363769736, -87.57379794615667)",2012-07-01
28507,07/01/2012,Completed,07/10/2012,12-01177856,Abandoned Vehicle Complaint,179401EN,Cadillac,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,5015 N KENMORE AVE,60640.0,,,46.0,20.0,3.0,34.0,41.973780916747025,-87.65619722467554,"(41.97378091674702, -87.65619722467554)",2012-07-01
28508,07/01/2012,Completed,07/11/2012,12-01177869,Abandoned Vehicle Complaint,N174544,Mazda,Gray,FVI - Outcome,Vehicle was moved from original address requested,15.0,2820 W 38TH PL,60632.0,,,12.0,9.0,58.0,,41.82379081574794,-87.69551911274333,"(41.823790815747934, -87.69551911274331)",2012-07-01
28509,07/01/2012,Completed,07/11/2012,12-01178295,Abandoned Vehicle Complaint,P331055,Nissan,Maroon,FVI - Outcome,Vehicle was moved from original address requested,10.0,2712 S TRUMBULL AVE,60623.0,,,22.0,10.0,30.0,,41.8421712889348,-87.71121624630197,"(41.8421712889348, -87.71121624630199)",2012-07-01
28510,07/01/2012,Completed,07/12/2012,12-01177947,Abandoned Vehicle Complaint,N205735,Jeep - Year Greater 1988,White,FVI - Outcome,Vehicle was moved from original address requested,21.0,1208 W RACE AVE,60642.0,,,27.0,13.0,24.0,,41.89192800802537,-87.65796636957529,"(41.89192800802537, -87.65796636957528)",2012-07-01
28511,07/01/2012,Completed,07/16/2012,12-01177998,Abandoned Vehicle Complaint,I414RC,Ford,Green,FVI - Outcome,Vehicle was moved from original address requested,30.0,2510 N MONT CLARE AVE,60707.0,,,36.0,25.0,18.0,,41.9257136229453,-87.80402192837124,"(41.9257136229453, -87.80402192837123)",2012-07-01
28512,07/01/2012,Completed,07/17/2012,12-01178351,Abandoned Vehicle Complaint,8877,Dodge,Green,FVI - Outcome,Vehicle was moved from original address requested,3.0,7612 S BISHOP ST,60620.0,,,17.0,6.0,71.0,,41.75542901773592,-87.66047537595243,"(41.75542901773592, -87.66047537595243)",2012-07-01
28513,07/01/2012,Completed,07/17/2012,12-01178782,Abandoned Vehicle Complaint,2962441,Oldsmobile,Gold,FVI - Outcome,Return to Owner - Vehicle,14.0,1639 W GRANVILLE AVE,60660.0,,,40.0,24.0,77.0,,41.99430148400914,-87.67179167552023,"(41.99430148400914, -87.67179167552023)",2012-07-01
