,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
37,01/01/2013,Completed - Dup,01/16/2013,13-00001240,Abandoned Vehicle Complaint,AKFD56,Saturn,White,FVI - Outcome,Create Work Order,60.0,2836 W ARMITAGE AVE,60647.0,1157002.00990777,1913157.74340735,35.0,14.0,22.0,,41.91758641651767,-87.69863598577935,"(41.917586416517665, -87.69863598577935)",2013-01-01
38,01/01/2013,Completed - Dup,01/17/2013,13-00000814,Abandoned Vehicle Complaint,L641142,Audi,Black,FVI - Outcome,Create Work Order,30.0,2947 W BELDEN AVE,60647.0,1156303.22568451,1915262.62328834,35.0,14.0,22.0,,41.923151446671596,-87.70174222071459,"(41.92315144667159, -87.70174222071459)",2013-01-01
39,01/01/2013,Completed - Dup,01/23/2013,13-00000334,Abandoned Vehicle Complaint,36936Z,(Unlisted Make),Maroon,FVI - Outcome,Create Work Order,30.0,1059 N LAVERGNE AVE,60651.0,1142833.01200322,1906658.73000489,37.0,15.0,25.0,,41.900423310094624,-87.75068251027527,"(41.900423310094624, -87.75068251027527)",2013-01-01
40,01/01/2013,Completed - Dup,01/25/2013,13-00001467,Abandoned Vehicle Complaint,7649934,Kia Motors Corp,Black,FVI - Outcome,Create Work Order,60.0,6823 S CLAREMONT AVE,60636.0,1161910.4738832,1859356.50241434,17.0,8.0,66.0,14.0,41.76945357682535,-87.6819098521912,"(41.76945357682535, -87.6819098521912)",2013-01-01
41,01/01/2013,Completed - Dup,02/04/2013,13-00001003,Abandoned Vehicle Complaint,G214166,Chevrolet,Green,FVI - Outcome,Create Work Order,36.0,1944 N SPAULDING AVE,60647.0,1153832.60810796,1912724.13402795,35.0,14.0,22.0,,41.91686899746343,-87.71042840163975,"(41.916868997463425, -87.71042840163975)",2013-01-01
42,01/01/2013,Completed - Dup,02/14/2013,13-00000744,Abandoned Vehicle Complaint,a16 0782,Nissan,Cream,Place 7 Day Sticker,Follow on Activity was created,90.0,1812 W MORSE AVE,60626.0,1162889.72981184,1946094.66740217,49.0,24.0,1.0,,42.007840990450724,-87.67633327153587,"(42.007840990450724, -87.67633327153588)",2013-01-01
43,01/01/2013,Completed,01/14/2013,13-00001278,Abandoned Vehicle Complaint,NONE,Volvo,Black,Place 7 Day Sticker,Follow on Activity was created,21.0,3922 W 58TH ST,60629.0,1151214.5932012,1865854.29231137,13.0,8.0,62.0,3.0,41.787889786340706,-87.72151907806949,"(41.787889786340706, -87.7215190780695)",2013-01-01
44,01/01/2013,Completed,01/15/2013,13-00000561,Abandoned Vehicle Complaint,7527716,Dodge,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,545 W ADDISON ST,60613.0,1171660.06719144,1924509.24871797,46.0,19.0,6.0,,41.94798292906153,-87.64503629815285,"(41.94798292906153, -87.64503629815285)",2013-01-01
45,01/01/2013,Completed,01/16/2013,13-00000396,Abandoned Vehicle Complaint,P113991,Volkswagen,Orange,Place 7 Day Sticker,Follow on Activity was created,14.0,6233 W 64TH PL,60638.0,1135976.80559084,1861100.5815331002,13.0,8.0,64.0,,41.77490429340365,-87.77760208301592,"(41.77490429340366, -87.77760208301592)",2013-01-01
46,01/01/2013,Completed,01/22/2013,13-00001203,Abandoned Vehicle Complaint,K853251,"Monon Trailer, Div. Of Evans Products Co.",White,FVI - Outcome,Vehicle was moved from original address requested,21.0,6003 S RUTHERFORD AVE,60638.0,,,23.0,8.0,64.0,,41.78289820559667,-87.78986246224392,"(41.78289820559667, -87.78986246224392)",2013-01-01
47,01/01/2013,Completed,01/29/2013,13-00001481,Abandoned Vehicle Complaint,TEMP PLATE,Mitsubishi,Beige,FVI - Outcome,Vehicle was moved from original address requested,14.0,6537 S FRANCISCO AVE,60629.0,,,15.0,8.0,66.0,,41.774324832249775,-87.69556254521494,"(41.77432483224977, -87.69556254521494)",2013-01-01
48,01/01/2013,Completed,01/30/2013,13-00001897,Abandoned Vehicle Complaint,883JTH,Lexus,Green,FVI - Outcome,Vehicle was moved from original address requested,10.0,2620 S WABASH AVE,60616.0,,,2.0,1.0,35.0,,41.844994825777725,-87.62545633813204,"(41.84499482577773, -87.62545633813204)",2013-01-01
49,01/01/2013,Completed,02/13/2013,13-00001013,Abandoned Vehicle Complaint,K746982,Jeep - Year Greater 1988,Blue,Place 7 Day Sticker,Follow on Activity was created,30.0,1942 N SPAULDING AVE,60647.0,1153832.90810796,1912710.73402795,35.0,14.0,22.0,,41.916778140192754,-87.7104253306387,"(41.916778140192754, -87.71042533063869)",2013-01-01
50,01/01/2013,Completed,02/15/2013,13-00000937,Abandoned Vehicle Complaint,N127624,Mercury,Tan,FVI - Outcome,Vehicle was moved from original address requested,30.0,3912 N CLAREMONT AVE,60618.0,1160006.54322025,1925921.26549933,47.0,19.0,5.0,38.0,41.95264508676729,-87.68736159624166,"(41.95264508676729, -87.68736159624167)",2013-01-01
51,01/01/2013,Completed,02/15/2013,13-00001078,Abandoned Vehicle Complaint,NO PLATES,Buick,White,Place 7 Day Sticker,Follow on Activity was created,20.0,10042 S EBERHART AVE,60628.0,1181347.91011709,1838487.63710135,9.0,5.0,49.0,,41.7115392065736,-87.61159065299319,"(41.7115392065736, -87.61159065299319)",2013-01-01
52,01/01/2013,Completed,02/15/2013,13-00001328,Abandoned Vehicle Complaint,A90 3266,Toyota,Green,FVI - Outcome,Vehicle was moved from original address requested,35.0,2018 W GREENLEAF AVE,60645.0,1161546.55471378,1946939.4547918998,49.0,24.0,1.0,,42.01019105683489,-87.6810031564372,"(42.01019105683489, -87.6810031564372)",2013-01-01
53,01/01/2013,Completed,02/15/2013,13-00001575,Abandoned Vehicle Complaint,N412875,Chevrolet,Red,Place 7 Day Sticker,Follow on Activity was created,7.0,11215 S AVENUE G,60617.0,1203203.29740249,1831212.6142178,10.0,4.0,52.0,,41.69135523038437,-87.53152072163753,"(41.69135523038437, -87.53152072163753)",2013-01-01
54,01/01/2013,Completed,02/18/2013,13-00001104,Abandoned Vehicle Complaint,8061123,Honda,Blue,FVI - Outcome,Return to Owner - Vehicle,60.0,6033 N CLAREMONT AVE,60659.0,1159560.80011633,1940010.60569179,40.0,24.0,2.0,,41.9914915253131,-87.68831995601526,"(41.9914915253131, -87.68831995601526)",2013-01-01
55,01/01/2013,Completed,02/20/2013,13-00001072,Abandoned Vehicle Complaint,P880029,Jaguar,Black,FVI - Outcome,Need Vehicle Tow Report,12.0,7958 S RHODES AVE,60619.0,,,6.0,6.0,44.0,51.0,41.74944245242032,-87.61139031512668,"(41.74944245242032, -87.61139031512668)",2013-01-01
56,01/01/2013,Completed,02/25/2013,13-00000782,Abandoned Vehicle Complaint,H799996,Ford,Blue,Place 7 Day Sticker,Follow on Activity was created,42.0,2442 W PENSACOLA AVE,60618.0,1159229.88479929,1928814.15012614,47.0,19.0,5.0,38.0,41.96050141676344,-87.69036818027857,"(41.96050141676344, -87.69036818027857)",2013-01-01
140,01/02/2013,Completed - Dup,01/10/2013,13-00005306,Abandoned Vehicle Complaint,7087833,(Unlisted Make),Maroon,FVI - Outcome,Need Vehicle Tow Report,15.0,6142 S RHODES AVE,60637.0,,,20.0,3.0,42.0,,41.782668607585975,-87.61222592377977,"(41.78266860758598, -87.61222592377977)",2013-01-02
141,01/02/2013,Completed - Dup,01/14/2013,13-00007946,Abandoned Vehicle Complaint,268P261,Ford,Burgundy,FVI - Outcome,Create Work Order,30.0,6001 S KOSTNER AVE,60629.0,1148063.44381312,1864450.46921357,13.0,8.0,65.0,,41.783923898740184,-87.73254315167837,"(41.78392389874019, -87.73254315167837)",2013-01-02
142,01/02/2013,Completed - Dup,01/15/2013,13-00007978,Abandoned Vehicle Complaint,Maala1,Chevrolet,Red,FVI - Outcome,Create Work Order,30.0,4847 N HAMLIN AVE,60625.0,1150181.66848484,1931942.35687401,39.0,17.0,14.0,,41.96968810172221,-87.72303304354509,"(41.96968810172221, -87.7230330435451)",2013-01-02
143,01/02/2013,Completed - Dup,01/15/2013,13-00008488,Abandoned Vehicle Complaint,H406318,Chrysler,Silver,FVI - Outcome,Create Work Order,45.0,5335 S LATROBE AVE,60638.0,1142264.25009209,1868831.7456822,23.0,8.0,56.0,,41.79595092109275,-87.75369302840124,"(41.795950921092754, -87.75369302840124)",2013-01-02
144,01/02/2013,Completed - Dup,01/15/2013,13-00008907,Abandoned Vehicle Complaint,X870596,Dodge,Blue,FVI - Outcome,Create Work Order,60.0,3616 N CHRISTIANA AVE,60618.0,1153410.11989113,1923918.55418577,35.0,17.0,16.0,,41.94712483496895,-87.71165648108494,"(41.947124834968946, -87.71165648108494)",2013-01-02
145,01/02/2013,Completed - Dup,01/17/2013,13-00004271,Abandoned Vehicle Complaint,7790977,Honda,Green,FVI - Outcome,Create Work Order,30.0,3001 N ODELL AVE,60707.0,1126566.44001992,1919141.09879908,36.0,25.0,17.0,,41.93453513439852,-87.81014303562455,"(41.934535134398516, -87.81014303562455)",2013-01-02
146,01/02/2013,Completed - Dup,01/17/2013,13-00004284,Abandoned Vehicle Complaint,X324033,Pontiac,Red,FVI - Outcome,Create Work Order,30.0,3001 N ODELL AVE,60707.0,1126566.44001992,1919141.09879908,36.0,25.0,17.0,,41.93453513439852,-87.81014303562455,"(41.934535134398516, -87.81014303562455)",2013-01-02
147,01/02/2013,Completed - Dup,01/23/2013,13-00005413,Abandoned Vehicle Complaint,32505X,Ford,Blue,FVI - Outcome,Create Work Order,30.0,2204 W ROSCOE ST,60618.0,1161052.10342943,1922545.87501934,32.0,19.0,5.0,,41.94326287205122,-87.68353280417448,"(41.943262872051214, -87.68353280417449)",2013-01-02
148,01/02/2013,Completed - Dup,01/23/2013,13-00007554,Abandoned Vehicle Complaint,1420883,Chevrolet,Blue,FVI - Outcome,Create Work Order,30.0,2235 N LATROBE AVE,60639.0,1141020.32152151,1914360.35472778,37.0,25.0,19.0,,41.92149741391728,-87.75715256698471,"(41.92149741391728, -87.7571525669847)",2013-01-02
149,01/02/2013,Completed - Dup,01/23/2013,13-00008714,Abandoned Vehicle Complaint,A656880,Chrysler,Silver,FVI - Outcome,Create Work Order,90.0,1409 W MELROSE ST,60657.0,1166335.70422849,1921679.94188355,32.0,19.0,6.0,27.0,41.940561378744185,-87.66426462729139,"(41.94056137874419, -87.66426462729139)",2013-01-02
150,01/02/2013,Completed - Dup,01/28/2013,13-00007608,Abandoned Vehicle Complaint,R40 1069,Chevrolet,Blue,FVI - Outcome,Create Work Order,26.0,4414 S SPAULDING AVE,60632.0,1155089.29162759,1875282.20000296,14.0,8.0,58.0,39.0,41.813120276442426,-87.7067693362244,"(41.81312027644242, -87.7067693362244)",2013-01-02
151,01/02/2013,Completed - Dup,01/28/2013,13-00007636,Abandoned Vehicle Complaint,67846,Chevrolet,Red,FVI - Outcome,Create Work Order,34.0,4414 S SPAULDING AVE,60632.0,1155089.29162759,1875282.20000296,14.0,8.0,58.0,39.0,41.813120276442426,-87.7067693362244,"(41.81312027644242, -87.7067693362244)",2013-01-02
152,01/02/2013,Completed - Dup,01/28/2013,13-00008550,Abandoned Vehicle Complaint,7831706,Honda,Red,FVI - Outcome,Create Work Order,30.0,4815 W BERTEAU AVE,60641.0,1143510.88417237,1927489.00006971,45.0,16.0,15.0,28.0,41.956953107789026,-87.74806003686899,"(41.95695310778902, -87.748060036869)",2013-01-02
153,01/02/2013,Completed - Dup,02/08/2013,13-00001967,Abandoned Vehicle Complaint,A142165,(Unlisted Make),Green,FVI - Outcome,Create Work Order,15.0,6235 N OAKLEY AVE,60659.0,1159854.75246868,1941349.1428922,50.0,24.0,2.0,,41.995187576049574,-87.68720380073056,"(41.995187576049574, -87.68720380073054)",2013-01-02
154,01/02/2013,Completed - Dup,02/08/2013,13-00001968,Abandoned Vehicle Complaint,3251465,General Motors Corp.,White,FVI - Outcome,Create Work Order,16.0,6231 N OAKLEY AVE,60659.0,1159855.65246868,1941322.3428922,50.0,24.0,2.0,,41.99507473802323,-87.6871995579292,"(41.99507473802323, -87.6871995579292)",2013-01-02
155,01/02/2013,Completed - Dup,02/11/2013,13-00001991,Abandoned Vehicle Complaint,L61 4296,Acura,Gray,FVI - Outcome,Create Work Order,48.0,327 W 23RD PL,60616.0,1174272.00833186,1888706.10030303,25.0,9.0,34.0,,41.84990281673825,-87.6358197360924,"(41.84990281673825, -87.63581973609239)",2013-01-02
156,01/02/2013,Completed - Dup,02/12/2013,13-00004280,Abandoned Vehicle Complaint,5535659,Dodge,White,FVI - Outcome,Create Work Order,33.0,7544 N OAKLEY AVE,60645.0,1159679.20000761,1949938.70710265,49.0,24.0,2.0,,42.01874536115788,-87.68788633744427,"(42.018745361157876, -87.68788633744427)",2013-01-02
