,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
81288,09/03/2014,Completed - Dup,09/03/2014,14-01468438,Abandoned Vehicle Complaint,K46182,Dodge,Gray,,,40.0,1923 N MOZART ST,60647.0,1157117.05940769,1912651.88397367,35.0,14.0,22.0,,41.91637760268684,-87.69805077555564,"(41.916377602686836, -87.69805077555564)",2014-09-03
81711,09/02/2014,Completed,09/08/2014,14-01463655,Abandoned Vehicle Complaint,,,Brown,FVI - Outcome,Return to Owner - Vehicle,1000.0,631 W WELLINGTON AVE,60657.0,,,44.0,19.0,6.0,8.0,41.936370395622866,-87.64545999363676,"(41.936370395622866, -87.64545999363676)",2014-09-02
81883,09/02/2014,Completed - Dup,09/02/2014,14-01458190,Abandoned Vehicle Complaint,583 2480,Chevrolet,Gray,FVI - Outcome,Create Work Order,15.0,6909 W GEORGE ST,60634.0,1129817.21992281,1918507.9645915001,36.0,25.0,18.0,,41.93255681555406,-87.79840168649308,"(41.93255681555406, -87.79840168649308)",2014-09-02
81884,09/02/2014,Completed - Dup,09/02/2014,14-01459398,Abandoned Vehicle Complaint,S871304,Chevrolet,Gray,FVI - Outcome,Create Work Order,36.0,4150 W 78TH ST,60652.0,1150279.38989612,1852666.91492696,13.0,8.0,70.0,,41.75179880029291,-87.72446645515991,"(41.75179880029291, -87.7244664551599)",2014-09-02
81885,09/02/2014,Completed - Dup,09/02/2014,14-01459551,Abandoned Vehicle Complaint,P40-6636,Pontiac,Black,FVI - Outcome,Create Work Order,60.0,7429 S PRAIRIE AVE,60619.0,1179325.3411106002,1855814.66587689,6.0,3.0,69.0,51.0,41.75929339557326,-87.6181831514033,"(41.75929339557326, -87.6181831514033)",2014-09-02
81886,09/02/2014,Completed - Dup,09/02/2014,14-01460683,Abandoned Vehicle Complaint,,Honda,Turquoise,FVI - Outcome,Create Work Order,30.0,5004 W BLOOMINGDALE AVE,60639.0,1142666.5210681001,1911502.50091438,37.0,25.0,25.0,,41.91332114008356,-87.75147259580757,"(41.91332114008356, -87.75147259580758)",2014-09-02
81887,09/02/2014,Completed - Dup,09/02/2014,14-01461104,Abandoned Vehicle Complaint,F735589,Honda,Silver,FVI - Outcome,Create Work Order,30.0,5401 N ST LOUIS AVE,60625.0,1152085.43432784,1935668.7701319999,39.0,17.0,13.0,,41.97942282052023,-87.71592202893608,"(41.97942282052023, -87.71592202893608)",2014-09-02
81888,09/02/2014,Completed - Dup,09/02/2014,14-01462303,Abandoned Vehicle Complaint,S930832,Chevrolet,Maroon,FVI - Outcome,Create Work Order,14.0,10400 S PEORIA ST,60643.0,1172152.68798601,1835871.49210079,34.0,22.0,73.0,,41.704980912846324,-87.64535254973829,"(41.70498091284632, -87.64535254973829)",2014-09-02
81889,09/02/2014,Completed - Dup,09/02/2014,14-01463409,Abandoned Vehicle Complaint,956728,Nissan,Silver,FVI - Outcome,Create Work Order,20.0,5516 S MASSASOIT AVE,60638.0,1138971.90001817,1867439.83090609,23.0,8.0,56.0,,41.79211390583206,-87.76608958644337,"(41.79211390583206, -87.76608958644337)",2014-09-02
81890,09/01/2014,Completed - Dup,09/02/2014,14-01454055,Abandoned Vehicle Complaint,583 2480,Chevrolet,Gray,FVI - Outcome,Create Work Order,14.0,6909 W GEORGE ST,60634.0,1129817.21992281,1918507.9645915001,36.0,25.0,18.0,,41.93255681555406,-87.79840168649308,"(41.93255681555406, -87.79840168649308)",2014-09-01
81891,09/01/2014,Completed - Dup,09/02/2014,14-01454243,Abandoned Vehicle Complaint,653 8902,Mazda,Blue,FVI - Outcome,Create Work Order,10.0,5608 N RICHMOND ST,60659.0,1155680.71991896,1937117.48251345,40.0,20.0,2.0,,41.983418055551724,-87.70295713570387,"(41.983418055551724, -87.70295713570388)",2014-09-01
81892,09/01/2014,Completed - Dup,09/02/2014,14-01454295,Abandoned Vehicle Complaint,UKNOWN,Honda,Silver,FVI - Outcome,Create Work Order,14.0,2510 N PARKSIDE AVE,60639.0,1138289.84211589,1916122.18250153,30.0,25.0,19.0,,41.926158374358614,-87.76742965666084,"(41.92615837435862, -87.76742965666085)",2014-09-01
81893,09/01/2014,Completed - Dup,09/02/2014,14-01454493,Abandoned Vehicle Complaint,S675821,(Unlisted Make),Black,FVI - Outcome,Create Work Order,8.0,4703 N LEAMINGTON AVE,60630.0,1141193.1027723,1930778.67010352,45.0,16.0,15.0,,41.96617204728004,-87.75610046354534,"(41.96617204728004, -87.75610046354534)",2014-09-01
81894,09/01/2014,Completed - Dup,09/02/2014,14-01454494,Abandoned Vehicle Complaint,S675821,(Unlisted Make),Black,FVI - Outcome,Create Work Order,8.0,4703 N LEAMINGTON AVE,60630.0,1141193.1027723,1930778.67010352,45.0,16.0,15.0,,41.96617204728004,-87.75610046354534,"(41.96617204728004, -87.75610046354534)",2014-09-01
81895,09/01/2014,Completed - Dup,09/02/2014,14-01454815,Abandoned Vehicle Complaint,K234796,Ford,Silver,FVI - Outcome,Create Work Order,-7.0,3940 N OCTAVIA AVE,60634.0,1126700.33363196,1925348.62092543,36.0,16.0,17.0,,41.95191550554527,-87.8098051738003,"(41.95191550554527, -87.8098051738003)",2014-09-01
81901,09/16/2014,Completed - Dup,09/19/2014,14-01561529,Abandoned Vehicle Complaint,X616637,Lincoln,White,,,30.0,2926 N MENARD AVE,60634.0,1137208.56740852,1918863.14271378,30.0,25.0,19.0,,41.93385828028128,-87.77134225850985,"(41.93385828028128, -87.77134225850985)",2014-09-16
82049,09/03/2014,Completed - Dup,09/03/2014,14-01467613,Abandoned Vehicle Complaint,3155869,Dodge,Blue,FVI - Outcome,Create Work Order,10.0,3331 W MONROE ST,60624.0,1154204.63832037,1899339.77353039,28.0,11.0,27.0,,41.87949856390122,-87.70967508417596,"(41.87949856390122, -87.70967508417596)",2014-09-03
82050,09/03/2014,Completed - Dup,09/03/2014,14-01468040,Abandoned Vehicle Complaint,S109323,Cadillac,Maroon,FVI - Outcome,Create Work Order,14.0,7823 S DR MARTIN LUTHER KING JR DR,60619.0,1180260.49147409,1853226.07409099,6.0,6.0,69.0,51.0,41.752227378295885,-87.61483462346091,"(41.75222737829588, -87.6148346234609)",2014-09-03
82051,09/03/2014,Completed - Dup,09/03/2014,14-01468902,Abandoned Vehicle Complaint,583 2480,Chevrolet,Gray,FVI - Outcome,Create Work Order,16.0,6909 W GEORGE ST,60634.0,1129817.21992281,1918507.9645915001,36.0,25.0,18.0,,41.93255681555406,-87.79840168649308,"(41.93255681555406, -87.79840168649308)",2014-09-03
82052,09/03/2014,Completed - Dup,09/03/2014,14-01472625,Abandoned Vehicle Complaint,818 8530,Buick,Red,FVI - Outcome,Create Work Order,42.0,1448 N SPRINGFIELD AVE,60651.0,1150113.99858311,1909352.49759667,30.0,25.0,23.0,,41.90772649384152,-87.7241691412243,"(41.907726493841515, -87.72416914122428)",2014-09-03
82053,09/02/2014,Completed - Dup,09/03/2014,14-01463803,Abandoned Vehicle Complaint,R147292,Hyundai,Silver,FVI - Outcome,Create Work Order,60.0,5830 N MEDINA AVE,60646.0,1134183.18282306,1938578.94998113,45.0,16.0,10.0,,41.98761637079244,-87.78174980416071,"(41.98761637079244, -87.7817498041607)",2014-09-02
82054,09/02/2014,Completed - Dup,09/03/2014,14-01464984,Abandoned Vehicle Complaint,V17 7535,Dodge,Black,,,14.0,2443 W FARWELL AVE,60645.0,1158788.45190233,1945398.02012769,50.0,24.0,2.0,,42.005788827027736,-87.69179402122799,"(42.005788827027736, -87.69179402122799)",2014-09-02
82055,09/02/2014,Completed - Dup,09/03/2014,14-01466308,Abandoned Vehicle Complaint,3285857,Chevrolet,Gray,FVI - Outcome,Create Work Order,20.0,3208 N DAMEN AVE,60618.0,1162447.7546064,1921336.77227445,32.0,19.0,5.0,,41.93986880075283,-87.67851087107695,"(41.939868800752826, -87.67851087107695)",2014-09-02
82056,09/02/2014,Completed,09/03/2014,14-01458152,Abandoned Vehicle Complaint,3156659,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,300.0,12239 S RACINE AVE,60643.0,,,34.0,5.0,53.0,,41.671051764504796,-87.65128124767149,"(41.6710517645048, -87.65128124767148)",2014-09-02
82057,09/02/2014,Completed,09/03/2014,14-01459273,Abandoned Vehicle Complaint,NONE,Pontiac,White,FVI - Outcome,Return to Owner - Vehicle,20.0,8389 S BAKER AVE,60617.0,1198540.01890789,1849590.49856798,7.0,4.0,46.0,,41.74210393361983,-87.54788610700187,"(41.74210393361983, -87.54788610700187)",2014-09-02
82058,09/02/2014,Completed,09/03/2014,14-01462565,Abandoned Vehicle Complaint,76315FF,Chevrolet,Black,FVI - Outcome,Return to Owner - Vehicle,30.0,2434 W POLK ST,60612.0,,,2.0,11.0,28.0,,41.87125656320936,-87.6875693280669,"(41.87125656320936, -87.6875693280669)",2014-09-02
82059,09/02/2014,Completed,09/03/2014,14-01463846,Abandoned Vehicle Complaint,H901799,Saturn,White,FVI - Outcome,Vehicle was moved from original address requested,14.0,5017 N MEADE AVE,60630.0,,,45.0,16.0,11.0,,41.972650357835576,-87.78051553822887,"(41.972650357835576, -87.78051553822888)",2014-09-02
82060,09/02/2014,Completed,09/03/2014,14-01464543,Abandoned Vehicle Complaint,2337,Honda,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,7100 S WINCHESTER AVE,60636.0,,,17.0,7.0,67.0,,41.76472607339665,-87.67246092713081,"(41.76472607339666, -87.67246092713081)",2014-09-02
82061,09/01/2014,Completed - Dup,09/03/2014,14-01454589,Abandoned Vehicle Complaint,N17 6652,Audi,Gray,,,90.0,1746 N HONORE ST,60622.0,1163740.54060755,1911833.04239203,32.0,14.0,24.0,,41.91367532184431,-87.67402488782706,"(41.91367532184431, -87.67402488782706)",2014-09-01
82062,09/01/2014,Completed,09/03/2014,14-01455487,Abandoned Vehicle Complaint,G553255,Lincoln,Gray,FVI - Outcome,Return to Owner - Vehicle,7.0,5341 W ADAMS ST,60644.0,,,29.0,15.0,25.0,,41.8783095881947,-87.75917884513589,"(41.8783095881947, -87.7591788451359)",2014-09-01
82123,09/04/2014,Completed,09/04/2014,14-01476839,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Gold,FVI - Outcome,Vehicle was moved from original address requested,15.0,434 E BOWEN AVE,60653.0,,,3.0,2.0,38.0,,41.81946909021024,-87.61521141160905,"(41.819469090210234, -87.61521141160907)",2014-09-04
