,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
62821,06/02/2014,Completed,06/02/2014,14-00820768,Sanitation Code Violation,Overflowing carts,1242 W 18TH ST,60608.0,1168268.03270814,1891543.82758329,25.0,12.0,31.0,41.857930537709066,-87.65783258014655,"(41.85793053770907, -87.65783258014655)",2014-06-02
62822,06/02/2014,Completed,06/02/2014,14-00821110,Sanitation Code Violation,Other,739 N ADA ST,60642.0,1167195.98165,1905094.633225,27.0,12.0,24.0,41.89513808974689,-87.66137823479895,"(41.89513808974689, -87.66137823479896)",2014-06-02
62823,06/02/2014,Completed,06/02/2014,14-00821279,Sanitation Code Violation,Garbage in alley,2912 N AVERS AVE,60618.0,1150221.98261103,1919086.78019853,30.0,25.0,21.0,41.933881719848856,-87.72335414838409,"(41.933881719848856, -87.72335414838409)",2014-06-02
62837,06/01/2014,Completed - Dup,06/02/2014,14-00818364,Sanitation Code Violation,Other,846 N MONTICELLO AVE,60651.0,1151896.48082798,1905401.92840215,27.0,11.0,23.0,41.896296395548994,-87.71756146613562,"(41.89629639554899, -87.71756146613563)",2014-06-01
62838,06/01/2014,Completed - Dup,06/02/2014,14-00819111,Sanitation Code Violation,Other,4029 N MEADE AVE,60634.0,1134969.25788988,1926158.72830571,38.0,16.0,15.0,41.95357200685621,-87.77924020654076,"(41.953572006856206, -87.77924020654076)",2014-06-01
62839,06/01/2014,Completed,06/02/2014,14-00818214,Sanitation Code Violation,Other,4555 W 59TH ST,60629.0,1146929.93946758,1865097.79507327,13.0,8.0,65.0,41.785792768504685,-87.73683087016991,"(41.78579276850468, -87.7368308701699)",2014-06-01
62840,06/01/2014,Completed,06/02/2014,14-00819099,Sanitation Code Violation,Other,4029 N MEADE AVE,60634.0,1134969.25788988,1926158.72830571,38.0,16.0,15.0,41.95357200685621,-87.77924020654076,"(41.953572006856206, -87.77924020654076)",2014-06-01
62841,06/01/2014,Completed,06/02/2014,14-00819512,Sanitation Code Violation,Garbage in yard,6232 W ADDISON ST,60634.0,1134193.04840179,1923289.88608741,38.0,16.0,17.0,41.94571333769529,-87.78216149902289,"(41.94571333769529, -87.78216149902288)",2014-06-01
62842,06/01/2014,Completed,06/02/2014,14-00819691,Sanitation Code Violation,Garbage in yard,1312 S CLAREMONT AVE,60608.0,1160802.51012842,1893946.64170789,25.0,12.0,28.0,41.864682001801455,-87.68516900565784,"(41.86468200180145, -87.68516900565784)",2014-06-01
62843,06/01/2014,Completed,06/02/2014,14-00819940,Sanitation Code Violation,Garbage in alley,5806 W 64TH PL,60638.0,1138822.90642045,1861194.41419959,13.0,8.0,64.0,41.7752316872395,-87.76665000180559,"(41.77523168723949, -87.7666500018056)",2014-06-01
