,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
28375,10/23/2012,Completed,11/28/2012,12-01800550,Abandoned Vehicle Complaint,UTK818,Ford,Green,FVI - Outcome,Create Work Order,1.0,6514 S DAN RYAN LOCAL SR,60621.0,,,,,,,,,,2012-10-23
38598,10/01/2012,Completed - Dup,10/01/2012,12-01691015,Abandoned Vehicle Complaint,N222808,(Unlisted Make),Burgundy,FVI - Outcome,Create Work Order,0.0,5858 W GRACE ST,60634.0,1136623.96151011,1924668.69133335,38.0,16.0,15.0,,41.949552901131945,-87.77408343599333,"(41.949552901131945, -87.77408343599333)",2012-10-01
38599,10/01/2012,Completed - Dup,10/11/2012,12-01691220,Abandoned Vehicle Complaint,UNKNOWN,Kia Motors Corp,Silver,FVI - Outcome,Create Work Order,37.0,2732 N MAGNOLIA AVE,60614.0,1167500.78821294,1918278.02556924,32.0,19.0,7.0,27.0,41.93171060091324,-87.6600389004101,"(41.931710600913235, -87.6600389004101)",2012-10-01
38600,10/01/2012,Completed - Dup,10/11/2012,12-01695837,Abandoned Vehicle Complaint,NO LICENSE PLATE,Kia Motors Corp,Silver,FVI - Outcome,Create Work Order,14.0,2732 N MAGNOLIA AVE,60614.0,1167500.78821294,1918278.02556924,32.0,19.0,7.0,27.0,41.93171060091324,-87.6600389004101,"(41.931710600913235, -87.6600389004101)",2012-10-01
38601,10/01/2012,Completed - Dup,10/11/2012,12-01696213,Abandoned Vehicle Complaint,K819141,Honda,Red,FVI - Outcome,Create Work Order,60.0,4132 W ROSCOE ST,60641.0,1148099.59997368,1922279.85797066,30.0,17.0,16.0,,41.94279349347368,-87.73116660510233,"(41.94279349347368, -87.73116660510233)",2012-10-01
38602,10/01/2012,Completed - Dup,10/12/2012,12-01694660,Abandoned Vehicle Complaint,YSN9708,Ford,Red,FVI - Outcome,Create Work Order,56.0,1321 E 50TH ST,60615.0,1185751.00342517,1872109.78638101,4.0,2.0,39.0,,41.80409651957256,-87.5942916181977,"(41.80409651957256, -87.5942916181977)",2012-10-01
38603,10/01/2012,Completed - Dup,10/15/2012,12-01692125,Abandoned Vehicle Complaint,52 187W,Dodge,White,FVI - Outcome,Create Work Order,11.0,5409 S RIDGEWAY AVE,60632.0,1152292.32007305,1868481.11492069,23.0,8.0,62.0,,41.79482234009949,-87.71692750057893,"(41.79482234009949, -87.71692750057893)",2012-10-01
38604,10/01/2012,Completed - Dup,10/15/2012,12-01692227,Abandoned Vehicle Complaint,52 187W,Dodge,White,FVI - Outcome,Create Work Order,11.0,5409 S RIDGEWAY AVE,60632.0,1152292.32007305,1868481.11492069,23.0,8.0,62.0,,41.79482234009949,-87.71692750057893,"(41.79482234009949, -87.71692750057893)",2012-10-01
38605,10/01/2012,Completed - Dup,10/16/2012,12-01691607,Abandoned Vehicle Complaint,G335773,Honda,Silver,,,30.0,4801 S AVERS AVE,60632.0,1151516.5910669,1872520.57768996,14.0,8.0,57.0,39.0,41.80601876568328,-87.7196739628268,"(41.80601876568327, -87.7196739628268)",2012-10-01
38606,10/01/2012,Completed - Dup,10/17/2012,12-01691719,Abandoned Vehicle Complaint,5159452,Oldsmobile,Gold,FVI - Outcome,Create Work Order,32.0,5456 S RIDGEWOOD CT,60615.0,1186235.55001816,1869374.75996732,4.0,2.0,41.0,,41.79645281905166,-87.59272770718775,"(41.79645281905166, -87.59272770718775)",2012-10-01
38607,10/01/2012,Completed - Dup,10/17/2012,12-01694729,Abandoned Vehicle Complaint,00000000,Oldsmobile,Brown,FVI - Outcome,Create Work Order,7.0,5456 S RIDGEWOOD CT,60615.0,1186235.55001816,1869374.75996732,4.0,2.0,41.0,,41.79645281905166,-87.59272770718775,"(41.79645281905166, -87.59272770718775)",2012-10-01
38608,10/01/2012,Completed - Dup,10/17/2012,12-01695322,Abandoned Vehicle Complaint,9554805,Chrysler,Brown,FVI - Outcome,Create Work Order,60.0,7643 S SEELEY AVE,60620.0,1164020.67469646,1853961.58259858,18.0,6.0,71.0,,41.75440695371835,-87.67432071878244,"(41.75440695371835, -87.67432071878243)",2012-10-01
38609,10/01/2012,Completed - Dup,10/17/2012,12-01696170,Abandoned Vehicle Complaint,NO PLATE,Pontiac,Green,FVI - Outcome,Create Work Order,8.0,1409 E 90TH PL,60619.0,1186942.05371862,1845247.28012346,8.0,4.0,48.0,,41.7303589430586,-87.59051765576544,"(41.73035894305859, -87.59051765576544)",2012-10-01
38610,10/01/2012,Completed - Dup,10/22/2012,12-01691012,Abandoned Vehicle Complaint,,,,,,,2359 W ARGYLE ST,60625.0,1159652.88006767,1933142.44768461,47.0,20.0,4.0,,41.97214110271751,-87.68896613343891,"(41.97214110271751, -87.6889661334389)",2012-10-01
38611,10/01/2012,Completed - Dup,10/22/2012,12-01691311,Abandoned Vehicle Complaint,H682520,Ford,Black,FVI - Outcome,Create Work Order,20.0,557 E 92ND PL,60619.0,1181724.27058736,1843769.26658592,6.0,6.0,44.0,,41.726427625400255,-87.60955287376646,"(41.72642762540025, -87.60955287376646)",2012-10-01
38612,10/01/2012,Completed - Dup,10/22/2012,12-01692980,Abandoned Vehicle Complaint,H825224,Ford,White,FVI - Outcome,Create Work Order,10.0,2733 W GREGORY ST,60625.0,1157123.47930802,1936750.79836936,40.0,20.0,4.0,,41.98210381654561,-87.69802654655165,"(41.98210381654561, -87.69802654655165)",2012-10-01
38613,10/01/2012,Completed - Dup,10/22/2012,12-01693195,Abandoned Vehicle Complaint,1417074,Dodge,Red,FVI - Outcome,Create Work Order,17.0,1017 N AVERS AVE,60651.0,1150533.09373212,1906510.64201112,27.0,11.0,23.0,,41.89959905657087,-87.72240006187936,"(41.899599056570864, -87.72240006187934)",2012-10-01
38614,10/01/2012,Completed - Dup,10/22/2012,12-01694770,Abandoned Vehicle Complaint,R146691,Toyota,White,FVI - Outcome,Create Work Order,10.0,5469 S RIDGEWOOD CT,60615.0,1186238.55001816,1869260.95996732,4.0,2.0,41.0,,41.79614420328391,-87.59242570416589,"(41.79614420328391, -87.5924257041659)",2012-10-01
