,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
63518,12/01/2013,Completed,12/02/2013,13-01789545,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,Gold,FVI - Outcome,Vehicle was moved from original address requested,28.0,4213 S MICHIGAN AVE,60653.0,,,3.0,2.0,38.0,,41.817920019706705,-87.62291769745322,"(41.8179200197067, -87.62291769745322)",2013-12-01
63519,12/01/2013,Completed,12/02/2013,13-01789579,Abandoned Vehicle Complaint,7181442,Nissan,Gray,FVI - Outcome,Vehicle was moved from original address requested,15.0,2255 W CULLOM AVE,60618.0,,,47.0,19.0,5.0,,41.959417448238895,-87.68597014915005,"(41.959417448238895, -87.68597014915005)",2013-12-01
63520,12/01/2013,Completed,12/02/2013,13-01790090,Abandoned Vehicle Complaint,521 4377,(Unlisted Make),Beige,FVI - Outcome,Return to Owner - Vehicle,7.0,2739 W GLADYS AVE,60612.0,,,2.0,11.0,27.0,,41.87660612263841,-87.69529513722023,"(41.87660612263841, -87.69529513722023)",2013-12-01
63521,12/01/2013,Completed,12/02/2013,13-01790683,Abandoned Vehicle Complaint,B445656,Ford,Red,FVI - Outcome,Vehicle was moved from original address requested,8.0,847 W CARMEN AVE,60640.0,,,48.0,20.0,3.0,,41.97423191144011,-87.65205321766335,"(41.97423191144011, -87.65205321766334)",2013-12-01
63522,12/01/2013,Completed,12/02/2013,13-01790689,Abandoned Vehicle Complaint,H260237,Volkswagen,Silver,FVI - Outcome,Vehicle was moved from original address requested,20.0,849 W CARMEN AVE,60640.0,,,48.0,20.0,3.0,,41.974231072584665,-87.65213110055595,"(41.974231072584665, -87.65213110055596)",2013-12-01
63523,12/02/2013,Completed,12/02/2013,13-01790894,Abandoned Vehicle Complaint,6265849,Dodge,Blue,FVI - Outcome,Vehicle was moved from original address requested,21.0,2808 W ARTHUR AVE,60645.0,,,50.0,24.0,2.0,,41.999487526015685,-87.70009854322586,"(41.99948752601569, -87.70009854322586)",2013-12-02
63524,12/02/2013,Completed,12/02/2013,13-01791963,Abandoned Vehicle Complaint,L703297,Ford,Silver,FVI - Outcome,Vehicle was moved from original address requested,7.0,8805 S OGLESBY AVE,60617.0,,,8.0,4.0,48.0,,41.735186409597404,-87.56700967733946,"(41.735186409597404, -87.56700967733946)",2013-12-02
63525,12/02/2013,Completed,12/02/2013,13-01792243,Abandoned Vehicle Complaint,767PO60,Isuzu,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,8528 S ESSEX AVE,60617.0,,,7.0,4.0,46.0,,41.73997960133305,-87.5637697629817,"(41.73997960133305, -87.5637697629817)",2013-12-02
63692,12/03/2013,Completed,12/03/2013,13-01796610,Abandoned Vehicle Complaint,L639804,Pontiac,Gray,FVI - Outcome,Vehicle was moved from original address requested,21.0,2321 W 25TH ST,60608.0,,,25.0,10.0,31.0,,41.846510449840004,-87.6838828177865,"(41.84651044984, -87.6838828177865)",2013-12-03
63699,12/02/2013,Completed,12/03/2013,13-01793676,Abandoned Vehicle Complaint,NONE,Dodge,Blue,FVI - Outcome,Vehicle was moved from original address requested,32.0,13347 S AVENUE N,60633.0,,,10.0,4.0,55.0,,41.652272702353464,-87.53852257861601,"(41.65227270235346, -87.53852257861601)",2013-12-02
