,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
81659,06/01/2015,Completed,06/01/2015,15-02385026,Sanitation Code Violation,Other,316 S THROOP ST,60607.0,1167775.88517997,1898578.48988164,27.0,12.0,28.0,41.877244836438045,-87.6594363492983,"(41.877244836438045, -87.65943634929832)",2015-06-01
81660,06/01/2015,Completed,06/01/2015,15-02385959,Sanitation Code Violation,Other,4143 W NEWPORT AVE,60641.0,1148374.20318553,1922741.36218663,30.0,17.0,16.0,41.94394607876809,-87.73005021407928,"(41.94394607876809, -87.73005021407928)",2015-06-01
81715,06/02/2015,Completed,06/02/2015,15-02410215,Sanitation Code Violation,Other,4523 N LOWELL AVE,60630.0,1146414.51589258,1929704.09568639,39.0,17.0,16.0,41.96309001032899,-87.73707514414515,"(41.96309001032899, -87.73707514414514)",2015-06-02
81716,06/02/2015,Completed,06/02/2015,15-02410347,Sanitation Code Violation,Other,5047 N MONTICELLO AVE,60625.0,1151143.6003986,1933268.75958065,39.0,17.0,14.0,41.97278006406004,-87.71959397109569,"(41.97278006406004, -87.71959397109569)",2015-06-02
81717,06/02/2015,Completed,06/02/2015,15-02411567,Sanitation Code Violation,Garbage in yard,345 N CLAREMONT AVE,60612.0,1160684.27001043,1902191.88891435,27.0,12.0,28.0,41.88731016772999,-87.68537455991292,"(41.88731016772999, -87.6853745599129)",2015-06-02
81718,06/02/2015,Completed,06/02/2015,15-02415213,Sanitation Code Violation,Dumpster not being emptied,6056 N CLAREMONT AVE,60659.0,1159555.9693901,1940160.83151596,40.0,24.0,2.0,41.991522661395436,-87.68846912306536,"(41.99152266139544, -87.68846912306536)",2015-06-02
81719,06/02/2015,Completed,06/02/2015,15-02416998,Sanitation Code Violation,Other,4732 N CLARENDON AVE,60640.0,1170055.95197869,1931761.3427990002,46.0,19.0,3.0,41.968250818204325,-87.65009388220831,"(41.96825081820432, -87.65009388220831)",2015-06-02
81720,06/02/2015,Completed,06/02/2015,15-02420155,Sanitation Code Violation,Other,3015 N OAKLEY AVE,60618.0,1160500.90869543,1920036.72001087,32.0,19.0,5.0,41.93628152034663,-87.68555298999244,"(41.936281520346625, -87.68555298999244)",2015-06-02
81722,06/01/2015,Completed - Dup,06/02/2015,15-02401268,Sanitation Code Violation,Garbage in yard,21 E 120TH ST,60628.0,1178531.47539484,1825403.84369693,9.0,5.0,53.0,41.6762075466396,-87.62216714318855,"(41.676207546639596, -87.62216714318855)",2015-06-01
81723,06/01/2015,Completed,06/02/2015,15-02386147,Sanitation Code Violation,Garbage in alley,1637 N ASHLAND AVE,60622.0,1165426.29121649,1910974.39653369,32.0,14.0,24.0,41.91131041599175,-87.66771026966288,"(41.91131041599175, -87.66771026966288)",2015-06-01
