,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
235517,06/01/2015,Completed - Dup,06/01/2015,15-02384739,Street Lights - All/Out,1001 W VERMONT ST,60643.0,1171997.09506617,1819751.72480605,34.0,5.0,53.0,41.660842683452756,-87.64624946153901,"(41.660842683452756, -87.64624946153901)",2015-06-01
235518,06/01/2015,Completed - Dup,06/01/2015,15-02385887,Street Lights - All/Out,3923 W 81ST PL,60652.0,1151657.2127107999,1850249.52911852,18.0,8.0,70.0,41.74495540024285,-87.71988647301598,"(41.74495540024285, -87.71988647301599)",2015-06-01
235519,06/01/2015,Completed - Dup,06/01/2015,15-02385897,Street Lights - All/Out,3900 W 81ST PL,60652.0,1151812.1127108,1850254.02911852,18.0,8.0,70.0,41.74496471730081,-87.71931877131195,"(41.744964717300824, -87.71931877131196)",2015-06-01
235520,06/01/2015,Completed - Dup,06/01/2015,15-02392911,Street Lights - All/Out,8133 S COMMERCIAL AVE,60617.0,1197603.80370853,1851617.35480013,7.0,4.0,46.0,41.747686634629105,-87.5514877595414,"(41.7476866346291, -87.5514877595414)",2015-06-01
235521,06/01/2015,Completed,06/01/2015,15-02384735,Street Lights - All/Out,1200 W 109TH PL,60643.0,1170277.69348558,1832174.72012472,34.0,22.0,75.0,41.69497091665089,-87.65218201166704,"(41.69497091665089, -87.65218201166704)",2015-06-01
235522,06/01/2015,Completed,06/01/2015,15-02385878,Street Lights - All/Out,5921 S MASON AVE,60638.0,1137737.2906288,1864673.23501756,23.0,8.0,64.0,41.78479776345589,-87.77054635207035,"(41.78479776345589, -87.77054635207035)",2015-06-01
235523,06/01/2015,Completed,06/01/2015,15-02390585,Street Lights - All/Out,2200 N SAWYER AVE,60647.0,1154150.70089904,1914434.30212201,32.0,14.0,22.0,41.92103733798471,-87.70904065237316,"(41.92103733798471, -87.70904065237315)",2015-06-01
235524,06/01/2015,Completed,06/01/2015,15-02390950,Street Lights - All/Out,7500 S YALE AVE,60620.0,1175721.56760143,1855089.32038849,6.0,6.0,69.0,41.75773177289318,-87.63156639878164,"(41.75773177289318, -87.63156639878164)",2015-06-01
235569,06/02/2015,Completed - Dup,06/02/2015,15-02414270,Street Lights - All/Out,6100 S WOODLAWN AVE,60637.0,1185264.54979287,1864802.55798654,20.0,3.0,42.0,41.78416683642124,-87.59628785080206,"(41.78416683642124, -87.59628785080206)",2015-06-02
235570,06/02/2015,Completed - Dup,06/02/2015,15-02415594,Street Lights - All/Out,2147 N SHEFFIELD AVE,60614.0,1169278.67901164,1914457.31479353,43.0,18.0,7.0,41.920784825800084,-87.65345651371786,"(41.92078482580008, -87.65345651371786)",2015-06-02
235571,06/02/2015,Completed,06/02/2015,15-02409498,Street Lights - All/Out,345 E NORTH WATER ST,60611.0,1178743.23990556,1903139.84999931,42.0,18.0,8.0,41.889518080117895,-87.61902835739764,"(41.8895180801179, -87.61902835739764)",2015-06-02
235572,06/02/2015,Completed,06/02/2015,15-02409557,Street Lights - All/Out,2000 N SHEFFIELD AVE,60614.0,1169310.65861184,1913480.96302393,43.0,18.0,7.0,41.91810496870922,-87.65336745819224,"(41.918104968709216, -87.65336745819224)",2015-06-02
235573,06/02/2015,Completed,06/02/2015,15-02409630,Street Lights - All/Out,1400 W 21ST PL,60608.0,1167366.12699052,1889855.85989427,25.0,12.0,31.0,41.853318028821676,-87.66119161244282,"(41.85331802882167, -87.66119161244282)",2015-06-02
235574,06/02/2015,Completed,06/02/2015,15-02409631,Street Lights - All/Out,2014 S ALLPORT ST,60608.0,1168350.90758937,1890473.09217736,25.0,12.0,31.0,41.85499055819646,-87.65755931277815,"(41.85499055819646, -87.65755931277815)",2015-06-02
235575,06/02/2015,Completed,06/02/2015,15-02409635,Street Lights - All/Out,1910 W 17TH ST,60608.0,1163911.48987731,1891755.24717385,25.0,12.0,31.0,41.85860363333543,-87.67381775612945,"(41.85860363333543, -87.67381775612945)",2015-06-02
235576,06/02/2015,Completed,06/02/2015,15-02420438,Street Lights - All/Out,10500 S NORMAL AVE,60628.0,1174814.82927296,1835271.54052473,34.0,22.0,49.0,41.70336939114897,-87.63547832373865,"(41.70336939114897, -87.63547832373865)",2015-06-02
235577,06/02/2015,Completed,06/02/2015,15-02425236,Street Lights - All/Out,7001 S BELL AVE,60636.0,1162607.43447223,1858196.5200886002,17.0,8.0,66.0,41.76654188317846,-87.6795416394977,"(41.76654188317846, -87.67954163949771)",2015-06-02
235579,06/01/2015,Completed - Dup,06/02/2015,15-02395710,Street Lights - All/Out,7300 S ALBANY AVE,60629.0,1156969.41407882,1856052.25186828,18.0,8.0,66.0,41.76077342283432,-87.7002651235135,"(41.76077342283432, -87.70026512351352)",2015-06-01
235580,06/01/2015,Completed - Dup,06/02/2015,15-02396998,Street Lights - All/Out,5650 N GLENWOOD AVE,60660.0,1165957.9299793998,1937751.01000851,48.0,20.0,77.0,41.98477534742426,-87.66499016117376,"(41.984775347424254, -87.66499016117376)",2015-06-01
235581,06/01/2015,Completed - Dup,06/02/2015,15-02397053,Street Lights - All/Out,6700 S LANGLEY AVE,60637.0,1182045.05556946,1860741.6651307999,20.0,3.0,42.0,41.77309848755715,-87.60821716419848,"(41.77309848755715, -87.60821716419848)",2015-06-01
