Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
09/01/2010,Completed - Dup,01/13/2011,10-01409374,Tree Trim,,3801 W 68TH PL,60629.0,1152211.38198139,1858912.80342942,13.0,8.0,65.0,41.76871800568624,-87.71762870191108,"(41.76871800568624, -87.71762870191108)",2010-09-01
09/01/2010,Completed - Dup,01/13/2011,10-01409394,Tree Trim,,3930 W 69TH ST,60629.0,1151354.85419964,1858557.59743412,13.0,8.0,65.0,41.7677600456063,-87.7207776190213,"(41.7677600456063, -87.7207776190213)",2010-09-01
09/01/2010,Completed - Dup,01/13/2011,10-01409414,Tree Trim,,6801 S KEDVALE AVE,60629.0,1149875.26807677,1859177.70718348,13.0,8.0,65.0,41.76949051696104,-87.72618499297924,"(41.76949051696105, -87.72618499297923)",2010-09-01
09/01/2010,Completed - Dup,01/14/2011,10-01408709,Tree Trim,Parkway,5037 N KEDVALE AVE,60630.0,1147807.90328869,1933149.01942844,39.0,17.0,13.0,41.972516408815174,-87.73186319193717,"(41.972516408815174, -87.73186319193715)",2010-09-01
09/01/2010,Completed - Dup,01/20/2011,10-01410670,Tree Trim,Parkway,1650 W ERIE ST,60622.0,1165612.84437495,1904428.24158667,1.0,13.0,24.0,41.89334333853903,-87.66721167098501,"(41.893343338539026, -87.66721167098501)",2010-09-01
09/01/2010,Completed - Dup,01/27/2011,10-01413767,Tree Trim,Parkway,4958 S LECLAIRE AVE,60638.0,1143197.43999977,1871271.68509594,23.0,8.0,56.0,41.80280518263892,-87.75036271843058,"(41.80280518263892, -87.75036271843058)",2010-09-01
09/01/2010,Completed - Dup,02/06/2013,10-01409625,Tree Trim,Parkway,614 N LOCKWOOD AVE,,1140920.22182894,1903552.74451675,37.0,15.0,25.0,41.89143111094319,-87.75792119747881,"(41.89143111094319, -87.75792119747881)",2010-09-01
09/01/2010,Completed - Dup,02/22/2011,10-01409819,Tree Trim,Parkway,3013 W WALNUT ST,60612.0,1156256.67850837,1901481.11610509,2.0,13.0,27.0,41.88545033039133,-87.70165323570788,"(41.88545033039133, -87.70165323570788)",2010-09-01
09/01/2010,Completed - Dup,02/28/2011,10-01409576,Tree Trim,,4020 W 58TH ST,60629.0,1150559.5203783,1865837.03460266,13.0,8.0,62.0,41.78775148639911,-87.72350369265713,"(41.78775148639911, -87.72350369265712)",2010-09-01
09/01/2010,Completed - Dup,02/28/2011,10-01410139,Tree Trim,Parkway,1901 N MAUD AVE,60614.0,1168817.59640526,1912745.00929471,32.0,18.0,7.0,41.91609618409152,-87.65520036784667,"(41.916096184091515, -87.65520036784667)",2010-09-01
