,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
369400,09/01/2015,Completed,09/01/2015,15-04498747,Pothole in Street,Final Outcome,Pothole Patched,16.0,4800 W RACE AVE,60644.0,1144264.15206557,1903228.78640693,28.0,15.0,25.0,,41.890588764136794,-87.7456843264276,"(41.8905887641368, -87.7456843264276)",2015-09-01
369401,09/01/2015,Completed,09/01/2015,15-04498825,Pothole in Street,Final Outcome,Pothole Patched,10.0,4900 W KINZIE ST,60644.0,1143629.84997003,1902278.92031755,37.0,15.0,25.0,,41.8879933653067,-87.74812654807394,"(41.8879933653067, -87.74812654807394)",2015-09-01
369402,09/01/2015,Completed,09/01/2015,15-04503608,Pothole in Street,Final Outcome,Pothole Patched,40.0,10300 S KEDZIE AVE,60655.0,1156826.3649863,1836156.22253378,19.0,22.0,74.0,,41.70608295954268,-87.70146671843929,"(41.70608295954268, -87.70146671843929)",2015-09-01
369403,09/01/2015,Completed,09/01/2015,15-04504153,Pothole in Street,Final Outcome,CDOT Pavement Cave-In Survey Transfer Outcome,0.0,7044 N ROCKWELL ST,60645.0,1157738.8600036001,1946743.38998718,50.0,24.0,2.0,,42.0098818098277,-87.69512088196055,"(42.009881809827704, -87.69512088196055)",2015-09-01
369404,09/01/2015,Completed,09/01/2015,15-04504428,Pothole in Street,Final Outcome,Pothole Patched,67.0,3100 W SHERWIN AVE,60645.0,1154522.53257996,1948546.6940733,50.0,24.0,2.0,,42.01474397676397,-87.70684487529098,"(42.014743976763974, -87.70684487529098)",2015-09-01
369405,09/01/2015,Completed,09/01/2015,15-04504444,Pothole in Street,Final Outcome,Pothole Patched,9.0,2957 W GREENLEAF AVE,60645.0,1155421.91647026,1946602.12988213,50.0,24.0,2.0,,42.009155444467495,-87.70431138305374,"(42.009155444467495, -87.70431138305374)",2015-09-01
369406,09/01/2015,Completed,09/01/2015,15-04504616,Pothole in Street,Final Outcome,No Potholes Found,0.0,2250 W ESTES AVE,60645.0,1160157.19718945,1947303.09298229,50.0,24.0,2.0,,42.01113143776399,-87.68804262725513,"(42.011131437763986, -87.68804262725514)",2015-09-01
369559,09/02/2015,Completed,09/02/2015,15-04529235,Pothole in Street,Final Outcome,Pothole Patched,74.0,9600 S CALUMET AVE,60628.0,1180272.32752194,1841394.96690654,9.0,5.0,49.0,,41.719956860849905,-87.61545176164053,"(41.71995686084991, -87.61545176164053)",2015-09-02
369560,09/02/2015,Completed,09/02/2015,15-04529242,Pothole in Street,Final Outcome,Pothole Patched,10.0,9500 S CALUMET AVE,60628.0,1180254.18019727,1842058.66978151,9.0,5.0,49.0,,41.72177814052617,-87.61549746756985,"(41.72177814052617, -87.61549746756984)",2015-09-02
369561,09/02/2015,Completed,09/02/2015,15-04529335,Pothole in Street,Final Outcome,Pothole Patched,8.0,2000 W 65TH ST,60636.0,1164145.88541169,1861548.03270864,16.0,7.0,67.0,,41.77581559895508,-87.67387200147085,"(41.77581559895508, -87.67387200147084)",2015-09-02
369562,09/02/2015,Completed,09/02/2015,15-04529560,Pothole in Street,Final Outcome,Pothole Patched,9.0,4228 W WELLINGTON AVE,60641.0,1147339.16811789,1919601.81231783,31.0,25.0,20.0,,41.93548928984561,-87.73401247151457,"(41.935489289845606, -87.73401247151456)",2015-09-02
369563,09/02/2015,Completed,09/02/2015,15-04529570,Pothole in Street,Final Outcome,Pothole Patched,15.0,2952 N KENOSHA AVE,60641.0,1147360.56811789,1919289.01231783,31.0,25.0,20.0,,41.93509164379986,-87.73402427364498,"(41.93509164379986, -87.73402427364499)",2015-09-02
369686,09/03/2015,Completed - Dup,09/03/2015,15-04540272,Pothole in Street,,,,3320 S THROOP ST,60608.0,1168286.6314972,1882596.69718584,11.0,9.0,60.0,,41.832892292930076,-87.65804181756698,"(41.832892292930076, -87.65804181756698)",2015-09-03
369687,09/03/2015,Completed - Dup,09/03/2015,15-04540273,Pothole in Street,,,,3409 S RACINE AVE,60608.0,1168881.10931503,1882138.11032307,11.0,9.0,60.0,,41.83206127914962,-87.65571442468668,"(41.83206127914962, -87.65571442468668)",2015-09-03
369688,09/03/2015,Completed - Dup,09/03/2015,15-04548610,Pothole in Street,,,,6373 N NOKOMIS AVE,60646.0,1140113.23507651,1941869.66999678,39.0,16.0,12.0,,41.99655140645104,-87.75980598228529,"(41.99655140645104, -87.7598059822853)",2015-09-03
