,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
58471,09/03/2013,Completed - Dup,09/03/2013,13-01273422,Abandoned Vehicle Complaint,1723219,Pontiac,Black,FVI - Outcome,Create Work Order,10.0,133 N LONG AVE,60644.0,1140312.19008671,1900568.52000763,28.0,15.0,25.0,,41.883296836557676,-87.76007881592457,"(41.883296836557676, -87.76007881592456)",2013-09-03
58472,09/03/2013,Completed,09/03/2013,13-01273264,Abandoned Vehicle Complaint,H725893,Pontiac,Gray,FVI - Outcome,Vehicle was moved from original address requested,14.0,10900 S AVENUE G,60617.0,,,10.0,4.0,52.0,,41.69718099993078,-87.53180584117187,"(41.69718099993078, -87.53180584117187)",2013-09-03
58474,09/01/2013,Completed,09/03/2013,13-01265569,Abandoned Vehicle Complaint,1723219,Pontiac,Black,FVI - Outcome,Return to Owner - Vehicle,20.0,133 N LONG AVE,60644.0,,,28.0,15.0,25.0,,41.883296836557676,-87.76007881592457,"(41.883296836557676, -87.76007881592456)",2013-09-01
58475,09/01/2013,Completed,09/03/2013,13-01265887,Abandoned Vehicle Complaint,110072,Legacy Unknown,Black,FVI - Outcome,Vehicle was moved from original address requested,7.0,5300 W ROSCOE ST,60641.0,,,38.0,16.0,15.0,,41.94242804954533,-87.75938688706634,"(41.94242804954533, -87.75938688706634)",2013-09-01
58476,09/01/2013,Completed,09/03/2013,13-01266137,Abandoned Vehicle Complaint,BBR0344,Buick,Blue,FVI - Outcome,Vehicle was moved from original address requested,14.0,2522 W HIRSCH ST,60622.0,,,26.0,14.0,24.0,,41.90674147301193,-87.69058306904058,"(41.90674147301193, -87.69058306904058)",2013-09-01
58477,09/01/2013,Completed,09/03/2013,13-01266840,Abandoned Vehicle Complaint,9631034,Pontiac,Blue,FVI - Outcome,Vehicle was moved from original address requested,14.0,3246 W WASHINGTON BLVD,60624.0,,,28.0,11.0,27.0,,41.88288465692385,-87.70793717879369,"(41.88288465692385, -87.70793717879369)",2013-09-01
58478,09/02/2013,Completed,09/03/2013,13-01267846,Abandoned Vehicle Complaint,R489639,Plymouth,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,60.0,121 N KILDARE AVE,60624.0,,,28.0,11.0,26.0,,41.8827231186223,-87.73294259962856,"(41.882723118622295, -87.73294259962856)",2013-09-02
58479,09/02/2013,Completed,09/03/2013,13-01268182,Abandoned Vehicle Complaint,L338523,Cadillac,White,FVI - Outcome,Vehicle was moved from original address requested,7.0,8749 S CLYDE AVE,60617.0,,,8.0,4.0,48.0,,41.73573052633035,-87.57311696169565,"(41.73573052633035, -87.57311696169565)",2013-09-02
58480,09/02/2013,Completed,09/03/2013,13-01268429,Abandoned Vehicle Complaint,R415515,Dodge,Silver,FVI - Outcome,Return to Owner - Vehicle,18.0,3513 W MADISON ST,60624.0,,,28.0,11.0,27.0,,41.880767879474675,-87.71415050522295,"(41.88076787947468, -87.71415050522296)",2013-09-02
58533,09/04/2013,Completed,09/04/2013,13-01281731,Abandoned Vehicle Complaint,000000,Toyota,Blue,FVI - Outcome,Vehicle was moved from original address requested,27.0,13413 S AVENUE K,60633.0,,,10.0,4.0,55.0,,41.65142266348189,-87.53488093766445,"(41.65142266348189, -87.53488093766445)",2013-09-04
58534,09/03/2013,Completed,09/04/2013,13-01272356,Abandoned Vehicle Complaint,K993182,Chevrolet,Black,FVI - Outcome,Vehicle was moved from original address requested,14.0,3835 S CALUMET AVE,60653.0,,,3.0,2.0,35.0,,41.824586734591286,-87.61808161174584,"(41.824586734591286, -87.61808161174584)",2013-09-03
58535,09/03/2013,Completed,09/04/2013,13-01273636,Abandoned Vehicle Complaint,R20 8104,Oldsmobile,Gray,FVI - Outcome,Vehicle was moved from original address requested,0.0,10709 S INDIANA AVE,60628.0,,,9.0,5.0,49.0,,41.69968594932714,-87.61829630747107,"(41.69968594932714, -87.61829630747107)",2013-09-03
