Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
09/04/2013,Completed,09/04/2013,13-01288099,Tree Trim,,1607 S THROOP ST,60608.0,1167966.15001125,1892148.89098729,25.0,12.0,31.0,41.85959739547333,-87.6589232238114,"(41.85959739547333, -87.6589232238114)",2013-09-04
09/04/2013,Completed,09/04/2013,13-01288102,Tree Trim,,1615 S THROOP ST,60608.0,1167967.65001125,1892095.39098729,25.0,12.0,31.0,41.85945055458266,-87.65891926036845,"(41.85945055458266, -87.65891926036844)",2013-09-04
09/04/2013,Completed,09/04/2013,13-01288108,Tree Trim,,1615 S THROOP ST,60608.0,1167967.65001125,1892095.39098729,25.0,12.0,31.0,41.85945055458266,-87.65891926036845,"(41.85945055458266, -87.65891926036844)",2013-09-04
09/04/2013,Completed,09/04/2013,13-01288112,Tree Trim,,1617 S THROOP ST,60608.0,1167968.05001125,1892082.09098729,25.0,12.0,31.0,41.85941404962693,-87.65891817558035,"(41.85941404962693, -87.65891817558034)",2013-09-04
09/04/2013,Completed,09/04/2013,13-01288198,Tree Trim,,3837 S WESTERN BLVD,60609.0,1161156.00407701,1879163.97642649,11.0,9.0,59.0,41.824109464301465,-87.68428144849712,"(41.82410946430146, -87.68428144849712)",2013-09-04
09/03/2013,Completed - Dup,09/04/2013,13-01275792,Tree Trim,Parkway,6200 S RACINE AVE,60636.0,1169382.48822434,1863673.50080895,16.0,7.0,67.0,41.78142739650104,-87.65455002445292,"(41.78142739650104, -87.6545500244529)",2013-09-03
09/02/2013,Completed - Dup,09/04/2013,13-01267776,Tree Trim,Parkway,5118 N AUSTIN AVE,60630.0,1135200.85423114,1933693.83997575,45.0,16.0,11.0,41.97424496924489,-87.7782093597017,"(41.97424496924489, -87.7782093597017)",2013-09-02
09/02/2013,Completed - Dup,09/04/2013,13-01268219,Tree Trim,Parkway,2143 W CUYLER AVE,60618.0,1161343.17772707,1926882.5562178001,47.0,19.0,5.0,41.95504937883346,-87.68226646107205,"(41.95504937883346, -87.68226646107205)",2013-09-02
09/02/2013,Completed - Dup,09/04/2013,13-01268309,Tree Trim,Parkway,9035 S BISHOP ST,60620.0,1168251.89110021,1844829.58769304,21.0,22.0,73.0,41.72974157022232,-87.65923637216305,"(41.72974157022232, -87.65923637216304)",2013-09-02
09/02/2013,Completed - Dup,09/04/2013,13-01268328,Tree Trim,Parkway,5909 W LELAND AVE,60630.0,1136099.26283104,1930643.57071047,45.0,16.0,15.0,41.96585872664885,-87.77497870265135,"(41.96585872664884, -87.77497870265135)",2013-09-02
09/02/2013,Completed - Dup,09/04/2013,13-01269554,Tree Trim,Parkway,3704 S NORMAL AVE,60609.0,1173568.78387516,1880346.5599182998,11.0,9.0,60.0,41.82708823446864,-87.63870814409559,"(41.82708823446864, -87.6387081440956)",2013-09-02
09/01/2013,Completed - Dup,09/04/2013,13-01265346,Tree Trim,Parkway,5307 W QUINCY ST,60644.0,1141005.60089656,1898488.11210716,29.0,15.0,25.0,41.8775315552529,-87.75773239419027,"(41.877531555252894, -87.75773239419027)",2013-09-01
09/01/2013,Completed - Dup,09/04/2013,13-01265353,Tree Trim,Parkway,5313 W QUINCY ST,60644.0,1140972.10089656,1898487.31210716,29.0,15.0,25.0,41.87752997639485,-87.75785541869413,"(41.87752997639484, -87.75785541869412)",2013-09-01
09/09/2013,Completed,09/09/2013,13-01315602,Tree Trim,,2024 W MARQUETTE RD,60636.0,1163916.22999523,1860219.40178764,15.0,7.0,67.0,41.772065548809955,-87.67468760801806,"(41.77206554880995, -87.67468760801806)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315616,Tree Trim,,7001 S DAMEN AVE,60636.0,1164233.82811171,1858227.63622161,17.0,7.0,67.0,41.76659319162889,-87.6735793926812,"(41.76659319162889, -87.6735793926812)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315916,Tree Trim,,1225 W 117TH ST,60643.0,1170163.40107061,1827192.72841076,34.0,5.0,53.0,41.681301994847146,-87.65274458133754,"(41.681301994847146, -87.65274458133754)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315919,Tree Trim,,11659 S THROOP ST,60643.0,1169758.60370641,1827450.04042598,34.0,5.0,53.0,41.68201686757223,-87.65421893219902,"(41.68201686757223, -87.65421893219902)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315922,Tree Trim,,11701 S THROOP ST,60643.0,1169767.10370641,1827175.84042598,34.0,5.0,53.0,41.68126423290281,-87.65419572933574,"(41.681264232902805, -87.65419572933575)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315923,Tree Trim,,11658 S THROOP ST,60643.0,1169758.40370641,1827456.74042598,34.0,5.0,53.0,41.682035257821326,-87.65421947099121,"(41.68203525782133, -87.65421947099121)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315926,Tree Trim,,11659 S ADA ST,60643.0,1169426.1801172,1827441.41682358,34.0,5.0,53.0,41.682000387067,-87.65543604283934,"(41.682000387067, -87.65543604283934)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315927,Tree Trim,,1325 W 117TH ST,60643.0,1169489.9801172,1827175.21682358,34.0,5.0,53.0,41.68126851164868,-87.65521016777845,"(41.68126851164868, -87.65521016777846)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315935,Tree Trim,,11701 S LOOMIS ST,60643.0,1169102.24490702,1827158.1872279998,34.0,5.0,53.0,41.68123014540985,-87.6566299760116,"(41.681230145409856, -87.6566299760116)",2013-09-09
09/09/2013,Completed,09/09/2013,13-01315940,Tree Trim,,11658 S LOOMIS ST,60643.0,1169093.64490702,1827439.287228,34.0,5.0,53.0,41.68200171672513,-87.65665337491896,"(41.68200171672513, -87.65665337491895)",2013-09-09
