Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
08/01/2011,Completed - Dup,01/05/2012,11-03506209,Tree Trim,Vacant Lot,5940 S LAFLIN ST,60636.0,1167351.54370349,1865340.84686838,15.0,7.0,67.0,41.78604655235989,-87.66194820186243,"(41.786046552359885, -87.66194820186243)",2011-08-01
08/01/2011,Completed - Dup,01/06/2012,11-03506339,Tree Trim,Parkway,2045 W SCHOOL ST,60618.0,1162035.02019109,1921905.12841007,32.0,19.0,5.0,41.94137659562517,-87.67986263281122,"(41.941376595625165, -87.67986263281122)",2011-08-01
08/01/2011,Completed - Dup,01/07/2013,11-03504034,Tree Trim,Parkway,9000 S OGLESBY AVE,60617.0,1193403.25312657,1845754.49628304,7.0,4.0,48.0,41.73170214736422,-87.56707083103151,"(41.73170214736422, -87.56707083103151)",2011-08-01
08/01/2011,Completed - Dup,01/07/2013,11-03505012,Tree Trim,Alley,9000 S OGLESBY AVE,60617.0,1193403.25312657,1845754.49628304,7.0,4.0,48.0,41.73170214736422,-87.56707083103151,"(41.73170214736422, -87.56707083103151)",2011-08-01
08/01/2011,Completed - Dup,01/09/2013,11-03504788,Tree Trim,,4315 N MOODY AVE,60634.0,1134575.24061804,1928068.739306,38.0,16.0,15.0,41.95882025211457,-87.78064339330605,"(41.95882025211457, -87.78064339330604)",2011-08-01
08/01/2011,Completed - Dup,01/17/2012,11-03508397,Tree Trim,Parkway,3853 N GREENVIEW AVE,60613.0,1165388.34300682,1925670.96102417,44.0,19.0,6.0,41.95163941403627,-87.6674303484915,"(41.95163941403627, -87.6674303484915)",2011-08-01
08/01/2011,Completed - Dup,01/19/2012,11-03505137,Tree Trim,Parkway,4744 W WASHINGTON BLVD,60644.0,1144742.80378076,1900080.83878497,28.0,11.0,25.0,41.881832592711184,-87.74397005227121,"(41.881832592711184, -87.74397005227122)",2011-08-01
08/01/2011,Completed - Dup,01/20/2012,11-03507259,Tree Trim,Parkway,4352 S SACRAMENTO AVE,60632.0,1157085.96390614,1875637.55497699,14.0,9.0,58.0,41.81451591987236,-87.69930862218011,"(41.81451591987236, -87.69930862218011)",2011-08-01
08/01/2011,Completed - Dup,01/26/2012,11-03503335,Tree Trim,Parkway,1321 W FILLMORE ST,60607.0,1167731.27578436,1895420.9498819,2.0,12.0,28.0,41.86858125765625,-87.65969112907854,"(41.86858125765625, -87.65969112907855)",2011-08-01
08/01/2011,Completed - Dup,02/08/2012,11-03505186,Tree Trim,Parkway,7625 W BRYN MAWR AVE,60631.0,1124398.23983281,1936274.33409097,41.0,16.0,10.0,41.98151133933874,-87.81787741771414,"(41.981511339338745, -87.81787741771414)",2011-08-01
08/01/2011,Completed - Dup,02/29/2012,11-03504833,Tree Trim,Parkway,11419 S CALUMET AVE,60628.0,1180618.61107985,1829233.3339181999,9.0,5.0,49.0,41.68666869629655,-87.61441080945782,"(41.68666869629655, -87.61441080945781)",2011-08-01
08/01/2011,Completed - Dup,03/12/2012,11-03504814,Tree Trim,Parkway,13177 S VERNON AVE,,1181547.92758282,1817992.68999094,9.0,5.0,54.0,41.65580137882786,-87.61135352374437,"(41.65580137882786, -87.61135352374437)",2011-08-01
08/01/2011,Completed - Dup,04/09/2012,11-03504408,Tree Trim,Parkway,9833 S MERRILL AVE,60617.0,1192395.20446661,1840175.62261982,7.0,4.0,51.0,41.716417743353546,-87.57094464403015,"(41.71641774335355, -87.57094464403015)",2011-08-01
08/01/2011,Completed - Dup,04/09/2012,11-03504421,Tree Trim,Parkway,9832 S MERRILL AVE,60617.0,1192395.10446661,1840181.92261982,7.0,4.0,51.0,41.7164350336188,-87.57094480595909,"(41.716435033618794, -87.57094480595909)",2011-08-01
08/01/2011,Completed - Dup,04/17/2012,11-03507827,Tree Trim,Parkway,1760 W WALLEN AVE,60626.0,1163402.36222982,1944217.55011052,49.0,24.0,1.0,42.00257406030155,-87.67420617519899,"(42.00257406030155, -87.674206175199)",2011-08-01
08/01/2011,Completed - Dup,04/23/2012,11-03507165,Tree Trim,Parkway,2542 W 100TH PL,60655.0,1161122.99583396,1837918.55991874,19.0,22.0,72.0,41.71092679706025,-87.68554217160904,"(41.71092679706026, -87.68554217160903)",2011-08-01
08/01/2011,Completed - Dup,04/26/2012,11-03503581,Tree Trim,Parkway,4514 N ARTESIAN AVE,60625.0,1159225.40416785,1929900.13131002,47.0,19.0,4.0,41.963373655057566,-87.68996849816881,"(41.96337365505757, -87.68996849816882)",2011-08-01
08/01/2011,Completed - Dup,05/08/2012,11-03504831,Tree Trim,Parkway,9229 S KINGSTON AVE,60617.0,1194776.22607026,1844263.55048375,7.0,4.0,48.0,41.72757720805532,-87.56209012734938,"(41.72757720805532, -87.56209012734938)",2011-08-01
08/01/2011,Completed - Dup,08/09/2011,11-03505047,Tree Trim,Parkway,4726 W POLK ST,60644.0,1145006.03778644,1895945.04151366,24.0,11.0,25.0,41.87047849660403,-87.74310788504705,"(41.87047849660403, -87.74310788504705)",2011-08-01
08/01/2011,Completed - Dup,08/22/2011,11-03507922,Tree Trim,Parkway,6800 N BELL AVE,60645.0,1160214.96000073,1945114.33099298,50.0,24.0,2.0,42.005101588195636,-87.6859074056221,"(42.005101588195636, -87.68590740562209)",2011-08-01
08/01/2011,Completed - Dup,09/12/2011,11-03507221,Tree Trim,,8410 S ESCANABA AVE,60617.0,1196947.60003234,1849765.99009641,10.0,4.0,46.0,41.742622685901004,-87.55395368018905,"(41.74262268590101, -87.55395368018907)",2011-08-01
08/01/2011,Completed - Dup,09/14/2012,11-03504389,Tree Trim,Parkway,7133 N MCALPIN AVE,60646.0,1135180.4223254,1946809.98380106,41.0,16.0,12.0,42.01023711912581,-87.77797170457116,"(42.010237119125804, -87.77797170457116)",2011-08-01
