,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
24999,08/05/2011,Completed,08/12/2011,11-03538287,Abandoned Vehicle Complaint,G53 7166,Cadillac,Silver,FVI - Outcome,Vehicle was moved from original address requested,7.0,3750 N RECREATION DR XR,60657.0,,,,,,,,,,2011-08-05
31772,08/01/2011,Completed - Dup,08/03/2011,11-03504524,Abandoned Vehicle Complaint,64512W,Chevrolet,Tan,FVI - Outcome,Create Work Order,,1842 N RIDGEWAY AVE,60647.0,1151085.04002812,1912028.05001489,26.0,25.0,22.0,,41.91493667323084,-87.72052787002434,"(41.91493667323084, -87.72052787002434)",2011-08-01
31773,08/01/2011,Completed - Dup,08/03/2011,11-03508364,Abandoned Vehicle Complaint,NONE THREE ABANDONED CARS IN ALLEY,Geo/Metro,Blue,FVI - Outcome,Create Work Order,,6148 N NAGLE AVE,60646.0,1132617.02186747,1940379.19996653,41.0,16.0,10.0,,41.992761538168224,-87.78769831830799,"(41.99276153816823, -87.78769831830799)",2011-08-01
31774,08/01/2011,Completed - Dup,08/08/2011,11-03499965,Abandoned Vehicle Complaint,,,,,,,411 E LOWER WACKER DR,60601.0,1179232.26297533,1902384.42172984,42.0,1.0,32.0,,41.88732708585129,-87.61699278766251,"(41.88732708585129, -87.61699278766251)",2011-08-01
31775,08/01/2011,Completed - Dup,08/12/2011,11-03501709,Abandoned Vehicle Complaint,212330,Ford,Gray,FVI - Outcome,Create Work Order,37.0,3023 W CORTLAND ST,60647.0,1155734.63950118,1912465.98827917,26.0,14.0,22.0,,41.915492608226906,-87.70339156047702,"(41.915492608226906, -87.70339156047702)",2011-08-01
31776,08/01/2011,Completed - Dup,08/12/2011,11-03503093,Abandoned Vehicle Complaint,212-3330,Ford,Black,FVI - Outcome,Create Work Order,,3023 W CORTLAND ST,60647.0,1155734.63950118,1912465.98827917,26.0,14.0,22.0,,41.915492608226906,-87.70339156047702,"(41.915492608226906, -87.70339156047702)",2011-08-01
31777,08/01/2011,Completed - Dup,08/23/2011,11-03499934,Abandoned Vehicle Complaint,,,,,,,410 E LOWER WACKER DR,60601.0,1179227.66297533,1902384.62172984,42.0,1.0,32.0,,41.88754612321257,-87.61697308804341,"(41.88754612321258, -87.6169730880434)",2011-08-01
31778,08/01/2011,Completed - Dup,09/27/2011,11-03508294,Abandoned Vehicle Complaint,604-ZDG  TENN PLATE,Dodge,White,FVI - Outcome,Create Work Order,,1624 N FRANCISCO AVE,60647.0,1156884.73018248,1910693.85720418,35.0,14.0,24.0,,41.91098408576809,-87.69925305615361,"(41.910984085768085, -87.69925305615361)",2011-08-01
31779,08/01/2011,Completed,08/01/2011,11-03503441,Abandoned Vehicle Complaint,A923161,Chevrolet,White,FVI - Outcome,Return to Owner - Vehicle,90.0,3645 S WOOD ST,60609.0,,,11.0,9.0,59.0,,41.827365648462965,-87.67017216763894,"(41.82736564846297, -87.67017216763894)",2011-08-01
31780,08/01/2011,Completed,08/02/2011,11-03500490,Abandoned Vehicle Complaint,F872883,Nissan,Gray,FVI - Outcome,Return to Owner - Vehicle,30.0,4127 N MAPLEWOOD AVE,60618.0,,,47.0,19.0,5.0,,41.95665406342918,-87.69199633612931,"(41.95665406342918, -87.69199633612931)",2011-08-01
