Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
05/01/2012,Completed - Dup,01/14/2013,12-00847419,Tree Trim,Parkway,10758 S MAPLEWOOD AVE,60655.0,1161289.91152985,1833204.20221923,19.0,22.0,75.0,41.69798633182194,-87.68506085330156,"(41.69798633182194, -87.68506085330156)",2012-05-01
05/01/2012,Completed - Dup,02/01/2013,12-00842961,Tree Trim,Parkway,3903 N LAWNDALE AVE,60618.0,1151030.20306711,1925691.67737745,33.0,17.0,16.0,41.951990257104356,-87.7202103277981,"(41.95199025710436, -87.72021032779809)",2012-05-01
05/01/2012,Completed - Dup,02/01/2013,12-00844181,Tree Trim,Parkway,2526 W LYNDALE ST,60647.0,1159242.15901386,1914987.79988299,1.0,14.0,22.0,41.922452941432255,-87.69031818438147,"(41.922452941432255, -87.69031818438147)",2012-05-01
05/01/2012,Completed - Dup,02/12/2013,12-00843142,Tree Trim,Parkway,4900 N NATOMA AVE,60656.0,1131235.03026853,1932187.01190134,41.0,16.0,10.0,41.97017967633073,-87.79282805940777,"(41.970179676330744, -87.79282805940777)",2012-05-01
05/01/2012,Completed - Dup,02/14/2013,12-00842940,Tree Trim,Parkway,7758 S RHODES AVE,60619.0,1181248.03153328,1853687.1488043999,6.0,6.0,69.0,41.75375856882538,-87.61135587898889,"(41.75375856882538, -87.61135587898889)",2012-05-01
05/01/2012,Completed - Dup,02/19/2013,12-00847522,Tree Trim,Parkway,827 S KEELER AVE,60624.0,1148516.47227226,1895992.53579347,24.0,11.0,26.0,41.87054186751598,-87.73021857059227,"(41.870541867515975, -87.73021857059227)",2012-05-01
05/01/2012,Completed - Dup,03/11/2013,12-00845344,Tree Trim,Parkway,3517 N OKETO AVE,60634.0,1126152.341493,1922493.00818082,36.0,16.0,17.0,41.94366468641836,-87.81173473633284,"(41.94366468641836, -87.81173473633284)",2012-05-01
05/01/2012,Completed - Dup,05/01/2012,12-00843905,Tree Trim,Parkway,13529 S AVENUE K,60633.0,1202426.55677812,1815913.7173026002,10.0,4.0,55.0,41.64959118907238,-87.53502880467859,"(41.64959118907238, -87.53502880467859)",2012-05-01
05/01/2012,Completed - Dup,05/01/2012,12-00845924,Tree Trim,,1918 W FARRAGUT AVE,60640.0,1162868.17511248,1934887.8956694999,40.0,20.0,4.0,41.97698445359769,-87.676434672743,"(41.97698445359769, -87.676434672743)",2012-05-01
05/01/2012,Completed - Dup,05/01/2012,12-00846530,Tree Trim,,6419 S OAK PARK AVE,60638.0,1132198.02257615,1861121.31756748,23.0,8.0,64.0,41.77514832299271,-87.79093826025999,"(41.775148322992706, -87.79093826025999)",2012-05-01
05/01/2012,Completed - Dup,05/01/2012,12-00846582,Tree Trim,,2457 N LOTUS AVE,60639.0,1139637.18730618,1915805.42266976,30.0,25.0,19.0,41.92507739318365,-87.76233369978556,"(41.92507739318365, -87.76233369978556)",2012-05-01
05/01/2012,Completed - Dup,05/02/2012,12-00847736,Tree Trim,Parkway,5257 S NASHVILLE AVE,60638.0,1133270.67806981,1868997.08428797,23.0,8.0,56.0,41.79674225903825,-87.7868224340907,"(41.79674225903825, -87.78682243409068)",2012-05-01
05/01/2012,Completed - Dup,05/02/2012,12-00847738,Tree Trim,Parkway,5257 S NASHVILLE AVE,60638.0,1133270.67806981,1868997.08428797,23.0,8.0,56.0,41.79674225903825,-87.7868224340907,"(41.79674225903825, -87.78682243409068)",2012-05-01
05/01/2012,Completed - Dup,05/02/2012,12-00847752,Tree Trim,Parkway,5257 S NASHVILLE AVE,60638.0,1133270.67806981,1868997.08428797,23.0,8.0,56.0,41.79674225903825,-87.7868224340907,"(41.79674225903825, -87.78682243409068)",2012-05-01
05/01/2012,Completed - Dup,05/02/2012,12-00847753,Tree Trim,Parkway,5257 S NASHVILLE AVE,60638.0,1133270.67806981,1868997.08428797,23.0,8.0,56.0,41.79674225903825,-87.7868224340907,"(41.79674225903825, -87.78682243409068)",2012-05-01
05/01/2012,Completed - Dup,05/22/2012,12-00844961,Tree Trim,Parkway,1641 W BALMORAL AVE,60640.0,1164411.03338929,1935928.68151794,40.0,20.0,77.0,41.97980780006456,-87.6707313082365,"(41.97980780006456, -87.6707313082365)",2012-05-01
05/01/2012,Completed - Dup,06/05/2012,12-00846516,Tree Trim,Parkway,5325 W PATTERSON AVE,60641.0,1140211.42722363,1923753.6966046002,38.0,16.0,15.0,41.94687775060329,-87.76002833967398,"(41.94687775060329, -87.76002833967398)",2012-05-01
05/01/2012,Completed - Dup,06/05/2012,12-00846528,Tree Trim,Parkway,5333 W PATTERSON AVE,60641.0,1140157.42722363,1923752.3966046001,38.0,16.0,15.0,41.946875174244425,-87.76022686284153,"(41.94687517424442, -87.76022686284153)",2012-05-01
05/01/2012,Completed - Dup,06/06/2012,12-00843454,Tree Trim,Parkway,1723 N PARKSIDE AVE,60639.0,1138450.6362148998,1910815.29052073,29.0,25.0,25.0,41.911405505226,-87.76681482634453,"(41.911405505226, -87.76681482634453)",2012-05-01
05/01/2012,Completed - Dup,06/08/2012,12-00842978,Tree Trim,Parkway,12625 S EDBROOKE AVE,60628.0,1179509.50842297,1820996.53080419,9.0,5.0,53.0,41.664091000578274,-87.6187210998547,"(41.664091000578274, -87.61872109985471)",2012-05-01
05/01/2012,Completed - Dup,06/08/2012,12-00845101,Tree Trim,Parkway,7139 S PAXTON AVE,60649.0,1192122.92889615,1858037.03962106,5.0,3.0,43.0,41.76543768292668,-87.57136261366209,"(41.76543768292668, -87.5713626136621)",2012-05-01
05/01/2012,Completed - Dup,06/08/2012,12-00846919,Tree Trim,Parkway,8000 S SPAULDING AVE,60652.0,1155882.84077504,1851369.66000652,18.0,8.0,70.0,41.74794551402561,-87.7043729720313,"(41.74794551402561, -87.70437297203128)",2012-05-01
05/01/2012,Completed - Dup,06/21/2012,12-00843674,Tree Trim,Parkway,3437 N NOTTINGHAM AVE,60634.0,1128142.70471861,1922026.71938178,36.0,16.0,17.0,41.942351666484335,-87.80442951778089,"(41.942351666484335, -87.80442951778089)",2012-05-01
05/01/2012,Completed - Dup,06/26/2012,12-00845624,Tree Trim,Parkway,4132 W 87TH ST,60652.0,1150268.03051092,1846537.09487203,18.0,8.0,70.0,41.73479488353343,-87.72507285986387,"(41.73479488353343, -87.72507285986387)",2012-05-01
05/01/2012,Completed - Dup,07/11/2012,12-00844033,Tree Trim,Parkway,6743 S JUSTINE ST,60636.0,1167167.04601065,1859951.01510288,17.0,7.0,67.0,41.771260125718214,-87.66277875995668,"(41.771260125718214, -87.66277875995668)",2012-05-01
05/01/2012,Completed - Dup,11/01/2012,12-00842068,Tree Trim,Parkway,1444 W RASCHER AVE,60640.0,1165579.97003166,1936294.68000109,48.0,20.0,77.0,41.98078721842978,-87.6664219562841,"(41.98078721842978, -87.66642195628411)",2012-05-01
05/01/2012,Completed - Dup,12/11/2012,12-00845531,Tree Trim,Parkway,2505 N CALIFORNIA AVE,60647.0,1157284.51567314,1916551.15257913,35.0,14.0,22.0,41.92678295471145,-87.69746859089723,"(41.926782954711456, -87.69746859089723)",2012-05-01
05/01/2012,Completed - Dup,12/12/2012,12-00847670,Tree Trim,Parkway,1501 E 56TH ST,60637.0,1187238.87996958,1868167.7700071,5.0,2.0,41.0,41.79335457043978,-87.58894247851856,"(41.79335457043978, -87.58894247851856)",2012-05-01
05/01/2012,Completed,01/17/2013,12-00844419,Tree Trim,Parkway,7818 S WOODLAWN AVE,60619.0,1185576.40998824,1853397.63002946,8.0,4.0,45.0,41.75286333253614,-87.59550317145225,"(41.75286333253613, -87.59550317145225)",2012-05-01
05/01/2012,Completed,01/18/2013,12-00845297,Tree Trim,Alley,8048 S EUCLID AVE,60617.0,1190596.71289874,1851993.58568261,8.0,4.0,46.0,41.74889089493039,-87.57715128332491,"(41.74889089493039, -87.5771512833249)",2012-05-01
05/01/2012,Completed,01/23/2013,12-00844348,Tree Trim,Parkway,5144 S MELVINA AVE,60638.0,1135908.8600040001,1869821.03049238,23.0,8.0,56.0,41.798956879124844,-87.77712818417456,"(41.79895687912484, -87.77712818417456)",2012-05-01
05/01/2012,Completed,01/25/2013,12-00844820,Tree Trim,Parkway,10831 S PRAIRIE AVE,60628.0,1179836.76482407,1833199.18208645,9.0,5.0,49.0,41.69756941255519,-87.6171522912179,"(41.69756941255519, -87.6171522912179)",2012-05-01
05/01/2012,Completed,02/19/2013,12-00844486,Tree Trim,Parkway,5118 N NORMANDY AVE,60656.0,1130917.01772089,1933621.17742558,41.0,16.0,10.0,41.97412066924282,-87.79396422913194,"(41.97412066924282, -87.79396422913194)",2012-05-01
05/01/2012,Completed,03/05/2013,12-00844652,Tree Trim,,6438 S HARVARD AVE,60621.0,1175171.94008154,1862291.36706955,20.0,7.0,68.0,41.77750730015939,-87.63336590514099,"(41.77750730015939, -87.63336590514099)",2012-05-01
05/01/2012,Completed,03/12/2013,12-00842964,Tree Trim,Parkway,2727 S AVERS AVE,60623.0,1151148.65687903,1885595.69150931,22.0,10.0,30.0,41.841960522359024,-87.72082715626871,"(41.84196052235902, -87.7208271562687)",2012-05-01
