SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date
Vacant/Abandoned Building,09-01718815,10/01/2009,,,Building is Open / Unsecure,,Vacant,,,2811,W,63RD,ST,60629.0,1158794.78470215,1862749.92752269,15.0,8.0,66.0,41.779115772542745,-87.69339234975851,"(41.77911577254275, -87.69339234975851)",2009-10-01
Vacant/Abandoned Building,09-01719208,10/01/2009,,,Building is Open / Unsecure,SIDE,Vacant,,True,5422,S,ASHLAND,AVE,60609.0,1166590.58360489,1868908.03101741,16.0,9.0,61.0,41.79585161016613,-87.6646365288347,"(41.795851610166125, -87.6646365288347)",2009-10-01
Vacant/Abandoned Building,09-01719955,10/01/2009,,,Building is Open / Unsecure,REAR,Vacant,,,11332,S,EDBROOKE,AVE,60628.0,1179213.95842981,1830071.18958258,9.0,5.0,49.0,41.6889999457992,-87.61952756371645,"(41.688999945799196, -87.61952756371645)",2009-10-01
Vacant/Abandoned Building,09-01720532,10/01/2009,,,Building is Open / Unsecure,FRONT AND REAR,Vacant,,,3625,W,GRENSHAW,ST,60624.0,1152548.82399319,1894808.44160372,24.0,11.0,29.0,41.86721388201864,-87.71544564771355,"(41.86721388201864, -87.71544564771355)",2009-10-01
Vacant/Abandoned Building,09-01726567,10/02/2009,,,Building is Open / Unsecure,FRONT DOOR,Vacant,,,13154,S,VERNON,AVE,60827.0,1181493.52758282,1817825.78999094,9.0,5.0,54.0,41.655344629487026,-87.61155769007324,"(41.65534462948702, -87.61155769007325)",2009-10-02
Vacant/Abandoned Building,09-01728451,10/02/2009,,,Building is Open / Unsecure,,Vacant,,,3012,W,ARTHINGTON,ST,60612.0,1156503.70321692,1895888.71691042,28.0,11.0,27.0,41.870099237872964,-87.70089743831335,"(41.87009923787296, -87.70089743831335)",2009-10-02
Vacant/Abandoned Building,09-01728773,10/02/2009,,,Building is Open / Unsecure,REAR,Vacant,,True,6609,S,RHODES,AVE,60637.0,1181035.49369864,1861372.47010717,20.0,3.0,42.0,41.77485277698914,-87.61189853412728,"(41.77485277698914, -87.61189853412728)",2009-10-02
Vacant/Abandoned Building,09-01735619,10/05/2009,,,Building is Open / Unsecure,FRONT AND REAR DOORS.. THIS IS THE 2ND REQUEST FOR THIS SERVICE.. CALLER IS CONCERNED FOR THE RESIDENT'S SAFETY..,Vacant,,True,6756,S,ABERDEEN,ST,60621.0,1170154.99706724,1859715.31486982,17.0,7.0,68.0,41.770548885692385,-87.65183283398875,"(41.77054888569238, -87.65183283398873)",2009-10-05
Vacant/Abandoned Building,09-01741903,10/05/2009,,,Building is Open / Unsecure,FRONT DOOR,Vacant,,True,9038,S,MARSHFIELD,AVE,60620.0,1166918.23871982,1845005.39401431,21.0,22.0,73.0,41.730252566564864,-87.66411692190927,"(41.73025256656487, -87.66411692190928)",2009-10-05
Vacant/Abandoned Building,09-01744394,10/06/2009,,,Building is Open / Unsecure,FRONT,Vacant,,,11611,S,ASHLAND,AVE,60643.0,1167760.62856768,1827793.7799692,34.0,5.0,53.0,41.68300313272865,-87.66152286958437,"(41.68300313272865, -87.66152286958437)",2009-10-06
Vacant/Abandoned Building,09-01749218,10/06/2009,,,Building is Open / Unsecure,FRONT AND REAR,Vacant,,False,9644,S,YALE,AVE,60628.0,1176305.51010634,1841279.25287796,21.0,5.0,49.0,41.71982211362667,-87.62984005968065,"(41.71982211362667, -87.62984005968065)",2009-10-06
