,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
230762,02/02/2015,Completed,02/03/2015,15-00194979,Street Lights - All/Out,3500 S HALSTED ST,60609.0,1171541.78647147,1881664.82597413,11.0,9.0,60.0,41.830750410812136,-87.64610614514675,"(41.83075041081214, -87.64610614514675)",2015-02-02
230763,02/03/2015,Completed - Dup,02/03/2015,15-00196521,Street Lights - All/Out,600 W 127TH ST,60628.0,1174622.77366893,1820652.61840776,9.0,5.0,53.0,41.66325704636076,-87.63661449368134,"(41.66325704636076, -87.63661449368135)",2015-02-03
230764,02/03/2015,Completed - Dup,02/03/2015,15-00197637,Street Lights - All/Out,4800 S UNION AVE,60609.0,1172440.09213145,1873048.17220587,11.0,9.0,61.0,41.807085722549154,-87.64306420822113,"(41.80708572254916, -87.64306420822113)",2015-02-03
230765,02/03/2015,Completed,02/03/2015,15-00196520,Street Lights - All/Out,12700 S WALLACE ST,60628.0,1174622.77366893,1820652.61840776,9.0,5.0,53.0,41.66325704636076,-87.63661449368134,"(41.66325704636076, -87.63661449368135)",2015-02-03
230766,02/03/2015,Completed,02/03/2015,15-00196874,Street Lights - All/Out,1600 S PRAIRIE AVE,60616.0,1178334.09162443,1892465.16062407,2.0,1.0,33.0,41.86023547499994,-87.62085631007763,"(41.86023547499994, -87.62085631007763)",2015-02-03
230767,02/03/2015,Completed,02/03/2015,15-00204972,Street Lights - All/Out,4801 S STATE ST,60609.0,1177082.81357663,1873199.31012859,3.0,2.0,38.0,41.807396874401604,-87.62603167952206,"(41.8073968744016, -87.62603167952207)",2015-02-03
230779,02/01/2015,Completed,02/03/2015,15-00185055,Street Lights - All/Out,12700 S PARNELL AVE,60628.0,1174946.53997302,1820653.98002888,9.0,5.0,53.0,41.66325359456315,-87.63542963060968,"(41.66325359456316, -87.63542963060968)",2015-02-01
230780,02/01/2015,Completed,02/03/2015,15-00187102,Street Lights - All/Out,600 W NORTH AVE,60610.0,1172035.88519786,1910919.97476876,43.0,18.0,7.0,41.91101775988186,-87.643430578885,"(41.91101775988186, -87.643430578885)",2015-02-01
230781,02/02/2015,Completed - Dup,02/03/2015,15-00187711,Street Lights - All/Out,600 W NORTH AVE,60610.0,1172035.88519786,1910919.97476876,43.0,18.0,7.0,41.91101775988186,-87.643430578885,"(41.91101775988186, -87.643430578885)",2015-02-02
230782,02/02/2015,Completed - Dup,02/03/2015,15-00194697,Street Lights - All/Out,1600 E 83RD ST,60617.0,1188367.35158515,1850266.51627116,8.0,4.0,45.0,41.744205125624035,-87.5853753793429,"(41.744205125624035, -87.58537537934289)",2015-02-02
230783,02/02/2015,Completed,02/03/2015,15-00187712,Street Lights - All/Out,700 W NORTH AVE,60610.0,1171378.98987736,1910892.05147844,43.0,18.0,7.0,41.910955610450756,-87.64584458746141,"(41.91095561045076, -87.64584458746141)",2015-02-02
230784,02/02/2015,Completed,02/03/2015,15-00188208,Street Lights - All/Out,4233 W MONROE ST,60624.0,1148182.66639719,1899324.85312293,28.0,11.0,26.0,41.87969256373971,-87.73135829147863,"(41.87969256373971, -87.73135829147864)",2015-02-02
230785,02/02/2015,Completed,02/03/2015,15-00189994,Street Lights - All/Out,5807 W 59TH ST,60638.0,1138655.7490778,1864860.06157922,13.0,8.0,64.0,41.78529390248463,-87.76717431723856,"(41.785293902484625, -87.76717431723856)",2015-02-02
230786,02/02/2015,Completed,02/03/2015,15-00194322,Street Lights - All/Out,2200 N KARLOV AVE,60639.0,1148689.82401659,1914306.96423309,31.0,25.0,20.0,41.92079524874532,-87.72910860647394,"(41.92079524874532, -87.72910860647393)",2015-02-02
230787,02/02/2015,Completed,02/03/2015,15-00194343,Street Lights - All/Out,1700 E 83RD ST,60617.0,1189039.47231789,1850285.01519526,8.0,4.0,45.0,41.74423983055205,-87.58291210408117,"(41.74423983055205, -87.58291210408117)",2015-02-02
230788,02/02/2015,Completed,02/03/2015,15-00194358,Street Lights - All/Out,7931 S DORCHESTER AVE,60619.0,1186918.5900657,1852681.48777062,8.0,4.0,45.0,41.7508664783289,-87.59060734092236,"(41.750866478328895, -87.59060734092236)",2015-02-02
230789,02/02/2015,Completed,02/03/2015,15-00194825,Street Lights - All/Out,4800 S UNION AVE,60609.0,1172440.09213145,1873048.17220587,11.0,9.0,61.0,41.807085722549154,-87.64306420822113,"(41.80708572254916, -87.64306420822113)",2015-02-02
230817,02/03/2015,Completed,02/04/2015,15-00196360,Street Lights - All/Out,600 W HARRISON ST,60607.0,1172417.44538126,1897568.07567879,2.0,1.0,28.0,41.874370920673904,-87.64242384003181,"(41.874370920673904, -87.64242384003182)",2015-02-03
230818,02/03/2015,Completed,02/04/2015,15-00196361,Street Lights - All/Out,300 N STATE ST,60654.0,1176305.95490992,1902374.25198164,42.0,18.0,8.0,41.88747256454026,-87.62800209608477,"(41.88747256454026, -87.62800209608477)",2015-02-03
230819,02/03/2015,Completed,02/04/2015,15-00196376,Street Lights - All/Out,3700 N HARLEM AVE,60634.0,1127416.96900226,1923655.32998029,36.0,16.0,17.0,41.94683302441097,-87.807060230371,"(41.94683302441097, -87.807060230371)",2015-02-03
