,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
75059,02/01/2015,Completed,02/03/2015,15-00185598,Sanitation Code Violation,Other,6700 S KEATING AVE,60629.0,1145997.55960077,1859757.03251314,13.0,8.0,65.0,41.77115452231134,-87.74038449600985,"(41.77115452231134, -87.74038449600985)",2015-02-01
75060,02/02/2015,Completed,02/03/2015,15-00189297,Sanitation Code Violation,Other,2121 N KOSTNER AVE,60639.0,1146709.28419582,1913833.71011174,30.0,25.0,20.0,41.91953465564222,-87.73639770684167,"(41.91953465564222, -87.73639770684167)",2015-02-02
75061,02/02/2015,Completed,02/03/2015,15-00194309,Sanitation Code Violation,Other,1700 S MILLER ST,60608.0,1169785.51009428,1892247.7251078999,25.0,12.0,31.0,41.85982919414072,-87.65224204569931,"(41.85982919414073, -87.65224204569931)",2015-02-02
75068,02/03/2015,Completed,02/04/2015,15-00200856,Sanitation Code Violation,Garbage in yard,1053 W LAWRENCE AVE,60640.0,1168284.46751085,1932044.27218381,46.0,19.0,3.0,41.969065765656346,-87.65659926750217,"(41.969065765656346, -87.65659926750217)",2015-02-03
75069,02/03/2015,Completed,02/04/2015,15-00204955,Sanitation Code Violation,Other,6600 S KARLOV AVE,60629.0,1150176.46620983,1860513.70250476,13.0,8.0,65.0,41.773150865979645,-87.72504628600069,"(41.77315086597965, -87.72504628600069)",2015-02-03
75070,02/03/2015,Completed,02/04/2015,15-00205863,Sanitation Code Violation,Other,3844 W 61ST ST,60629.0,1151788.81237988,1863879.64743355,13.0,8.0,65.0,41.78235610069611,-87.71904760476355,"(41.78235610069611, -87.71904760476355)",2015-02-03
75073,02/03/2015,Completed,02/05/2015,15-00201119,Sanitation Code Violation,Other,5004 N RIDGEWAY AVE,60625.0,1150486.46622798,1932989.41788131,39.0,17.0,14.0,41.97202642521511,-87.72201773200571,"(41.97202642521511, -87.72201773200572)",2015-02-03
75074,02/03/2015,Completed,02/05/2015,15-00202686,Sanitation Code Violation,Other,5100 W BARRY AVE,60641.0,1141828.99548432,1920131.6719807999,30.0,25.0,19.0,41.93690872496524,-87.75417249830527,"(41.936908724965235, -87.75417249830527)",2015-02-03
75075,02/03/2015,Completed,02/05/2015,15-00204321,Sanitation Code Violation,Other,4800 N AVERS AVE,60625.0,1149852.2916123,1931620.06630763,39.0,17.0,14.0,41.96828122623197,-87.72438549932859,"(41.968281226231966, -87.72438549932859)",2015-02-03
75076,02/04/2015,Completed,02/05/2015,15-00209123,Sanitation Code Violation,Other,2140 N KARLOV AVE,60639.0,1148701.47932335,1913909.86121703,30.0,25.0,20.0,41.91970533552142,-87.72907606278008,"(41.91970533552142, -87.72907606278008)",2015-02-04
75077,02/04/2015,Completed,02/05/2015,15-00209926,Sanitation Code Violation,Other,6420 N HAMILTON AVE,60645.0,1160805.28001382,1942603.05881389,50.0,24.0,2.0,41.99819830994065,-87.68380567131598,"(41.99819830994065, -87.68380567131597)",2015-02-04
75078,02/04/2015,Completed,02/05/2015,15-00211402,Sanitation Code Violation,Garbage in yard,1053 W LAWRENCE AVE,60640.0,1168284.46751085,1932044.27218381,46.0,19.0,3.0,41.969065765656346,-87.65659926750217,"(41.969065765656346, -87.65659926750217)",2015-02-04
75079,02/04/2015,Completed,02/05/2015,15-00211729,Sanitation Code Violation,Other,6258 N BELL AVE,60659.0,1160179.96167119,1941590.68009217,50.0,24.0,2.0,41.99543330091263,-87.68613415558248,"(41.99543330091263, -87.68613415558248)",2015-02-04
75080,02/04/2015,Completed,02/05/2015,15-00211778,Sanitation Code Violation,Other,1624 N KILDARE AVE,60639.0,1147475.66598128,1910448.58472571,30.0,25.0,23.0,41.91023086498811,-87.73366884671724,"(41.91023086498811, -87.73366884671724)",2015-02-04
75081,02/04/2015,Completed,02/05/2015,15-00211784,Sanitation Code Violation,Other,2245 W FARWELL AVE,60645.0,1159947.24627589,1945554.8105302,50.0,24.0,2.0,42.00631582848053,-87.68688010468384,"(42.006315828480524, -87.68688010468385)",2015-02-04
75082,02/04/2015,Completed,02/05/2015,15-00212624,Sanitation Code Violation,Other,5700 S KARLOV AVE,60629.0,1150007.21793167,1866489.29173187,13.0,8.0,62.0,41.78955211309918,-87.72551187720127,"(41.78955211309918, -87.72551187720127)",2015-02-04
75083,02/04/2015,Completed,02/05/2015,15-00212906,Sanitation Code Violation,Other,2800 W GREENLEAF AVE,60645.0,1156438.71257138,1946638.95708343,50.0,24.0,2.0,42.009362736591775,-87.69975896961347,"(42.009362736591775, -87.69975896961347)",2015-02-04
75084,02/04/2015,Completed,02/05/2015,15-00213797,Sanitation Code Violation,Other,4725 S HOYNE AVE,60609.0,1163156.15988217,1873321.91308475,12.0,9.0,61.0,41.808036466034864,-87.67710719750308,"(41.80803646603486, -87.67710719750306)",2015-02-04
75085,02/04/2015,Completed,02/05/2015,15-00215615,Sanitation Code Violation,Other,2232 W 24TH ST,60608.0,1161736.13010578,1888039.93663027,25.0,10.0,31.0,41.848454022323814,-87.68190619793423,"(41.84845402232381, -87.68190619793424)",2015-02-04
75091,02/01/2015,Completed,02/05/2015,15-00187392,Sanitation Code Violation,Other,2631 W GREGORY ST,60625.0,1157797.43002915,1936760.67998375,40.0,20.0,4.0,41.98222865066907,-87.69503074302506,"(41.98222865066907, -87.69503074302506)",2015-02-01
75092,02/02/2015,Completed,02/05/2015,15-00193580,Sanitation Code Violation,,7450 N CALIFORNIA AVE,60645.0,1156453.79868798,1949367.55722704,50.0,24.0,2.0,42.01684980141615,-87.69962914225016,"(42.01684980141615, -87.69962914225015)",2015-02-02
75095,02/06/2015,Completed,02/06/2015,15-00223957,Sanitation Code Violation,Other,4800 N AVERS AVE,60625.0,1149852.2916123,1931620.06630763,39.0,17.0,14.0,41.96828122623197,-87.72438549932859,"(41.968281226231966, -87.72438549932859)",2015-02-06
75096,02/06/2015,Completed,02/06/2015,15-00223988,Sanitation Code Violation,Other,1900 N TRIPP AVE,60639.0,1147752.40953414,1912285.48042166,30.0,25.0,20.0,41.91526617496557,-87.73260492618185,"(41.91526617496557, -87.73260492618186)",2015-02-06
75097,02/04/2015,Completed,02/06/2015,15-00216106,Sanitation Code Violation,Other,1700 N CLEVELAND AVE,60614.0,1172670.2749177,1911590.47431405,43.0,18.0,7.0,41.912843618252936,-87.64108019094454,"(41.91284361825294, -87.64108019094455)",2015-02-04
75098,02/05/2015,Completed,02/06/2015,15-00218194,Sanitation Code Violation,Other,5029 S KILBOURN AVE,60632.0,1147220.04001642,1870896.80003261,23.0,8.0,57.0,41.80170062447536,-87.73561937679537,"(41.80170062447536, -87.73561937679537)",2015-02-05
75099,02/05/2015,Completed,02/06/2015,15-00220754,Sanitation Code Violation,Other,3465 N KEDZIE AVE,60618.0,1154437.67098944,1922885.25952599,33.0,17.0,21.0,41.94422167655094,-87.70775969032591,"(41.94422167655094, -87.7077596903259)",2015-02-05
75100,02/05/2015,Completed,02/06/2015,15-00220801,Sanitation Code Violation,,7959 S KILPATRICK AVE,60652.0,1146909.57261476,1851346.847983,13.0,8.0,70.0,41.74805820341786,-87.73725494795346,"(41.74805820341786, -87.73725494795345)",2015-02-05
75101,02/05/2015,Completed,02/06/2015,15-00220899,Sanitation Code Violation,Other,650 W 21ST ST,60616.0,1172133.15988963,1890226.95021294,25.0,12.0,31.0,41.854232602796564,-87.64368412255182,"(41.85423260279656, -87.64368412255183)",2015-02-05
75102,02/05/2015,Completed,02/06/2015,15-00221656,Sanitation Code Violation,Dumpster not being emptied,8500 W CATHERINE AVE,60656.0,1118643.98998404,1934759.97258523,41.0,16.0,76.0,41.97744882772918,-87.83907252576564,"(41.97744882772918, -87.83907252576564)",2015-02-05
75103,02/05/2015,Completed,02/06/2015,15-00222252,Sanitation Code Violation,,5745 S NEW ENGLAND AVE,60638.0,1131375.52758631,1865670.54369766,23.0,8.0,56.0,41.787646465321274,-87.7938488651603,"(41.78764646532127, -87.79384886516029)",2015-02-05
75104,02/05/2015,Completed,02/06/2015,15-00223308,Sanitation Code Violation,Other,1600 N KEDVALE AVE,60639.0,1148475.57528349,1910311.74483117,30.0,25.0,23.0,41.90983612102807,-87.72999907500234,"(41.90983612102807, -87.72999907500235)",2015-02-05
75105,02/05/2015,Completed,02/06/2015,15-00223529,Sanitation Code Violation,Garbage in yard,1053 W LAWRENCE AVE,60640.0,1168284.46751085,1932044.27218381,46.0,19.0,3.0,41.969065765656346,-87.65659926750217,"(41.969065765656346, -87.65659926750217)",2015-02-05
75108,02/01/2015,Completed,02/06/2015,15-00185153,Sanitation Code Violation,Other,856 W FULLERTON AVE,60614.0,1170092.04989653,1916155.75487902,43.0,19.0,7.0,41.92542769618968,-87.65041833755055,"(41.92542769618968, -87.65041833755055)",2015-02-01
75109,02/03/2015,Completed,02/06/2015,15-00197683,Sanitation Code Violation,Other,5600 S NASHVILLE AVE,60638.0,1133339.36520456,1866697.64421706,23.0,8.0,56.0,41.79043097813078,-87.7866241706599,"(41.79043097813078, -87.7866241706599)",2015-02-03
75110,02/06/2015,Completed,02/07/2015,15-00226207,Sanitation Code Violation,Other,1948 W HOOD AVE,60660.0,1162191.04227311,1940757.64687888,40.0,24.0,2.0,41.993105484491814,-87.6787598164581,"(41.993105484491814, -87.6787598164581)",2015-02-06
75111,02/06/2015,Completed,02/07/2015,15-00229047,Sanitation Code Violation,Other,6300 N FRANCISCO AVE,60659.0,1155865.13177856,1941668.54293194,50.0,24.0,2.0,41.99573534969477,-87.70200420365471,"(41.99573534969477, -87.7020042036547)",2015-02-06
75112,02/06/2015,Completed,02/07/2015,15-00229966,Sanitation Code Violation,Other,1900 N TRIPP AVE,60639.0,1147752.40953414,1912285.48042166,30.0,25.0,20.0,41.91526617496557,-87.73260492618185,"(41.91526617496557, -87.73260492618186)",2015-02-06
75113,02/07/2015,Completed,02/07/2015,15-00231117,Sanitation Code Violation,Garbage in yard,1053 W LAWRENCE AVE,60640.0,1168284.46751085,1932044.27218381,46.0,19.0,3.0,41.969065765656346,-87.65659926750217,"(41.969065765656346, -87.65659926750217)",2015-02-07
75114,02/04/2015,Completed,02/07/2015,15-00208895,Sanitation Code Violation,Dog feces in yard,6142 N HAMILTON AVE,60659.0,1160881.61707824,1940731.67992731,40.0,24.0,2.0,41.99306159410699,-87.68357708930553,"(41.99306159410699, -87.68357708930553)",2015-02-04
75115,02/05/2015,Completed,02/07/2015,15-00217990,Sanitation Code Violation,Other,2720 W WINNEMAC AVE,60625.0,1157316.28559916,1933431.25548106,40.0,20.0,4.0,41.973102370815255,-87.69689124951695,"(41.97310237081526, -87.69689124951694)",2015-02-05
75116,02/05/2015,Completed,02/07/2015,15-00221559,Sanitation Code Violation,Other,5923 N ROCKWELL ST,60659.0,1157926.49691526,1939243.1139677,40.0,20.0,2.0,41.989037919224465,-87.69448796806175,"(41.989037919224465, -87.69448796806175)",2015-02-05
75117,02/06/2015,Completed,02/07/2015,15-00224064,Sanitation Code Violation,Garbage in yard,1057 W LAWRENCE AVE,60640.0,1168260.16751085,1932043.67218381,46.0,19.0,3.0,41.96906464590042,-87.65668863519846,"(41.969064645900424, -87.65668863519845)",2015-02-06
75118,02/03/2015,Completed,02/07/2015,15-00204595,Sanitation Code Violation,Other,5000 S CARPENTER ST,60609.0,1170161.21990856,1871658.10191887,16.0,9.0,61.0,41.80332114175731,-87.65146283802315,"(41.80332114175731, -87.65146283802314)",2015-02-03
75119,02/08/2015,Completed - Dup,02/09/2015,15-00236486,Sanitation Code Violation,Other,1444 N CAMPBELL AVE,60622.0,1159477.45377194,1909523.6951889999,26.0,14.0,24.0,41.90745418070374,-87.68960432896179,"(41.90745418070374, -87.6896043289618)",2015-02-08
75120,02/08/2015,Completed,02/09/2015,15-00236462,Sanitation Code Violation,Other,2323 W CULLERTON ST,60608.0,1161193.12752682,1890354.74441896,25.0,12.0,31.0,41.85481737866473,-87.68383479865362,"(41.85481737866473, -87.68383479865362)",2015-02-08
75121,02/08/2015,Completed,02/09/2015,15-00236466,Sanitation Code Violation,Other,2319 W CULLERTON ST,60608.0,1161220.02752682,1890355.34441896,25.0,12.0,31.0,41.854818466725646,-87.68373604728943,"(41.854818466725646, -87.68373604728943)",2015-02-08
75122,02/08/2015,Completed,02/09/2015,15-00236479,Sanitation Code Violation,Other,1438 N CAMPBELL AVE,60622.0,1159478.55377194,1909483.3951889998,26.0,14.0,24.0,41.90734357165989,-87.68960139915438,"(41.907343571659894, -87.68960139915438)",2015-02-08
75123,02/08/2015,Completed,02/09/2015,15-00236847,Sanitation Code Violation,Other,5620 S PULASKI RD,60629.0,1150663.34951101,1866952.20050301,13.0,8.0,62.0,41.790809651166526,-87.72309396683669,"(41.79080965116653, -87.72309396683669)",2015-02-08
75124,02/08/2015,Completed,02/09/2015,15-00237152,Sanitation Code Violation,Dumpster not being emptied,749 N FRANKLIN ST,60654.0,1174189.71119404,1905409.5805198,42.0,18.0,8.0,41.8958491468104,-87.63568287482033,"(41.8958491468104, -87.63568287482033)",2015-02-08
75125,02/08/2015,Completed,02/09/2015,15-00237234,Sanitation Code Violation,Dumpster not being emptied,1642 N HONORE ST,60622.0,1163763.43516982,1910963.13908521,32.0,14.0,24.0,41.91131477325872,-87.67381935721536,"(41.911314773258724, -87.67381935721536)",2015-02-08
75126,02/08/2015,Completed,02/09/2015,15-00238485,Sanitation Code Violation,Other,6200 N FAIRFIELD AVE,60659.0,1156876.81860772,1941041.02999803,50.0,24.0,2.0,41.993992900183294,-87.69829979937784,"(41.99399290018329, -87.69829979937784)",2015-02-08
75127,02/08/2015,Completed,02/09/2015,15-00238562,Sanitation Code Violation,Other,6200 N OAKLEY AVE,60659.0,1159862.85246868,1941114.9428922,50.0,24.0,2.0,41.99413443161953,-87.68731384584144,"(41.99413443161952, -87.68731384584143)",2015-02-08
75128,02/09/2015,Completed - Dup,02/09/2015,15-00241304,Sanitation Code Violation,Dumpster not being emptied,3249 N WESTERN AVE,60618.0,1159767.74271703,1921611.88692421,32.0,19.0,5.0,41.94061904860847,-87.6882038876238,"(41.94061904860847, -87.68820388762379)",2015-02-09
75129,02/09/2015,Completed,02/09/2015,15-00239234,Sanitation Code Violation,Other,2147 W ROSCOE ST,60618.0,1161350.38051354,1922552.8994842,32.0,19.0,5.0,41.943168411500295,-87.68236087252097,"(41.943168411500295, -87.68236087252099)",2015-02-09
75130,02/09/2015,Completed,02/09/2015,15-00239397,Sanitation Code Violation,Dumpster not being emptied,3020 N ASHLAND AVE,60657.0,1165125.56916634,1920201.17182763,32.0,19.0,6.0,41.93663563754621,-87.66855223845488,"(41.93663563754621, -87.66855223845488)",2015-02-09
75131,02/09/2015,Completed,02/09/2015,15-00243351,Sanitation Code Violation,Other,900 W 18TH PL,60608.0,1170874.43037931,1891383.80999077,25.0,12.0,31.0,41.857434768629396,-87.6482702530579,"(41.857434768629396, -87.64827025305789)",2015-02-09
75132,02/09/2015,Completed,02/09/2015,15-00243752,Sanitation Code Violation,Other,2120 S LEAVITT ST,60608.0,1162030.44449649,1889822.86211565,25.0,12.0,31.0,41.853340419338615,-87.68077631873044,"(41.853340419338615, -87.68077631873042)",2015-02-09
75133,02/09/2015,Completed,02/09/2015,15-00244707,Sanitation Code Violation,Garbage in alley,1800 W 18TH ST,60608.0,1164655.03492169,1891440.38202077,25.0,12.0,31.0,41.857723908985896,-87.6710973822108,"(41.857723908985896, -87.67109738221082)",2015-02-09
75134,02/07/2015,Completed,02/09/2015,15-00231819,Sanitation Code Violation,Garbage in alley,1409 W 17TH ST,60608.0,1167249.05059666,1891844.43996991,25.0,12.0,31.0,41.858777382258346,-87.66156421837667,"(41.858777382258346, -87.66156421837667)",2015-02-07
75135,02/07/2015,Completed,02/09/2015,15-00231955,Sanitation Code Violation,Other,2551 N SOUTHPORT AVE,60614.0,1166545.31078305,1917147.11001,32.0,19.0,7.0,41.92822480198622,-87.66342223452997,"(41.92822480198622, -87.66342223452997)",2015-02-07
75136,02/07/2015,Completed,02/09/2015,15-00232015,Sanitation Code Violation,Dumpster not being emptied,673 W ROSCOE ST,60657.0,1171060.93979315,1922807.49078169,44.0,19.0,6.0,41.94365911120378,-87.64666243336558,"(41.943659111203786, -87.64666243336558)",2015-02-07
75137,02/07/2015,Completed,02/09/2015,15-00232278,Sanitation Code Violation,Dumpster not being emptied,837 W WOLFRAM ST,60657.0,1170196.19016678,1919137.80999604,44.0,19.0,6.0,41.933608317722786,-87.64994834379142,"(41.933608317722786, -87.64994834379142)",2015-02-07
