Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
05/01/2010,Completed - Dup,01/27/2011,10-00588201,Tree Trim,Parkway,8552 S LOOMIS BLVD,60620.0,1168489.21501188,1848040.4755895,21.0,6.0,71.0,41.738547608500404,-87.65827472969255,"(41.73854760850041, -87.65827472969255)",2010-05-01
05/01/2010,Completed,01/25/2011,10-00588202,Tree Trim,Vacant Lot,6649 S RHODES AVE,60637.0,1181046.69369864,1861044.67010717,20.0,3.0,42.0,41.773953003671814,-87.61186755789362,"(41.773953003671814, -87.61186755789363)",2010-05-01
05/01/2010,Completed,01/27/2011,10-00587906,Tree Trim,Parkway,8552 S LOOMIS BLVD,60620.0,1168489.21501188,1848040.4755895,21.0,6.0,71.0,41.738547608500404,-87.65827472969255,"(41.73854760850041, -87.65827472969255)",2010-05-01
05/01/2010,Completed,01/27/2011,10-00588206,Tree Trim,Parkway,8556 S LOOMIS BLVD,60620.0,1168490.01501188,1848013.6755895,21.0,6.0,71.0,41.73847404825214,-87.65827256886476,"(41.73847404825214, -87.65827256886476)",2010-05-01
05/01/2010,Completed,02/17/2011,10-00588621,Tree Trim,Parkway,5457 W HUTCHINSON ST,60641.0,1139201.46111157,1927723.03180402,38.0,16.0,15.0,41.95778846191438,-87.76364375254333,"(41.95778846191438, -87.76364375254335)",2010-05-01
05/02/2010,Completed - Dup,01/11/2011,10-00590117,Tree Trim,,3356 W 60TH PL,60629.0,1155052.90788902,1864305.6188041,16.0,8.0,66.0,41.78346041667118,-87.70706901546906,"(41.78346041667118, -87.70706901546906)",2010-05-02
05/02/2010,Completed,01/11/2011,10-00590109,Tree Trim,Parkway,3356 W 60TH PL,60629.0,1155052.90788902,1864305.6188041,16.0,8.0,66.0,41.78346041667118,-87.70706901546906,"(41.78346041667118, -87.70706901546906)",2010-05-02
05/02/2010,Completed,01/14/2011,10-00590751,Tree Trim,Parkway,6152 W LAWRENCE AVE,60630.0,1134484.04478118,1931254.05473262,38.0,16.0,15.0,41.9675626839355,-87.78090317055587,"(41.96756268393549, -87.78090317055587)",2010-05-02
05/02/2010,Completed,01/26/2011,10-00590048,Tree Trim,Parkway,4957 N KEYSTONE AVE,60630.0,1148496.73011628,1932636.43759238,39.0,17.0,14.0,41.971096550267184,-87.72934351474258,"(41.97109655026719, -87.7293435147426)",2010-05-02
05/02/2010,Completed,03/01/2011,10-00589055,Tree Trim,Parkway,6714 S MORGAN ST,60621.0,1170800.87039009,1860302.75413433,17.0,7.0,68.0,41.772146822496154,-87.64944819671587,"(41.77214682249616, -87.64944819671588)",2010-05-02
