,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
53110,06/02/2013,Completed - Dup,06/03/2013,13-00678280,Abandoned Vehicle Complaint,7793727,Chevrolet,White,FVI - Outcome,Create Work Order,180.0,1818 W 17TH ST,60608.0,1164524.28779877,1891770.51799478,25.0,12.0,31.0,,41.85873853611583,-87.67193152532727,"(41.85873853611583, -87.67193152532727)",2013-06-02
53111,06/02/2013,Completed - Dup,06/03/2013,13-00678982,Abandoned Vehicle Complaint,N188690,Buick,Tan,,,30.0,3601 N LEAVITT ST,60618.0,1161055.77438118,1923880.9253841,47.0,19.0,5.0,,41.94689346478425,-87.68326141386524,"(41.946893464784246, -87.68326141386525)",2013-06-02
53112,06/02/2013,Completed - Dup,06/03/2013,13-00679627,Abandoned Vehicle Complaint,2314987,(Unlisted Make),Black,,,12.0,2911 W BERTEAU AVE,60618.0,1156169.70697358,1927767.37068391,33.0,17.0,16.0,,41.95747384294169,-87.70131603771715,"(41.95747384294169, -87.70131603771716)",2013-06-02
53113,06/02/2013,Completed - Dup,06/03/2013,13-00679632,Abandoned Vehicle Complaint,0,Harley-Davidson,Unknown,,,14.0,6506 N ASHLAND AVE,60626.0,1164431.89947383,1943300.83682775,40.0,24.0,1.0,,42.00018307279604,-87.67059539757796,"(42.00018307279604, -87.67059539757796)",2013-06-02
53114,06/03/2013,Completed - Dup,06/03/2013,13-00681132,Abandoned Vehicle Complaint,SRA 687,Pontiac,Red,,,33.0,1531 W ROSCOE ST,60657.0,1165378.46009961,1922654.8663981003,44.0,19.0,6.0,27.0,41.94325260865534,-87.6676101778556,"(41.94325260865534, -87.66761017785558)",2013-06-03
53115,06/03/2013,Completed - Dup,06/03/2013,13-00682094,Abandoned Vehicle Complaint,N773259,Chevrolet,Maroon,,,45.0,3306 N PANAMA AVE,60634.0,1121508.11397001,1920938.98060462,36.0,16.0,17.0,,41.939621231611596,-87.82899296994509,"(41.939621231611596, -87.82899296994508)",2013-06-03
53116,06/03/2013,Completed - Dup,06/03/2013,13-00682197,Abandoned Vehicle Complaint,RZA10,Saturn,White,,,31.0,6130 N HERMITAGE AVE,60660.0,1163654.46942556,1940840.59002972,40.0,24.0,77.0,,41.99377959307653,-87.67353477659759,"(41.99377959307653, -87.67353477659759)",2013-06-03
53117,06/01/2013,Completed - Dup,06/03/2013,13-00675800,Abandoned Vehicle Complaint,7793727,Chevrolet,White,,,180.0,1818 W 17TH ST,60608.0,1164524.28779877,1891770.51799478,25.0,12.0,31.0,,41.85873853611583,-87.67193152532727,"(41.85873853611583, -87.67193152532727)",2013-06-01
53118,06/01/2013,Completed - Dup,06/03/2013,13-00675846,Abandoned Vehicle Complaint,JES500,Buick,Blue,,,25.0,1934 N RUTHERFORD AVE,60707.0,1131109.32410462,1912123.44912777,36.0,25.0,25.0,,41.91554972769228,-87.79391460175573,"(41.91554972769228, -87.79391460175574)",2013-06-01
53119,06/01/2013,Completed - Dup,06/03/2013,13-00676108,Abandoned Vehicle Complaint,N516552,Subaru,Tan,,,10.0,2047 W FARWELL AVE,60645.0,1161140.91848467,1945595.16398178,50.0,24.0,2.0,,42.00629077662876,-87.68255501824692,"(42.00629077662876, -87.68255501824692)",2013-06-01
