,CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,date
162860,06/01/2013,Completed - Dup,06/03/2013,13-00676040,Pot Hole in Street,,,,2330 E 70TH ST,60649.0,1192875.88272448,1858998.45030758,5.0,3.0,43.0,,41.768167405533816,-87.56858688403038,"(41.768167405533816, -87.56858688403037)",2013-06-01
162861,06/01/2013,Completed - Dup,06/03/2013,13-00676883,Pot Hole in Street,,,,3942 W 55TH ST,60632.0,1150925.09968527,1867832.27381976,23.0,8.0,62.0,,41.793323324655816,-87.72240606510363,"(41.793323324655816, -87.72240606510363)",2013-06-01
162862,06/01/2013,Completed,06/03/2013,13-00676153,Pot Hole in Street,Final Outcome,Pothole Patched,12.0,4145 N MANGO AVE,60634.0,1137271.56881559,1926981.46639554,38.0,16.0,15.0,,41.95629852704017,-87.7706256789091,"(41.95629852704017, -87.7706256789091)",2013-06-01
162863,06/01/2013,Completed,06/03/2013,13-00676708,Pot Hole in Street,Final Outcome,Pothole Patched,15.0,5026 N KENNISON AVE,60630.0,1145272.48191621,1933059.9021995,39.0,17.0,14.0,,41.97236601615722,-87.74149243186397,"(41.97236601615722, -87.74149243186399)",2013-06-01
162864,06/01/2013,Completed,06/03/2013,13-00678013,Pot Hole in Street,Final Outcome,Pothole Patched,1.0,5010 N KARLOV AVE,60630.0,1148154.43791529,1932911.06236687,39.0,17.0,13.0,,41.972191796766154,-87.73074913251493,"(41.97219179676616, -87.73074913251493)",2013-06-01
162865,06/02/2013,Completed - Dup,06/03/2013,13-00678607,Pot Hole in Street,,,,1784 E 137TH ST,60633.0,1189627.36322984,1816265.51538421,9.0,5.0,54.0,,41.650706764555565,-87.58119453979866,"(41.65070676455556, -87.58119453979866)",2013-06-02
162866,06/03/2013,Completed - Dup,06/03/2013,13-00681466,Pot Hole in Street,,,,9300 S LONGWOOD DR,60643.0,1165820.35692054,1843222.49231629,19.0,22.0,72.0,,41.72526858397682,-87.66834391082661,"(41.72526858397682, -87.66834391082661)",2013-06-03
162867,06/03/2013,Completed,06/03/2013,13-00684484,Pot Hole in Street,Final Outcome,Pothole Patched,9.0,6900 W CARMEN AVE,60656.0,1129270.99838119,1933472.24886677,41.0,16.0,10.0,,41.973849668246736,-87.80008219426429,"(41.973849668246736, -87.8000821942643)",2013-06-03
162868,06/03/2013,Completed,06/03/2013,13-00684496,Pot Hole in Street,Final Outcome,Pothole Patched,12.0,6400 W CARMEN AVE,60656.0,1132564.95301291,1933529.94540871,41.0,16.0,10.0,,41.97395108279229,-87.78796834014301,"(41.97395108279229, -87.78796834014301)",2013-06-03
162870,06/03/2013,Completed,06/03/2013,13-00684504,Pot Hole in Street,Final Outcome,Pothole Patched,5.0,5000 N NATCHEZ AVE,60656.0,1132229.02180973,1932864.25927604,41.0,16.0,10.0,,41.9721133733574,-87.78930209163455,"(41.97211337335741, -87.78930209163457)",2013-06-03
