,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
26025,09/21/2011,Completed - Dup,09/27/2011,11-03821323,Abandoned Vehicle Complaint,,,,,,,3136 N RIDGEWAY AVE,60618.0,1150944.69972065,1920548.5296338,30.0,25.0,21.0,,41.93820791995987,-87.72081456484379,"(41.93820791995987, -87.72081456484378)",2011-09-21
26089,09/23/2011,Completed,10/28/2011,11-03835822,Abandoned Vehicle Complaint,,,,,,,6200 S STATE ST,60621.0,1177339.49690836,1863903.76061091,20.0,3.0,69.0,,41.78178924408729,-87.62551461362864,"(41.781789244087285, -87.62551461362864)",2011-09-23
26214,09/23/2011,Completed,10/28/2011,11-03836151,Abandoned Vehicle Complaint,L963116,Ford,Red,FVI - Outcome,Need Vehicle Tow Report,18.0,939 W 32ND ST,60608.0,,,11.0,9.0,60.0,,41.83629587617312,-87.65022436605383,"(41.83629587617312, -87.65022436605383)",2011-09-23
35441,09/01/2011,Completed - Dup,09/01/2011,11-03705691,Abandoned Vehicle Complaint,,,,,,,1446 W FULLER ST,60608.0,1167030.05488868,1885893.57509141,11.0,9.0,60.0,,41.842609403650854,-87.66289941083254,"(41.842609403650854, -87.66289941083254)",2011-09-01
35442,09/01/2011,Completed - Dup,09/01/2011,11-03705744,Abandoned Vehicle Complaint,,,,,,,10732 S CALUMET AVE,60628.0,1180480.97418394,1833873.60943047,9.0,5.0,49.0,,41.69896437224346,-87.6149068585751,"(41.69896437224346, -87.6149068585751)",2011-09-01
35443,09/01/2011,Completed - Dup,09/02/2011,11-03707396,Abandoned Vehicle Complaint,X13 2196,Ford,White,FVI - Outcome,Create Work Order,,5403 S RIDGEWAY AVE,60632.0,1152291.12007305,1868521.91492069,23.0,8.0,62.0,,41.79499445765689,-87.71693366685275,"(41.79499445765689, -87.71693366685277)",2011-09-01
35444,09/01/2011,Completed - Dup,09/06/2011,11-03710478,Abandoned Vehicle Complaint,882 4996,Chevrolet,Blue,FVI - Outcome,Create Work Order,,3604 W DICKENS AVE,60647.0,1152009.48829612,1913717.5118288002,26.0,25.0,22.0,,41.91922028529842,-87.71710470853421,"(41.91922028529842, -87.71710470853421)",2011-09-01
35445,09/01/2011,Completed - Dup,09/13/2011,11-03708139,Abandoned Vehicle Complaint,000000,Honda,Black,FVI - Outcome,Create Work Order,35.0,3354 W CUYLER AVE,60618.0,1153302.7852726001,1926741.37989222,33.0,17.0,16.0,,41.954923771299775,-87.71266933443981,"(41.954923771299775, -87.71266933443982)",2011-09-01
35446,09/01/2011,Completed - Dup,09/26/2011,11-03705545,Abandoned Vehicle Complaint,3892102,Ford,Silver,FVI - Outcome,Create Work Order,30.0,3453 W 59TH ST,60629.0,1154285.6599805001,1865278.74060346,16.0,8.0,66.0,,41.786028099410025,-87.71037349136192,"(41.78602809941002, -87.71037349136192)",2011-09-01
35447,09/01/2011,Completed - Dup,09/26/2011,11-03710426,Abandoned Vehicle Complaint,?,Nissan,Multi-Color,FVI - Outcome,Create Work Order,22.0,4558 S SACRAMENTO AVE,60632.0,1157131.65436638,1874273.22857033,14.0,9.0,58.0,,41.81010675455863,-87.69930142816034,"(41.81010675455863, -87.69930142816035)",2011-09-01
