,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
14943,06/30/2011,Completed,09/22/2011,11-03276260,Abandoned Vehicle Complaint,NONE,Ford,Silver,FVI - Outcome,Need Vehicle Tow Report,14.0,3334 W 53RD ST,60632.0,,,14.0,8.0,63.0,,41.79722235056976,-87.70748512120237,"(41.79722235056976, -87.70748512120238)",2011-06-30
24766,06/01/2011,Completed - Dup,06/03/2011,11-02382911,Abandoned Vehicle Complaint,00000000,(Unlisted Make),Gray,FVI - Outcome,Create Work Order,320.0,4418 S LAWLER AVE,60638.0,1143438.15170673,1874869.46677752,23.0,8.0,56.0,,41.81240902114066,-87.74955140539173,"(41.81240902114066, -87.74955140539173)",2011-06-01
24767,06/01/2011,Completed - Dup,06/07/2011,11-02368332,Abandoned Vehicle Complaint,K49 6391,,Maroon,FVI - Outcome,Create Work Order,,3818 N NORDICA AVE,60634.0,1128389.96398608,1924561.31611066,38.0,16.0,17.0,,41.949569536375044,-87.8036214156163,"(41.949569536375044, -87.8036214156163)",2011-06-01
24768,06/01/2011,Completed - Dup,06/07/2011,11-02381620,Abandoned Vehicle Complaint,H886446,(Unlisted Make),Unknown,FVI - Outcome,Create Work Order,13.0,817 N HERMITAGE AVE,60622.0,1164580.12021002,1905574.16520755,1.0,13.0,24.0,29.0,41.896554387722226,-87.6708260875635,"(41.89655438772223, -87.6708260875635)",2011-06-01
24769,06/01/2011,Completed - Dup,06/07/2011,11-02381947,Abandoned Vehicle Complaint,500L848 TEMP PLATE,Chevrolet,Maroon,FVI - Outcome,Create Work Order,,3849 W MAYPOLE AVE,60624.0,1150711.29067235,1900938.98057872,28.0,11.0,26.0,,41.88395656846024,-87.72260957313887,"(41.88395656846024, -87.72260957313888)",2011-06-01
24770,06/01/2011,Completed - Dup,06/14/2011,11-02378017,Abandoned Vehicle Complaint,908 12 P/V,Chevrolet,White,FVI - Outcome,Create Work Order,31.0,5024 N MONTICELLO AVE,60625.0,1151147.1003986,1933125.55958065,39.0,17.0,14.0,,41.97268953927061,-87.71974172209484,"(41.972689539270604, -87.71974172209485)",2011-06-01
24771,06/01/2011,Completed - Dup,06/22/2011,11-02381156,Abandoned Vehicle Complaint,TEMP PLATE  838M304  EXPIRED PLATES LAST YEAR APRIL,Volvo,Gray,FVI - Outcome,Create Work Order,30.0,4627 W ERIE ST,60644.0,1145304.21603065,1903911.90989415,28.0,11.0,25.0,,41.89221894082469,-87.74224277536057,"(41.89221894082469, -87.74224277536057)",2011-06-01
24772,06/01/2011,Completed - Dup,06/22/2011,11-02384680,Abandoned Vehicle Complaint,NK1814,Acura,Black,FVI - Outcome,Create Work Order,,6451 S WOOD ST,60636.0,1165448.79612553,1861902.46142371,15.0,7.0,67.0,,41.776088281939295,-87.66886111645546,"(41.7760882819393, -87.66886111645545)",2011-06-01
24773,06/01/2011,Completed - Dup,07/18/2011,11-02385100,Abandoned Vehicle Complaint,K612875,Dodge,Green,FVI - Outcome,Create Work Order,45.0,1653 W 34TH ST,60608.0,1165792.87990038,1882190.9022926001,11.0,9.0,59.0,,41.83220354064878,-87.66768172306764,"(41.832203540648784, -87.66768172306764)",2011-06-01
24774,06/01/2011,Completed,06/02/2011,11-02370405,Abandoned Vehicle Complaint,NONE,Chrysler,Green,FVI - Outcome,Vehicle was moved from original address requested,15.0,6001 S WOLCOTT AVE,60636.0,,,15.0,7.0,67.0,,41.78474780815154,-87.67147557773895,"(41.78474780815155, -87.67147557773895)",2011-06-01
24775,06/01/2011,Completed,06/02/2011,11-02370578,Abandoned Vehicle Complaint,HAS PLATES,Dodge,Green,FVI - Outcome,Vehicle was moved from original address requested,30.0,1647 W 34TH ST,60608.0,,,11.0,9.0,59.0,,41.8322059171929,-87.66742802030426,"(41.8322059171929, -87.66742802030427)",2011-06-01
24776,06/01/2011,Completed,06/02/2011,11-02371615,Abandoned Vehicle Complaint,978WGX,Chevrolet,Maroon,FVI - Outcome,Vehicle was moved from original address requested,30.0,2713 W 38TH PL,60632.0,,,12.0,9.0,58.0,,41.823626611958716,-87.69275690317406,"(41.82362661195872, -87.69275690317407)",2011-06-01
24777,06/01/2011,Completed,06/02/2011,11-02373478,Abandoned Vehicle Complaint,NONE,Ford,Maroon,FVI - Outcome,Return to Owner - Vehicle,200.0,6552 S SANGAMON ST,60621.0,,,17.0,7.0,68.0,,41.77449724262791,-87.6484400685347,"(41.77449724262791, -87.64844006853471)",2011-06-01
24778,06/01/2011,Completed,06/02/2011,11-02379546,Abandoned Vehicle Complaint,X539822,,Green,FVI - Outcome,Vehicle was moved from original address requested,7.0,6915 N GREENVIEW AVE,60626.0,,,49.0,24.0,1.0,24.0,42.00712205409536,-87.66768821507429,"(42.00712205409536, -87.66768821507429)",2011-06-01
