,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
74189,05/01/2014,Completed,05/01/2014,14-00630116,Abandoned Vehicle Complaint,L725665,Chevrolet,Tan,FVI - Outcome,Vehicle was moved from original address requested,30.0,6420 S LANGLEY AVE,60637.0,,,20.0,3.0,42.0,,41.7778957349404,-87.60847873260073,"(41.7778957349404, -87.60847873260074)",2014-05-01
74301,05/02/2014,Completed,05/02/2014,14-00637500,Abandoned Vehicle Complaint,NONE,Ford,Unknown,FVI - Outcome,Vehicle was moved from original address requested,30.0,2357 S THROOP ST,60608.0,,,25.0,12.0,31.0,,41.848949312893964,-87.65846559620711,"(41.84894931289397, -87.65846559620711)",2014-05-02
74302,05/01/2014,Completed,05/02/2014,14-00630232,Abandoned Vehicle Complaint,21072V,Dodge,Black,FVI - Outcome,Return to Owner - Vehicle,7.0,3742 S HALSTED ST,60609.0,,,11.0,9.0,60.0,,41.82636867746093,-87.646149689869,"(41.82636867746093, -87.646149689869)",2014-05-01
74303,05/01/2014,Completed,05/02/2014,14-00631940,Abandoned Vehicle Complaint,N649793,Cadillac,Gray,FVI - Outcome,Return to Owner - Vehicle,14.0,1447 E 79TH ST,60619.0,,,8.0,4.0,45.0,50.0,41.751351533983886,-87.58871282310034,"(41.75135153398388, -87.58871282310034)",2014-05-01
74304,05/01/2014,Completed,05/02/2014,14-00632172,Abandoned Vehicle Complaint,5758QH,Chevrolet,Red,FVI - Outcome,Vehicle was moved from original address requested,60.0,10521 S AVENUE N,60617.0,,,10.0,4.0,52.0,,41.70391823330753,-87.53876471206642,"(41.703918233307526, -87.53876471206642)",2014-05-01
74305,05/01/2014,Completed,05/02/2014,14-00632185,Abandoned Vehicle Complaint,839ARP,Ford,Blue,FVI - Outcome,Vehicle was moved from original address requested,21.0,10527 S AVENUE N,60617.0,,,10.0,4.0,52.0,,41.70374768713688,-87.53876472644919,"(41.703747687136875, -87.53876472644919)",2014-05-01
74306,05/01/2014,Completed,05/02/2014,14-00632192,Abandoned Vehicle Complaint,566AVC,Nissan,Gray,FVI - Outcome,Vehicle was moved from original address requested,30.0,10528 S AVENUE N,60617.0,,,10.0,4.0,52.0,,41.70369130866519,-87.53905779747095,"(41.70369130866519, -87.53905779747096)",2014-05-01
74307,05/01/2014,Completed,05/02/2014,14-00634302,Abandoned Vehicle Complaint,S882463,Ford,White,FVI - Outcome,Vehicle was moved from original address requested,10.0,1030 E 50TH ST,60615.0,,,4.0,2.0,39.0,,41.80425299819088,-87.60034577160326,"(41.80425299819088, -87.60034577160327)",2014-05-01
74308,05/01/2014,Completed,05/02/2014,14-00635161,Abandoned Vehicle Complaint,N930646,Chevrolet,White,FVI - Outcome,Return to Owner - Vehicle,14.0,7658 S LUELLA AVE,60649.0,,,7.0,4.0,43.0,,41.755404666328104,-87.57010955896273,"(41.7554046663281, -87.57010955896274)",2014-05-01
74309,05/01/2014,Completed - Dup,05/02/2014,14-00629881,Abandoned Vehicle Complaint,S108788,Toyota,Silver,FVI - Outcome,Create Work Order,160.0,5100 N MARINE DR,60640.0,1169589.14167973,1934337.47049539,48.0,20.0,3.0,34.0,41.9753558029658,-87.65189744998881,"(41.9753558029658, -87.65189744998881)",2014-05-01
