,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
11703,03/01/2013,Completed - Dup,03/01/2013,13-00235440,Abandoned Vehicle Complaint,B445656,Ford,Red,,,69.0,834 W CARMEN AVE,60640.0,1169671.65997453,1933980.28996648,48.0,20.0,3.0,34.0,41.9744564496467,-87.65159016439254,"(41.9744564496467, -87.65159016439254)",2013-03-01
11704,03/01/2013,Completed - Dup,03/08/2013,13-00236313,Abandoned Vehicle Complaint,B445656,Ford,Red,,,30.0,840 W CARMEN AVE,60640.0,1169643.05997453,1933979.58996648,48.0,20.0,3.0,34.0,41.97445393387053,-87.65182381389297,"(41.97445393387052, -87.65182381389297)",2013-03-01
11705,03/01/2013,Completed - Dup,03/13/2013,13-00236163,Abandoned Vehicle Complaint,7790977,Honda,Green,FVI - Outcome,Create Work Order,45.0,3001 N ODELL AVE,60707.0,1126566.44001992,1919141.09879908,36.0,25.0,17.0,,41.93453513439852,-87.81014303562455,"(41.934535134398516, -87.81014303562455)",2013-03-01
11706,03/01/2013,Completed - Dup,03/20/2013,13-00235446,Abandoned Vehicle Complaint,L725417,Jeep/Cherokee,White,FVI - Outcome,Create Work Order,30.0,2857 W 38TH ST,60632.0,1157942.20987678,1879313.04340776,12.0,9.0,58.0,,41.824457590085295,-87.69690169859993,"(41.8244575900853, -87.69690169859994)",2013-03-01
11707,03/01/2013,Completed - Dup,03/22/2013,13-00236867,Abandoned Vehicle Complaint,R27,Lincoln,Gold,FVI - Outcome,Create Work Order,60.0,2010 W RACE AVE,60612.0,1162904.96897665,1903751.51692404,26.0,12.0,24.0,29.0,41.89164698497322,-87.67743308493851,"(41.89164698497322, -87.67743308493851)",2013-03-01
11708,03/01/2013,Completed - Dup,03/28/2013,13-00236306,Abandoned Vehicle Complaint,P150003,Kia Motors Corp,Red,FVI - Outcome,Create Work Order,30.0,1624 N SAWYER AVE,60647.0,1154338.50142347,1910609.23151421,26.0,14.0,23.0,,41.910862702000706,-87.70860891565813,"(41.91086270200071, -87.70860891565813)",2013-03-01
11709,03/01/2013,Completed - Dup,04/01/2013,13-00235285,Abandoned Vehicle Complaint,R175934,Toyota,Yellow,FVI - Outcome,Create Work Order,14.0,1148 W NORTH SHORE AVE,60626.0,1167321.93526714,1944657.33138566,49.0,24.0,1.0,54.0,42.00379889648293,-87.66040772014334,"(42.00379889648293, -87.66040772014335)",2013-03-01
11710,03/01/2013,Completed - Dup,04/02/2013,13-00235005,Abandoned Vehicle Complaint,51185628,Nissan,Blue,FVI - Outcome,Create Work Order,60.0,5107 S MAJOR AVE,60638.0,1139226.55993134,1870187.66429515,23.0,8.0,56.0,,41.7997727237679,-87.76480181701548,"(41.7997727237679, -87.76480181701547)",2013-03-01
11711,03/01/2013,Completed - Dup,04/03/2013,13-00237727,Abandoned Vehicle Complaint,7697362,Nissan,White,FVI - Outcome,Create Work Order,20.0,1721 N OAK PARK AVE,60707.0,1130817.96007757,1910700.55473119,36.0,25.0,25.0,,41.911498304041686,-87.79472002933653,"(41.91149830404169, -87.79472002933653)",2013-03-01
11712,03/01/2013,Completed - Dup,04/03/2013,13-00238065,Abandoned Vehicle Complaint,9083,Infiniti/Q45,Gray,FVI - Outcome,Create Work Order,15.0,4742 W BARRY AVE,60641.0,1144116.46360362,1920187.3060152,31.0,25.0,19.0,,41.93712349526111,-87.74609959291077,"(41.937123495261105, -87.74609959291077)",2013-03-01
