,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location,date
33792,10/01/2011,Completed,10/03/2011,11-03883041,Sanitation Code Violation,Overflowing carts,1620 W 38TH ST,60609.0,1166128.1250202,1879531.96519924,11.0,9.0,59.0,41.82501474318418,-87.66602988471729,"(41.82501474318418, -87.66602988471729)",2011-10-01
33793,10/01/2011,Completed,10/03/2011,11-03883043,Sanitation Code Violation,Overflowing carts,1622 W 38TH ST,60609.0,1166115.7250202,1879531.66519924,11.0,9.0,59.0,41.82501418423073,-87.66607538538545,"(41.82501418423073, -87.66607538538545)",2011-10-01
33794,10/01/2011,Completed,10/03/2011,11-03883111,Sanitation Code Violation,Garbage in alley,2545 W FITCH AVE,60645.0,1158072.76637995,1947356.6384258,50.0,24.0,2.0,42.011298735008275,-87.69372704317931,"(42.01129873500827, -87.6937270431793)",2011-10-01
33795,10/01/2011,Completed,10/03/2011,11-03883202,Sanitation Code Violation,Overflowing carts,1034 W 98TH ST,60643.0,1171036.1146168,1839785.78267382,21.0,22.0,73.0,41.715840349265044,-87.64918381315648,"(41.715840349265044, -87.64918381315648)",2011-10-01
33796,10/01/2011,Completed,10/03/2011,11-03883260,Sanitation Code Violation,Dog feces in yard,5520 S NEWLAND AVE,60638.0,1130991.6081754998,1867154.26107564,23.0,8.0,56.0,41.79172466656959,-87.79522252270245,"(41.79172466656959, -87.79522252270246)",2011-10-01
33797,10/01/2011,Completed,10/03/2011,11-03883632,Sanitation Code Violation,Other,329 W 24TH ST,60616.0,1174419.53178156,1888379.45201154,25.0,21.0,34.0,41.849112231111704,-87.63534741740929,"(41.8491122311117, -87.63534741740928)",2011-10-01
33798,10/01/2011,Completed,10/03/2011,11-03883778,Sanitation Code Violation,Other,4022 S PULASKI RD,60632.0,1150353.71350047,1877200.59711232,14.0,8.0,57.0,41.81893877774267,-87.72396291373535,"(41.81893877774267, -87.72396291373535)",2011-10-01
33799,10/01/2011,Completed,10/03/2011,11-03883913,Sanitation Code Violation,Other,6541 S KENNETH AVE,60629.0,1147834.51600391,1860855.58118246,13.0,8.0,65.0,41.77413417234202,-87.7336226883959,"(41.77413417234202, -87.73362268839591)",2011-10-01
33800,10/01/2011,Completed,10/04/2011,11-03883145,Sanitation Code Violation,Garbage in yard,1848 N SHEFFIELD AVE,60614.0,1169347.91651191,1912383.13968835,32.0,18.0,7.0,41.91509167081705,-87.65326255551994,"(41.91509167081705, -87.65326255551994)",2011-10-01
33801,10/01/2011,Completed,10/04/2011,11-03883505,Sanitation Code Violation,Other,2643 W BELMONT AVE,60618.0,1158196.63988996,1921161.5434031002,1.0,14.0,21.0,41.939415576425574,-87.6939905970498,"(41.939415576425574, -87.69399059704982)",2011-10-01
33802,10/01/2011,Completed,10/04/2011,11-03884443,Sanitation Code Violation,Other,500 N ELIZABETH ST,60642.0,1167723.88002166,1903610.47100032,27.0,13.0,24.0,41.891054084083954,-87.65948221872375,"(41.89105408408395, -87.65948221872375)",2011-10-01
33803,10/01/2011,Completed,10/05/2011,11-03883465,Sanitation Code Violation,Overflowing carts,1229 N ASHLAND AVE,60622.0,1165499.28330894,1908363.55782437,1.0,14.0,24.0,41.904144545225776,-87.66751657146818,"(41.90414454522577, -87.66751657146818)",2011-10-01
33804,10/01/2011,Completed,10/07/2011,11-03883794,Sanitation Code Violation,Garbage in alley,3755 N GREENVIEW AVE,60613.0,1165643.63992416,1925026.04260528,44.0,19.0,6.0,41.949864281451156,-87.6665103292881,"(41.94986428145116, -87.66651032928809)",2011-10-01
33805,10/01/2011,Completed,10/07/2011,11-03883862,Sanitation Code Violation,Other,3406 N SOUTHPORT AVE,60657.0,1166365.54780046,1922746.93501306,44.0,19.0,6.0,41.943594861926755,-87.66392212103153,"(41.94359486192676, -87.66392212103153)",2011-10-01
33806,10/01/2011,Completed,10/12/2011,11-03883817,Sanitation Code Violation,Garbage in yard,3216 W DOUGLAS BLVD,60623.0,1155060.65001933,1893274.23832224,24.0,10.0,29.0,41.86295387994379,-87.70626546796551,"(41.86295387994379, -87.70626546796552)",2011-10-01
33807,10/01/2011,Completed,10/12/2011,11-03884402,Sanitation Code Violation,Other,50 E 86TH ST,60619.0,1178252.61906801,1847996.13787631,6.0,6.0,44.0,41.73821021460744,-87.62250522053205,"(41.738210214607435, -87.62250522053205)",2011-10-01
33882,10/02/2011,Completed - Dup,10/03/2011,11-03885193,Sanitation Code Violation,Other,2338 S CANAL ST,60616.0,1173569.91690816,1888657.73823047,25.0,9.0,34.0,41.84989477761003,-87.63845730254566,"(41.84989477761003, -87.63845730254565)",2011-10-02
33883,10/02/2011,Completed,10/03/2011,11-03884499,Sanitation Code Violation,Other,5900 N BROADWAY,60660.0,1167237.56070802,1939323.94999873,48.0,20.0,77.0,41.989064037284066,-87.66023837570484,"(41.98906403728407, -87.66023837570485)",2011-10-02
33884,10/02/2011,Completed,10/03/2011,11-03884671,Sanitation Code Violation,Other,4403 S MOZART ST,60632.0,1158100.11269059,1875331.31301036,12.0,9.0,58.0,41.81365495977173,-87.69559691650524,"(41.813654959771725, -87.69559691650524)",2011-10-02
33885,10/02/2011,Completed,10/03/2011,11-03884714,Sanitation Code Violation,Dumpster not being emptied,6506 N ASHLAND AVE,60626.0,1164431.89947383,1943300.83682775,40.0,24.0,1.0,42.000036766421424,-87.67044471506969,"(42.000036766421424, -87.67044471506968)",2011-10-02
33886,10/02/2011,Completed,10/03/2011,11-03884782,Sanitation Code Violation,Garbage in alley,7734 W ADDISON ST,60634.0,1123714.91010984,1923035.36751253,36.0,16.0,17.0,41.945193338968856,-87.82068187101756,"(41.94519333896886, -87.82068187101754)",2011-10-02
33887,10/02/2011,Completed,10/03/2011,11-03884795,Sanitation Code Violation,Other,74 E 101ST PL,60628.0,1178796.16171915,1837697.06002049,9.0,5.0,49.0,41.709935890751936,-87.62082613357128,"(41.70993589075194, -87.62082613357128)",2011-10-02
33888,10/02/2011,Completed,10/03/2011,11-03884800,Sanitation Code Violation,Other,5452 W WALTON ST,60651.0,1139720.44340715,1905797.6667941,37.0,15.0,25.0,41.89761344634999,-87.76227260945568,"(41.89761344634999, -87.76227260945569)",2011-10-02
33889,10/02/2011,Completed,10/03/2011,11-03884910,Sanitation Code Violation,Garbage in alley,5002 S KILDARE AVE,60632.0,1148540.69416968,1871109.41050721,23.0,8.0,57.0,41.80225875655122,-87.7307704958972,"(41.80225875655122, -87.7307704958972)",2011-10-02
33890,10/02/2011,Completed,10/03/2011,11-03885058,Sanitation Code Violation,Garbage in alley,8452 S BLACKSTONE AVE,60619.0,1187674.93527922,1849146.09508802,8.0,4.0,45.0,41.741147066563904,-87.5879479895352,"(41.741147066563904, -87.5879479895352)",2011-10-02
33891,10/02/2011,Completed,10/03/2011,11-03885172,Sanitation Code Violation,Other,2338 S CANAL ST,60616.0,1173569.91690816,1888657.73823047,25.0,9.0,34.0,41.84989477761003,-87.63845730254566,"(41.84989477761003, -87.63845730254565)",2011-10-02
33892,10/02/2011,Completed,10/03/2011,11-03885187,Sanitation Code Violation,Other,2132 S FAIRFIELD AVE,60608.0,1158359.9746100002,1889727.05661054,28.0,10.0,30.0,41.85315327239631,-87.6942508652501,"(41.853153272396305, -87.6942508652501)",2011-10-02
33893,10/02/2011,Completed,10/03/2011,11-03885320,Sanitation Code Violation,Garbage in alley,10826 S AVENUE J,60617.0,1202521.48127189,1833782.84922461,10.0,4.0,52.0,41.69862341146492,-87.53407509798073,"(41.69862341146492, -87.53407509798072)",2011-10-02
33894,10/02/2011,Completed,10/03/2011,11-03885330,Sanitation Code Violation,Overflowing carts,2348 N MARMORA AVE,60639.0,1136671.16997119,1915002.46592144,37.0,25.0,19.0,41.92292766945712,-87.77325165523207,"(41.92292766945712, -87.77325165523206)",2011-10-02
33895,10/02/2011,Completed,10/03/2011,11-03885763,Sanitation Code Violation,Construction Site Cleanliness/Fence,6900 S WESTERN AVE,60636.0,1161565.35790044,1858840.95937159,17.0,8.0,66.0,41.768331989154895,-87.68334341459736,"(41.768331989154895, -87.68334341459736)",2011-10-02
33896,10/02/2011,Completed,10/04/2011,11-03884558,Sanitation Code Violation,Other,7309 S DR MARTIN LUTHER KING JR DR,60619.0,1180173.86230929,1856642.61619784,6.0,3.0,69.0,41.76189336037694,-87.6152018882316,"(41.76189336037694, -87.61520188823161)",2011-10-02
33897,10/02/2011,Completed,10/04/2011,11-03884779,Sanitation Code Violation,Construction Site Cleanliness/Fence,733 N NOBLE ST,60642.0,1166922.67270568,1905136.92011001,27.0,13.0,24.0,41.89525999725309,-87.66238080931745,"(41.895259997253085, -87.66238080931745)",2011-10-02
33898,10/02/2011,Completed,10/04/2011,11-03884936,Sanitation Code Violation,Garbage in alley,2300 N HARDING AVE,60647.0,1149668.83992993,1914997.04450446,30.0,25.0,22.0,41.9226699067253,-87.72549349118393,"(41.9226699067253, -87.72549349118394)",2011-10-02
33899,10/02/2011,Completed,10/04/2011,11-03885439,Sanitation Code Violation,Other,2164 N CLAREMONT AVE,60647.0,1160294.67008324,1914329.92572814,32.0,14.0,22.0,41.92062596621223,-87.68646916470034,"(41.92062596621223, -87.68646916470034)",2011-10-02
33900,10/02/2011,Completed,10/05/2011,11-03885969,Sanitation Code Violation,Garbage in yard,6915 S ROCKWELL ST,60629.0,1160237.22740792,1858594.96951698,18.0,8.0,66.0,41.7676843965977,-87.68821844441666,"(41.7676843965977, -87.68821844441666)",2011-10-02
33901,10/02/2011,Completed,10/07/2011,11-03885292,Sanitation Code Violation,Garbage in alley,624 W BARRY AVE,60657.0,1171540.94996789,1920710.53000321,44.0,23.0,6.0,41.937894405323135,-87.64496005016329,"(41.93789440532313, -87.6449600501633)",2011-10-02
33902,10/02/2011,Completed,10/07/2011,11-03885298,Sanitation Code Violation,Garbage in alley,626 W BARRY AVE,60657.0,1171526.64996789,1920710.13000321,44.0,23.0,6.0,41.93789362278646,-87.6450126168387,"(41.93789362278646, -87.6450126168387)",2011-10-02
33903,10/02/2011,Completed,10/12/2011,11-03884992,Sanitation Code Violation,Other,6250 S UNIVERSITY AVE,60637.0,1184838.43568028,1864127.34822142,20.0,3.0,42.0,41.782324015528324,-87.59787130275292,"(41.782324015528324, -87.5978713027529)",2011-10-02
33986,10/03/2011,Completed - Dup,10/03/2011,11-03890025,Sanitation Code Violation,Garbage in yard,7734 W ADDISON ST,60634.0,1123714.91010984,1923035.36751253,36.0,16.0,17.0,41.945193338968856,-87.82068187101756,"(41.94519333896886, -87.82068187101754)",2011-10-03
33987,10/03/2011,Completed,10/03/2011,11-03886138,Sanitation Code Violation,Overflowing carts,1419 W ELMDALE AVE,60660.0,1165766.2041323,1939963.59139685,48.0,20.0,77.0,41.9908508347021,-87.6656318620647,"(41.9908508347021, -87.66563186206471)",2011-10-03
33988,10/03/2011,Completed,10/03/2011,11-03886319,Sanitation Code Violation,Garbage in yard,4238 S ST LAWRENCE AVE,60653.0,1180968.68998218,1876924.32998506,4.0,2.0,38.0,41.8175299877776,-87.61166481586832,"(41.817529987777604, -87.61166481586831)",2011-10-03
33989,10/03/2011,Completed,10/03/2011,11-03886385,Sanitation Code Violation,,7848 S ESSEX AVE,60649.0,1194220.93766608,1853413.16172378,7.0,4.0,43.0,41.752698153792316,-87.56382450195213,"(41.752698153792316, -87.56382450195214)",2011-10-03
33990,10/03/2011,Completed,10/03/2011,11-03886542,Sanitation Code Violation,,2222 E 99TH ST,60617.0,1192659.87008459,1839761.31609024,7.0,4.0,51.0,41.7152744093529,-87.56998876989657,"(41.7152744093529, -87.56998876989657)",2011-10-03
33991,10/03/2011,Completed,10/03/2011,11-03887094,Sanitation Code Violation,Other,6414 S HONORE ST,60636.0,1165114.48670437,1862141.56381228,15.0,7.0,67.0,41.77731494972456,-87.67024082455612,"(41.777314949724556, -87.67024082455612)",2011-10-03
33992,10/03/2011,Completed,10/03/2011,11-03890650,Sanitation Code Violation,Dumpster not being emptied,2451 W HOWARD ST,60645.0,1158675.82412432,1950350.97392041,50.0,24.0,2.0,42.01950289108205,-87.69142551766664,"(42.01950289108205, -87.69142551766664)",2011-10-03
33993,10/03/2011,Completed,10/04/2011,11-03887137,Sanitation Code Violation,Dumpster not being emptied,942 W HURON ST,60642.0,1169902.91696904,1905076.86748333,27.0,13.0,24.0,41.89503073400621,-87.65143693597435,"(41.895030734006205, -87.65143693597435)",2011-10-03
33994,10/03/2011,Completed,10/04/2011,11-03887580,Sanitation Code Violation,Garbage in yard,5003 S ELIZABETH ST,60609.0,1168837.40991796,1871603.18310534,16.0,9.0,61.0,41.80319915468957,-87.6563194622532,"(41.80319915468957, -87.65631946225318)",2011-10-03
33995,10/03/2011,Completed,10/04/2011,11-03888473,Sanitation Code Violation,Garbage in yard,5510 W GLADYS AVE,60644.0,1139858.24173353,1897801.04643436,29.0,15.0,25.0,41.87566719512739,-87.76196204698763,"(41.87566719512739, -87.76196204698762)",2011-10-03
33996,10/03/2011,Completed,10/04/2011,11-03888631,Sanitation Code Violation,Dumpster not being emptied,1319 W MORSE AVE,60626.0,1166030.18006805,1946191.17710559,49.0,24.0,1.0,42.007933810839596,-87.66448196594219,"(42.00793381083959, -87.66448196594219)",2011-10-03
33997,10/03/2011,Completed,10/04/2011,11-03888719,Sanitation Code Violation,Garbage in yard,7122 S RIDGELAND AVE,60649.0,1189103.98227302,1858005.6000694,5.0,3.0,43.0,41.765424264737156,-87.58242882728456,"(41.765424264737156, -87.58242882728457)",2011-10-03
33998,10/03/2011,Completed,10/04/2011,11-03889377,Sanitation Code Violation,Garbage in alley,2936 W 40TH ST,60632.0,1157435.19512846,1877976.76056891,14.0,9.0,58.0,41.82092791848903,-87.69796414537016,"(41.820927918489026, -87.69796414537015)",2011-10-03
33999,10/03/2011,Completed,10/04/2011,11-03889674,Sanitation Code Violation,Garbage in alley,811 W LAKE ST,60607.0,1170896.45302716,1901668.93129308,27.0,12.0,28.0,41.88565741257255,-87.64788795073902,"(41.88565741257255, -87.64788795073902)",2011-10-03
34000,10/03/2011,Completed,10/04/2011,11-03890126,Sanitation Code Violation,Dumpster not being emptied,1228 W DIVERSEY PKWY,60614.0,1167518.52001217,1918726.67028232,32.0,19.0,6.0,41.93253827636809,-87.65980046136428,"(41.932538276368085, -87.65980046136428)",2011-10-03
34001,10/03/2011,Completed,10/04/2011,11-03890184,Sanitation Code Violation,Other,8737 S KIMBARK AVE,60619.0,1186319.38171243,1847196.10001739,8.0,4.0,48.0,41.73582818942796,-87.5929760428632,"(41.735828189427956, -87.59297604286321)",2011-10-03
34002,10/03/2011,Completed,10/04/2011,11-03890447,Sanitation Code Violation,Construction Site Cleanliness/Fence,8816 S GREENWOOD AVE,60619.0,1185088.36398802,1846707.32618971,8.0,4.0,47.0,41.734515911787476,-87.59750129014914,"(41.734515911787476, -87.59750129014914)",2011-10-03
